series,peak_uA,rise_time_10_90_us,fall_time_90_10_us,peak_error_pct,rise_time_error_pct,fall_time_error_pct
COMSOL,7.774843642397229,161.3827356665658,25955.52493027155,,,
Elmer MPI (4 ranks),7.833134020722383,147.66812525879965,26260.149520676958,0.749730554159171,-8.498189320635891,1.1736406457729904
