time_from_pulse_us,comsol_current_drop_uA,mpi_current_drop_uA,mpi_minus_comsol_uA
0.01,-9.624482860899762e-09,-0.0005235932018040661,-0.0005235835773212053
0.01003979769278105,-9.627348641012643e-09,-0.0005235818721550712,-0.0005235722448064302
0.010079753771197167,-9.630225780679207e-09,-0.0005235704972184347,-0.0005235608669926541
0.010119868865586645,-9.633114427545218e-09,-0.0005235590768145382,-0.0005235494437001106
0.010160143608796357,-9.636014731893283e-09,-0.0005235476107630799,-0.000523537974748348
0.010200578636191778,-9.638926846684449e-09,-0.0005235360988830726,-0.000523526459956226
0.010241174585666988,-9.641850927600408e-09,-0.0005235245409928407,-0.0005235148991419131
0.010281932097654734,-9.644787133086296e-09,-0.0005235129369100189,-0.0005235032921228858
0.01032285181513654,-9.647735624394092e-09,-0.0005235012864515495,-0.0005234916387159252
0.010363934383652856,-9.650696543832305e-09,-0.0005234895894336804,-0.0005234799387371365
0.010405180451313212,-9.653669865851479e-09,-0.0005234778456719632,-0.0005234681920020973
0.010446590668806488,-9.656655542489462e-09,-0.0005234660549812504,-0.000523456398325708
0.01048816568941114,-9.659653532037604e-09,-0.0005234542171756942,-0.0005234445575221622
0.010529906169005534,-9.662663790757293e-09,-0.0005234423320687438,-0.000523432669404953
0.010571812766078274,-9.665686272843367e-09,-0.0005234303994731426,-0.0005234207337868697
0.010613886141738589,-9.668720930386955e-09,-0.0005234184192009272,-0.0005234087504799969
0.010656126959726784,-9.67176771333782e-09,-0.0005234063910634249,-0.0005233967192957116
0.010698535886424691,-9.674826569466117e-09,-0.0005233943148712512,-0.0005233846400446818
0.010741113590866186,-9.67789744432359e-09,-0.0005233821904343075,-0.0005233725125368631
0.010783860744747756,-9.680980282231594e-09,-0.0005233700175617802,-0.000523360336581498
0.010826778022439065,-9.684075250276597e-09,-0.0005233577960621366,-0.0005233481119868863
0.010869866100993629,-9.687182535578656e-09,-0.0005233455257431246,-0.000523335838560589
0.010913125660159477,-9.69030218715833e-09,-0.0005233332064117694,-0.0005233235161095822
0.010956557382389879,-9.693434254231285e-09,-0.000523320837874372,-0.0005233111444401177
0.011000161952854108,-9.696578786209065e-09,-0.0005233084199365043,-0.0005232987233577181
0.01104394005944826,-9.699735832699875e-09,-0.0005232959522612444,-0.0005232862525254117
0.011087892392806085,-9.70290544350937e-09,-0.0005232834345093552,-0.0005232737316039117
0.011132019646309907,-9.706087668641428e-09,-0.0005232708664786801,-0.0005232611603910115
0.011176322516101551,-9.70928255829895e-09,-0.0005232582479662443,-0.000523248538683686
0.011220801701093325,-9.712490162884653e-09,-0.0005232455787682525,-0.0005232358662780896
0.011265457902979049,-9.715710533002809e-09,-0.0005232328586800841,-0.0005232231429695511
0.011310291826245109,-9.718943719457354e-09,-0.0005232200874962916,-0.0005232103685525721
0.0113553041781816,-9.722189773252753e-09,-0.000523207265010596,-0.0005231975428208227
0.011400495668893463,-9.725448745596429e-09,-0.0005231943910158844,-0.0005231846655671388
0.011445867011311693,-9.728720687899555e-09,-0.0005231814653042065,-0.0005231717365835186
0.011491418921204592,-9.732005651777884e-09,-0.0005231684876667706,-0.0005231587556611189
0.011537152117189035,-9.735303689052557e-09,-0.000523155457893941,-0.000523145722590252
0.011583067320741847,-9.738614851750906e-09,-0.0005231423757752348,-0.0005231326371603831
0.011629165256211157,-9.741939192107292e-09,-0.0005231292410993176,-0.0005231194991601255
0.01167544665082783,-9.745276762564128e-09,-0.0005231160536540014,-0.0005231063083772389
0.011721912234716948,-9.748627615775468e-09,-0.00052310281322624,-0.0005230930645986243
0.011768562740909323,-9.751991804604945e-09,-0.0005230895196021265,-0.000523079767610322
0.011815398905353044,-9.75536938212614e-09,-0.0005230761725668895,-0.0005230664171975074
0.011862421466925122,-9.758760401623863e-09,-0.0005230627719048899,-0.0005230530131444882
0.011909631167443122,-9.762164916595005e-09,-0.0005230493173996169,-0.0005230395552347003
0.011957028751676873,-9.76558298074939e-09,-0.0005230358088336857,-0.000523026043250705
0.01200461496736022,-9.769014648010603e-09,-0.0005230222459888328,-0.0005230124769741848
0.012052390565202799,-9.772459972516854e-09,-0.0005230086286459135,-0.0005229988561859409
0.012100356298901915,-9.77591900862183e-09,-0.0005229949565848975,-0.0005229851806658888
0.012148512925154406,-9.779391810892154e-09,-0.0005229812295848665,-0.0005229714501930556
0.012196861203668597,-9.782878434112235e-09,-0.0005229674474240101,-0.000522957664545576
0.012245401897176274,-9.786378933287287e-09,-0.0005229536098796222,-0.000522943823500689
0.012294135771444703,-9.789893363641444e-09,-0.0005229397167280976,-0.000522929926834734
0.012343063595288748,-9.79342178061864e-09,-0.0005229257677449287,-0.0005229159743231481
0.012392186140582974,-9.796964239883486e-09,-0.0005229117627047017,-0.0005229019657404619
0.012441504182273824,-9.800520797322152e-09,-0.0005228977013810931,-0.0005228879008602957
0.012491018498391852,-9.804091509043234e-09,-0.0005228835835468661,-0.0005228737794553571
0.012540729870063997,-9.807676432499794e-09,-0.0005228694089738672,-0.0005228596012974347
0.012590639081525891,-9.811275808371567e-09,-0.0005228551774330224,-0.000522845366157214
0.012640746920134255,-9.814889742456165e-09,-0.0005228408886943338,-0.0005228310738045914
0.012691054176379304,-9.818518166984638e-09,-0.0005228265425268761,-0.0005228167240087091
0.012741561643897222,-9.822161011386598e-09,-0.000522812138698792,-0.0005228023165377806
0.01279227011948269,-9.825818202240562e-09,-0.0005227976769772904,-0.0005227878511590881
0.012843180403101428,-9.829489663223545e-09,-0.0005227831571286406,-0.0005227733276389774
0.01289429329790285,-9.833175315059936e-09,-0.0005227685789181707,-0.0005227587457428557
0.012945609610232717,-9.836875075469624e-09,-0.0005227539421102621,-0.0005227441052351867
0.01299713014964586,-9.840588830686106e-09,-0.0005227392464683474,-0.0005227294058795167
0.013048855728918953,-9.844316381517478e-09,-0.0005227244917549056,-0.0005227146474385241
0.013100787164063335,-9.848057973187728e-09,-0.0005227096777314585,-0.0005226998296734854
0.013152925274337864,-9.851813939008345e-09,-0.000522694804158568,-0.000522684952344629
0.013205270882261885,-9.855584619231399e-09,-0.0005226798707958308,-0.0005226700152112116
0.013257824813628163,-9.85937036116271e-09,-0.0005226648774018761,-0.000522655018031515
0.013310587897515937,-9.863171519276639e-09,-0.0005226498237343609,-0.0005226399605628416
0.013363560966303993,-9.866988455332511e-09,-0.0005226347095499668,-0.0005226248425615114
0.013416744855683772,-9.870821538241511e-09,-0.0005226195346043956,-0.0005226096637828573
0.013470140404672594,-9.874670836188384e-09,-0.0005226042986523663,-0.00052259442398153
0.01352374845562687,-9.878536139743879e-09,-0.0005225890014476104,-0.0005225791229114707
0.013577569854255392,-9.88241736186577e-09,-0.0005225736427428694,-0.0005225637603255075
0.013631605449632682,-9.886314412090685e-09,-0.0005225582222898892,-0.0005225483359754771
0.013685856094212384,-9.890227196473523e-09,-0.0005225427398394179,-0.0005225328496122214
0.013740322643840695,-9.894155617525986e-09,-0.0005225271951412009,-0.0005225173009855834
0.0137950059577699,-9.898099574154211e-09,-0.0005225115879439774,-0.0005225016898444033
0.013849906898671908,-9.902058961595504e-09,-0.000522495917995477,-0.0005224860159365154
0.013905026332651862,-9.906034056094671e-09,-0.0005224801850424147,-0.0005224702790083587
0.01396036512926179,-9.910025261404436e-09,-0.0005224643888304881,-0.0005224544788052267
0.014015924161514353,-9.914032474575236e-09,-0.000522448529104373,-0.0005224386150718984
0.014071704305896597,-9.918055586408555e-09,-0.000522432605607719,-0.0005224226875521326
0.01412770644238378,-9.922094483807855e-09,-0.0005224166180831471,-0.0005224066959886633
0.014183931454453264,-9.926149049710463e-09,-0.0005224005662722436,-0.0005223906401231939
0.01424038022909845,-9.930219163018454e-09,-0.0005223844499155586,-0.0005223745196963955
0.01429705365684275,-9.934304697355124e-09,-0.0005223682687525993,-0.000522358334447902
0.014353952631753668,-9.938405367643683e-09,-0.0005223520225218284,-0.0005223420841164607
0.014411078051456895,-9.942521317982795e-09,-0.0005223357109606589,-0.0005223257684393409
0.014468430817150454,-9.94665297859699e-09,-0.0005223193338054504,-0.0005223093871524719
0.014526011833618943,-9.950800788896712e-09,-0.0005223028907915051,-0.0005222929399907162
0.014583822009247769,-9.95496519762876e-09,-0.0005222863816530635,-0.0005222764266878658
0.014641862256037523,-9.95914666302887e-09,-0.0005222698061233008,-0.0005222598469766378
0.014700133489618345,-9.963345652976502e-09,-0.0005222531639343227,-0.0005222432005886697
0.01475863662926437,-9.967562583695703e-09,-0.0005222364548171607,-0.0005222264872545771
0.014817372597908229,-9.971797278870508e-09,-0.0005222196785017696,-0.0005222097067044908
0.014876342322155626,-9.976049552307559e-09,-0.0005222028347170217,-0.0005221928586674694
0.014935546732299913,-9.980319271817252e-09,-0.0005221859231907033,-0.0005221759428714315
0.014994986762336819,-9.984606300579263e-09,-0.0005221689436495114,-0.0005221589590432108
0.015054663349979158,-9.988910497061504e-09,-0.0005221518958190487,-0.0005221419069085517
0.015114577436671616,-9.993231714937904e-09,-0.0005221347794238192,-0.0005221247861921043
0.015174729967605627,-9.997569803986079e-09,-0.0005221175941872249,-0.0005221075966174209
