series,peak_uA,rise_time_10_90_us,fall_time_90_10_us,peak_error_pct,rise_time_error_pct,fall_time_error_pct
COMSOL,7.774843019375713,161.38292848742296,25955.596731347723,,,
Elmer MPI (4 ranks),7.832990449361498,147.66723091416694,26406.657634398816,0.7478920132647732,-8.498852822790935,1.7378175031758254
