% Model:              0902gakkai715uA_tes.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 7 2026, 10:49
% Table:              プローブテーブル 1 - 
% 時間 (ms)                                         温度 (K), 吸収体                                       温度 (K), StyCast                                   温度 (K), TES                                       アンペアメーターを通る電流 # (µA)                              TES R(T) (mΩ), TES R
20.020007422518834                                0.16913590123707398                               0.1685839501217848                                0.16858388163846685                               143.05505038273375                                15.592496137805343
20.02000768788773                                 0.16914410387898027                               0.1685839501226037                                0.16858388163846602                               143.05505038275285                                15.592496137802637
20.020007953256627                                0.16915203418268931                               0.16858395012342622                               0.16858388163846563                               143.05505038277198                                15.592496137800126
20.020008218625527                                0.1691597027712105                                0.16858395012424537                               0.16858388163846508                               143.0550503827911                                 15.592496137797685
20.020008483994424                                0.16916712652299135                               0.16858395012506242                               0.16858388163846436                               143.0550503828102                                 15.592496137794905
20.02000874936332                                 0.16917431553413698                               0.16858395012588445                               0.1685838816384637                                143.05505038282934                                15.59249613779229
20.020009014732217                                0.1691812799702301                                0.16858395012672484                               0.1685838816384633                                143.05505038284844                                15.59249613778965
20.020009280101114                                0.1691880295878764                                0.16858395012759844                               0.1685838816384627                                143.05505038286753                                15.59249613778709
20.02000954547001                                 0.16919457361267073                               0.1685839501285235                                0.16858388163846222                               143.05505038288666                                15.59249613778437
20.020009810838907                                0.16920091899617842                               0.16858395012951294                               0.1685838816384618                                143.0550503829058                                 15.592496137781698
20.020010341576704                                0.16921306409375828                               0.16858395013179092                               0.16858388163846078                               143.05505038294402                                15.592496137776552
20.020010780624077                                0.1692225817105663                                0.16858395013400804                               0.16858388163845991                               143.05505038297568                                15.592496137772324
20.02001121967145                                 0.16923165311227617                               0.16858395013656663                               0.168583881638459                                 143.05505038300734                                15.59249613776792
20.02001165871882                                 0.16924030661338274                               0.16858395013948418                               0.16858388163845825                               143.055050383039                                  15.59249613776356
20.02001209776619                                 0.16924856814468314                               0.1685839501427493                                0.1685838816384574                                143.05505038307066                                15.592496137759312
20.020012536813564                                0.16925646154306018                               0.1685839501463384                                0.16858388163845636                               143.05505038310233                                15.59249613775499
20.020012975860933                                0.16926400878366082                               0.16858395015021474                               0.16858388163845534                               143.055050383134                                  15.592496137750699
20.020013414908306                                0.1692712301733884                                0.1685839501543387                                0.16858388163845456                               143.05505038316562                                15.592496137746478
20.020013853955675                                0.16927814451546594                               0.16858395015867245                               0.1685838816384537                                143.05505038319728                                15.592496137742106
20.020014293003047                                0.16928476925153718                               0.16858395016319347                               0.16858388163845298                               143.05505038322895                                15.592496137738006
20.02001473205042                                 0.169291120585534                                 0.16858395016789166                               0.16858388163845214                               143.05505038326058                                15.592496137733727
20.02001517109779                                 0.1692972135927535                                0.16858395017277963                               0.1685838816384513                                143.05505038329224                                15.592496137729347
20.020015610145162                                0.16930306231634523                               0.16858395017788838                               0.16858388163845037                               143.0550503833239                                 15.592496137725188
20.020016049192535                                0.1693086798533915                                0.16858395018327157                               0.1685838816384494                                143.05505038335556                                15.592496137720861
20.020016488239904                                0.1693140784319512                                0.16858395018900246                               0.16858388163844867                               143.0550503833872                                 15.592496137716633
20.020016927287276                                0.16931926948039108                               0.1685839501951713                                0.16858388163844773                               143.05505038341886                                15.592496137712264
20.02001736633465                                 0.16932426368998024                               0.16858395020188252                               0.1685838816384467                                143.05505038345052                                15.59249613770804
20.020017805382018                                0.16932907107152406                               0.16858395020925057                               0.16858388163844573                               143.05505038348218                                15.592496137703755
20.02001824442939                                 0.1693337010068651                                0.1685839502173991                                0.16858388163844482                               143.05505038351384                                15.5924961376994
20.02001868347676                                 0.1693381622957604                                0.16858395022645303                               0.16858388163844407                               143.05505038354548                                15.592496137695257
20.020019122524133                                0.16934246319867088                               0.16858395023653927                               0.16858388163844318                               143.05505038357714                                15.592496137690997
20.020019561571505                                0.1693466114757871                                0.16858395024778228                               0.16858388163844218                               143.0550503836088                                 15.592496137686817
20.020020000618874                                0.16935061442288685                               0.1685839502603074                                0.1685838816384411                                143.05505038364043                                15.59249613768263
20.020020439666247                                0.16935447890410324                               0.1685839502742312                                0.1685838816384402                                143.05505038367207                                15.592496137678335
20.02002131776099                                 0.1693618255928103                                0.16858395030687132                               0.16858388163843843                               143.05505038373533                                15.592496137669803
20.02002210804626                                 0.1693680245005112                                0.16858395034214627                               0.1685838816384368                                143.05505038379226                                15.592496137662076
20.020022898331526                                0.16937386371537472                               0.168583950383643                                 0.1685838816384352                                143.05505038384916                                15.592496137654237
20.020023688616792                                0.16937937111767054                               0.16858395043198895                               0.16858388163843357                               143.0550503839061                                 15.592496137646648
20.020024478902062                                0.16938457203447152                               0.16858395048784627                               0.168583881638432                                 143.05505038396308                                15.592496137638898
20.02002526918733                                 0.16938948944177845                               0.1685839505519406                                0.16858388163843008                               143.05505038402                                   15.592496137631054
20.020026059472595                                0.169394144196034                                 0.16858395062507986                               0.16858388163842827                               143.0550503840769                                 15.592496137623426
20.020026849757866                                0.16939855525569625                               0.1685839507081788                                0.16858388163842686                               143.05505038413386                                15.59249613761568
20.020027640043132                                0.16940273988183388                               0.16858395080226257                               0.16858388163842503                               143.0550503841908                                 15.592496137607995
20.0200284303284                                  0.1694067138165116                                0.16858395090847653                               0.16858388163842342                               143.0550503842477                                 15.592496137600511
20.02002922061367                                 0.16941049144040107                               0.16858395102808363                               0.16858388163842158                               143.0550503843046                                 15.592496137592601
20.020030010898935                                0.16941408591189297                               0.1685839511624519                                0.16858388163842017                               143.05505038436152                                15.592496137584867
20.020030801184202                                0.16941750929009136                               0.16858395131305018                               0.16858388163841861                               143.05505038441845                                15.59249613757716
20.020031591469472                                0.1694207726435819                                0.16858395148142644                               0.16858388163841698                               143.05505038447538                                15.592496137569368
20.02003238175474                                 0.16942388614697293                               0.16858395166920442                               0.16858388163841534                               143.05505038453234                                15.592496137561673
20.020033172040005                                0.16942685916655215                               0.16858395187805741                               0.16858388163841384                               143.05505038458926                                15.592496137553795
20.020033962325275                                0.16942970033658467                               0.16858395210970528                               0.16858388163841206                               143.05505038464617                                15.592496137546101
20.02003475261054                                 0.16943241603328893                               0.16858395236555068                               0.16858388163841037                               143.0550503847031                                 15.592496137538308
20.02003554289581                                 0.16943501638577915                               0.16858395264795942                               0.16858388163840873                               143.05505038476005                                15.59249613753072
20.02003633318108                                 0.16943750743393535                               0.1685839529585929                                0.16858388163840715                               143.05505038481698                                15.592496137522941
20.020037123466345                                0.16943989522976394                               0.16858395329924916                               0.1685838816384055                                143.0550503848739                                 15.592496137515122
20.02003791375161                                 0.16944218439017694                               0.1685839536714271                                0.1685838816384039                                143.05505038493087                                15.592496137507359
20.02003949432215                                 0.1694464998883067                                0.16858395452276226                               0.1685838816384004                                143.05505038504467                                15.592496137491999
20.020040815950864                                0.1694498529406544                                0.16858395535084786                               0.1685838816383977                                143.05505038513988                                15.592496137478957
20.02004213757958                                 0.16945299483987955                               0.1685839562963065                                0.1685838816383949                                143.05505038523503                                15.59249613746596
20.020043459208296                                0.16945594367085734                               0.16858395737124776                               0.1685838816383919                                143.05505038533025                                15.592496137453118
20.020044780837015                                0.16945871558672582                               0.1685839585893504                                0.16858388163838925                               143.0550503854254                                 15.592496137440117
20.02004610246573                                 0.16946132505025052                               0.16858395996620695                               0.16858388163838667                               143.0550503855206                                 15.592496137427215
20.020047424094447                                0.16946378504302462                               0.16858396151966099                               0.168583881638384                                 143.0550503856158                                 15.592496137414326
20.020048745723162                                0.16946610724575456                               0.1685839632700891                                0.16858388163838126                               143.05505038571098                                15.592496137401346
20.020050067351878                                0.1694683021935039                                0.16858396524065958                               0.16858388163837837                               143.05505038580614                                15.592496137388414
20.020051388980594                                0.16947037940977921                               0.16858396745752563                               0.16858388163837557                               143.05505038590135                                15.592496137375631
20.02005271060931                                 0.16947234752246634                               0.16858396994997474                               0.16858388163837285                               143.0550503859965                                 15.592496137362561
20.020054032238026                                0.16947421436438864                               0.16858397275050263                               0.16858388163837026                               143.0550503860917                                 15.592496137349535
20.02005535386674                                 0.1694759870609183                                0.168583975894846                                 0.16858388163836763                               143.0550503861869                                 15.592496137336546
20.02005667549546                                 0.16947767210630243                               0.16858397942194708                               0.1685838816383647                                143.05505038628203                                15.592496137323698
20.020057997124177                                0.16947927543052851                               0.16858398337386446                               0.16858388163836166                               143.05505038637722                                15.5924961373108
20.020059318752892                                0.16948080245797226                               0.1685839877956445                                0.16858388163835866                               143.05505038647243                                15.592496137297786
20.020060640381608                                0.1694822581589915                                0.1685839927351415                                0.16858388163835586                               143.0550503865676                                 15.59249613728486
20.020061962010324                                0.16948364618301623                               0.168583998232717                                 0.16858388163835344                               143.05505038666274                                15.592496137271958
20.02006328363904                                 0.1694849723083532                                0.1685840043575835                                0.16858388163835056                               143.05505038675793                                15.592496137258838
20.020064605267756                                0.16948623994743536                               0.16858401116043803                               0.16858388163834787                               143.05505038685308                                15.592496137246014
20.02006724852519                                 0.16948861718172964                               0.1685840271019053                                0.1685838816383425                                143.05505038704345                                15.592496137220119
20.020069627456884                                0.16949058844653112                               0.16858404435375346                               0.16858388163833735                               143.05505038721478                                15.59249613719665
20.020072006388574                                0.1694924166403608                                0.16858406471709025                               0.16858388163833268                               143.0550503873861                                 15.592496137173317
20.020074385320264                                0.16949411573343542                               0.16858408854485984                               0.16858388163832805                               143.05505038755746                                15.592496137150054
20.020076764251954                                0.16949569805966028                               0.1685841161896206                                0.16858388163832352                               143.05505038772876                                15.592496137126707
20.020079143183644                                0.16949717449656754                               0.16858414799847754                               0.16858388163831847                               143.05505038790008                                15.592496137103339
20.020081522115337                                0.16949855465339858                               0.16858418430874308                               0.16858388163831367                               143.0550503880714                                 15.59249613707992
20.020083901047027                                0.16949984704179963                               0.16858422544419843                               0.16858388163830898                               143.05505038824273                                15.592496137056626
20.020086279978717                                0.16950105922365108                               0.16858427171196408                               0.16858388163830382                               143.0550503884141                                 15.592496137033276
20.020088658910407                                0.1695021979372594                                0.16858432339992277                               0.16858388163829877                               143.05505038858539                                15.592496137010015
20.020091037842096                                0.16950326920458952                               0.16858438077471147                               0.1685838816382938                                143.0550503887567                                 15.592496136986705
20.020093416773786                                0.16950427842251628                               0.16858444408021026                               0.16858388163828858                               143.05505038892804                                15.592496136963346
20.02009579570548                                 0.169505230440714                                 0.16858451353652254                               0.16858388163828344                               143.05505038909936                                15.59249613694012
20.02009817463717                                 0.1695061296282225                                0.16858458933936007                               0.16858388163827845                               143.05505038927066                                15.59249613691673
20.02010055356886                                 0.16950697993078326                               0.1685846716598148                                0.16858388163827348                               143.05505038944196                                15.592496136893448
20.02010293250055                                 0.16950778492013766                               0.1685847606444389                                0.16858388163826857                               143.05505038961326                                15.592496136870079
20.02010531143224                                 0.16950854783669106                               0.1685848564156088                                0.16858388163826332                               143.05505038978453                                15.592496136846716
20.020107690363933                                0.16950927162657495                               0.1685849590721038                                0.16858388163825835                               143.05505038995582                                15.592496136823385
20.020110069295622                                0.1695099589738355                                0.16858506868987153                               0.16858388163825344                               143.0550503901272                                 15.592496136800051
20.020112448227312                                0.16951061232861137                               0.16858518532294706                               0.1685838816382488                                143.05505039029853                                15.59249613677669
20.020117206090696                                0.16951182835215095                               0.16858543974025353                               0.16858388163823915                               143.05505039064113                                15.592496136729903
20.02012148816774                                 0.16951282676864152                               0.16858569277619836                               0.16858388163823043                               143.05505039094948                                15.592496136687995
20.020125770244785                                0.1695137443079572                                0.16858596843174348                               0.16858388163822155                               143.05505039125782                                15.592496136645828
20.02013005232183                                 0.16951458948041767                               0.16858626638576837                               0.1685838816382125                                143.05505039156623                                15.592496136603783
20.020134334398872                                0.16951536971417705                               0.16858658618217956                               0.16858388163820395                               143.05505039187463                                15.592496136561737
20.020138616475915                                0.16951609149337735                               0.16858692724816413                               0.16858388163819474                               143.05505039218303                                15.592496136519703
20.020142898552958                                0.16951676049290776                               0.16858728891288938                               0.168583881638186                                 143.0550503924914                                 15.592496136477438
20.02014718063                                    0.1695173816967757                                0.16858767042531167                               0.16858388163817697                               143.0550503927998                                 15.592496136435482
20.020151462707044                                0.16951795949846937                               0.16858807097060421                               0.168583881638168                                 143.0550503931082                                 15.592496136393299
20.020155744784088                                0.16951849778503736                               0.1685884896849716                                0.16858388163815957                               143.0550503934166                                 15.592496136351219
20.020160026861134                                0.16951900000754783                               0.16858892566885014                               0.16858388163815116                               143.055050393725                                  15.592496136309165
20.020164308938178                                0.16951946924012623                               0.16858937799851012                               0.1685838816381415                                143.05505039403337                                15.59249613626705
20.02016859101522                                 0.1695199082297203                                0.16858984573617147                               0.1685838816381325                                143.05505039434175                                15.59249613622497
20.020172873092264                                0.16952031943820578                               0.1685903279387165                                0.16858388163812393                               143.05505039465015                                15.592496136182945
20.020177155169307                                0.16952070507810238                               0.1685908236651266                                0.16858388163811458                               143.05505039495856                                15.592496136140836
20.020185719323397                                0.16952140961523474                               0.16859185077792507                               0.1685838816380968                                143.0550503955754                                 15.592496136056692
20.02019342706208                                 0.16952197396921312                               0.16859281223199493                               0.16858388163808086                               143.05505039613053                                15.592496135980895
20.020201134800757                                0.16952248085105892                               0.16859380362072332                               0.16858388163806573                               143.05505039668571                                15.59249613590526
20.02020884253944                                 0.16952293736672697                               0.16859482018647914                               0.16858388163804947                               143.05505039724088                                15.592496135829483
20.020216550278118                                0.16952334959420445                               0.16859585744980823                               0.16858388163803345                               143.05505039779604                                15.592496135753711
20.0202242580168                                  0.16952372273535668                               0.16859691123629875                               0.16858388163801735                               143.05505039835126                                15.592496135677841
20.020231965755478                                0.1695240612571507                                0.16859797768696425                               0.16858388163800184                               143.05505039890645                                15.592496135602198
20.020239673494157                                0.16952436901207726                               0.16859905325843513                               0.16858388163798554                               143.0550503994617                                 15.592496135526348
20.02024738123284                                 0.16952464933743225                               0.16860013471633825                               0.16858388163797022                               143.0550504000169                                 15.592496135450693
20.020255088971517                                0.1695249051367569                                0.16860121912409015                               0.16858388163795388                               143.05505040057213                                15.592496135374846
20.0202627967102                                  0.1695251389464651                                0.1686023038286705                                0.16858388163793683                               143.05505040112737                                15.592496135299186
20.020270504448877                                0.16952535299072133                               0.1686033864445335                                0.16858388163792062                               143.0550504016826                                 15.592496135223396
20.02027821218756                                 0.1695255492268096                                0.16860446483651512                               0.16858388163790497                               143.05505040223787                                15.592496135147755
20.02029362766492                                 0.16952589681225716                               0.16860659957158236                               0.16858388163787288                               143.05505040334836                                15.592496134996212
20.020307501594548                                0.16952616373584478                               0.16860848998111794                               0.16858388163784416                               143.0550504043479                                 15.592496134859864
20.020321375524176                                0.16952639417699472                               0.16861034371997977                               0.16858388163781618                               143.0550504053474                                 15.592496134723506
20.0203352494538                                  0.16952659375755486                               0.16861215510927524                               0.16858388163778693                               143.0550504063469                                 15.592496134587186
20.02034912338343                                 0.16952676713916068                               0.16861391980530108                               0.1685838816377578                                143.05505040734653                                15.592496134450906
20.020362997313054                                0.16952691818897025                               0.1686156346198219                                0.16858388163772953                               143.05505040834606                                15.59249613431459
20.020376871242682                                0.16952705012694855                               0.16861729734016573                               0.16858388163769988                               143.05505040934568                                15.592496134178111
20.020390745172307                                0.16952716564705275                               0.16861890656599635                               0.1685838816376714                                143.0550504103453                                 15.59249613404179
20.020404619101935                                0.16952726701437537                               0.16862046156689184                               0.16858388163764323                               143.05505041134487                                15.592496133905541
20.02041849303156                                 0.16952735614253536                               0.16862196216035338                               0.16858388163761445                               143.05505041234457                                15.59249613376915
20.020432366961188                                0.16952743465533174                               0.16862340860836908                               0.1685838816375854                                143.05505041334428                                15.592496133632913
20.02046011482044                                 0.16952756653813167                               0.1686261432890737                                0.16858388163752655                               143.05505041534366                                15.592496133360232
20.020487862679694                                0.16952766994724472                               0.1686286733931871                                0.16858388163747046                               143.05505041734312                                15.592496133087788
20.020515610538947                                0.16952775113947535                               0.16863100920942764                               0.16858388163741345                               143.05505041934256                                15.592496132815238
20.0205433583982                                  0.16952781508535125                               0.16863316261540096                               0.16858388163735488                               143.05505042134214                                15.592496132542577
20.020571106257453                                0.1695278656187904                                0.16863514631877874                               0.16858388163729734                               143.05505042334158                                15.592496132270153
20.02059885411671                                 0.16952790566832762                               0.16863697327552554                               0.16858388163723967                               143.0550504253412                                 15.592496131997486
20.020626601975962                                0.16952793746867872                               0.1686386562730619                                0.1685838816371818                                143.05505042734075                                15.592496131724943
20.020654349835215                                0.16952796272985846                               0.1686402076492164                                0.16858388163712537                               143.0550504293404                                 15.592496131452467
20.02068209769447                                 0.16952798276584868                               0.1686416391150486                                0.16858388163706678                               143.05505043134002                                15.592496131180017
20.02070984555372                                 0.1695279985909791                                0.16864296165348777                               0.16858388163701007                               143.05505043333966                                15.592496130907467
20.020765341272224                                0.1695280212442206                                0.16864533147427915                               0.16858388163689406                               143.055050437339                                  15.592496130362525
20.02082083699073                                 0.1695280342175752                                0.16864737820733128                               0.1685838816367793                                143.05505044133835                                15.592496129817487
20.020876332709232                                0.16952804017560158                               0.16864915908179018                               0.16858388163666418                               143.0550504453377                                 15.592496129272405
20.020931828427734                                0.1695280409443823                                0.16865072364689254                               0.16858388163654836                               143.0550504493372                                 15.592496128727511
20.020987324146237                                0.16952803772371053                               0.16865211335921274                               0.16858388163643423                               143.05505045333658                                15.592496128182487
20.02104281986474                                 0.169528031293095                                 0.16865336231430125                               0.1685838816363187                                143.055050457336                                  15.592496127637487
20.021098315583245                                0.16952802216526144                               0.16865449828950044                               0.16858388163620316                               143.05505046133547                                15.592496127092591
20.021153811301748                                0.16952801068900297                               0.1686555437889671                                0.1685838816360882                                143.05505046533492                                15.592496126547658
20.021264802738756                                0.16952798185304904                               0.16865744859680573                               0.16858388163585708                               143.05505047333375                                15.592496125457846
20.021375794175768                                0.16952794595472376                               0.16865916236286677                               0.16858388163562768                               143.05505048133256                                15.592496124367853
20.021486785612776                                0.1695279040083827                                0.168660751645355                                 0.16858388163539745                               143.05505048933136                                15.592496123277877
20.021597777049788                                0.16952785688823258                               0.1686622630427704                                0.16858388163516605                               143.05505049733017                                15.592496122188102
20.021708768486796                                0.1695278053652645                                0.16866372732985516                               0.168583881634936                                 143.05505050532892                                15.592496121098195
20.021819759923808                                0.16952775013065263                               0.1686651639955915                                0.1685838816347063                                143.05505051332773                                15.592496120008251
20.021930751360816                                0.16952769180599495                               0.16866658489534803                               0.16858388163447516                               143.0550505213264                                 15.592496118918532
20.022152734234837                                0.16952756861794047                               0.1686694065761887                                0.16858388163401475                               143.05505053732344                                15.592496116738952
20.022374717108857                                0.16952743884422258                               0.16867220801457497                               0.16858388163355348                               143.05505055332037                                15.592496114559415
20.022596699982877                                0.16952730510606687                               0.16867499276241094                               0.168583881633093                                 143.0550505693167                                 15.592496112379907
20.022818682856897                                0.1695271694380378                                0.16867775722076608                               0.16858388163263258                               143.0550505853129                                 15.592496110200258
20.023040665730917                                0.16952703332604677                               0.1686804950765525                                0.16858388163217164                               143.05505060130864                                15.592496108020969
20.023484631478954                                0.16952676422701357                               0.1686858621457506                                0.16858388163125115                               143.05505063327647                                15.592496103671772
20.023742315739476                                0.16952661050610687                               0.16868890613951562                               0.16858388163071886                               143.05505065180088                                15.592496101159842
20.024                                            0.16952645941642272                               0.16869189163708778                               0.16858388163018842                               143.05505067025626                                15.59249609867536
