case,constraint_row_local,classification,coefficient_count,support_node_count,side_a_node_count,side_b_node_count,coefficient_l1,coefficient_l2,coefficient_max_abs,support_x_span_m,support_y_span_m
historical,3209,TES_to_Stycast,21,21,14,7,2.4470501258756755e-10,9.232096809030105e-11,6.117625317105507e-11,4.3374968754699996e-05,3.410576308e-05
historical,3210,TES_to_Stycast,17,17,10,7,2.224657982489134e-10,8.189455373423597e-11,5.561644956222837e-11,2.8401614703200005e-05,3.1264583760000006e-05
historical,3211,TES_to_Stycast,20,20,13,7,2.5647599475437774e-10,9.550051758588168e-11,6.411899868859438e-11,4.2049759550300006e-05,3.767372512000007e-05
historical,3212,TES_to_Stycast,26,26,18,8,3.310322778963046e-10,1.1634364277504108e-10,8.275807002041101e-11,4.7545087567000004e-05,4.116674304999982e-05
historical,3213,TES_to_Stycast,17,17,10,7,2.3085219794381792e-10,8.912556759950428e-11,5.911144960838852e-11,3.2930292229799995e-05,3.169229895e-05
historical,3214,TES_to_Stycast,16,16,11,5,1.4339337045540307e-10,5.554669220071025e-11,3.584834261385079e-11,3.238433848399999e-05,3.633179329e-05
historical,3215,TES_to_Stycast,18,18,11,7,2.434610691980538e-10,9.461193471426452e-11,6.321088457340541e-11,3.37622459725e-05,2.9499427040000038e-05
historical,3216,TES_to_Stycast,22,22,15,7,2.250243882474694e-10,8.269057428685857e-11,5.625609706186742e-11,4.4379644245499996e-05,3.637985051999993e-05
historical,3217,TES_to_Stycast,20,20,14,6,1.8541844050818526e-10,7.082456692059413e-11,4.635461012704639e-11,3.997462322173e-05,3.698122714000012e-05
historical,3218,TES_to_Stycast,21,21,14,7,2.434931308676482e-10,8.833922154038935e-11,6.087328271691214e-11,4.3235153155999996e-05,3.970839104999995e-05
historical,3219,TES_to_Stycast,17,17,11,6,1.9577806075118116e-10,7.615362449113425e-11,4.894451518779532e-11,3.5753250257399996e-05,3.169229895e-05
historical,3220,TES_to_Stycast,21,21,14,7,2.480134584054028e-10,9.286273415641809e-11,6.200336460135075e-11,4.384161490312e-05,3.8563791310000086e-05
historical,3221,TES_to_Stycast,20,20,13,7,2.812105755587776e-10,1.056956285659013e-10,7.030264388969448e-11,3.6638988342799993e-05,4.550538515999997e-05
historical,3222,TES_to_Stycast,15,15,9,6,1.7867064736504929e-10,6.865955861560235e-11,4.4667661841262296e-11,2.8881315113999994e-05,2.921842317999985e-05
historical,3223,TES_to_Stycast,20,20,13,7,2.440418801279762e-10,9.01352962443592e-11,6.101047003199425e-11,3.751959254544e-05,3.818745379000001e-05
historical,3224,TES_to_Stycast,21,21,13,8,2.569931118698644e-10,9.967552811675293e-11,6.580649941859637e-11,4.373979477e-05,2.9922592509999983e-05
historical,3225,TES_to_Stycast,19,19,12,7,2.271157212118645e-10,8.42535797713313e-11,5.6778941500608756e-11,3.5622935731000014e-05,3.140880712000009e-05
historical,3226,TES_to_Stycast,18,18,11,7,2.4517130173864906e-10,9.309241835204132e-11,6.128936258251497e-11,3.252223538700001e-05,3.409858096999996e-05
historical,3227,TES_to_Stycast,15,15,10,5,1.0912141779415999e-10,4.284007247336531e-11,2.7280354448540128e-11,2.6891692807e-05,3.6445733550000007e-05
historical,3228,TES_to_Stycast,23,23,15,8,3.2409150297982564e-10,1.1964350993880209e-10,8.102287574495654e-11,4.24084016885e-05,4.090618302000004e-05
historical,3229,TES_to_Stycast,23,23,15,8,3.2748597734847844e-10,1.1837608970250872e-10,8.18714943371198e-11,4.0440635586600006e-05,4.151877173999997e-05
historical,3230,TES_to_Stycast,22,22,15,7,2.1528853146377352e-10,8.038876683752641e-11,5.382213286594341e-11,4.1444519084800004e-05,3.737259320999993e-05
historical,3231,TES_to_Stycast,19,19,12,7,2.2513909457988167e-10,8.781308092109712e-11,5.989724599209953e-11,3.2038420198179997e-05,3.796588791000013e-05
historical,3232,TES_to_Stycast,19,19,12,7,2.2673932589424958e-10,8.726718858299474e-11,5.782748678200314e-11,4.170505302800001e-05,3.524875140000004e-05
historical,3233,TES_to_Stycast,24,24,16,8,2.940336015939419e-10,1.0362752743842172e-10,7.351422242175341e-11,3.97524228872e-05,4.098531731e-05
historical,3234,TES_to_Stycast,17,17,10,7,2.0643417120466753e-10,8.137751528208416e-11,5.5917994957115014e-11,3.86451121184e-05,2.640617080999991e-05
historical,3235,TES_to_Stycast,21,21,13,8,3.085974928383673e-10,1.1055897302923404e-10,7.714937329099054e-11,4.20933518334e-05,4.415553097999992e-05
historical,3236,TES_to_Stycast,15,15,10,5,1.4309324268604242e-10,5.736462342360663e-11,3.5773595560005434e-11,2.8260294675999995e-05,3.409858096999996e-05
historical,3237,TES_to_Stycast,22,22,14,8,2.849734532069956e-10,1.020940665697753e-10,7.124336349296471e-11,3.9402330307800005e-05,3.077929646000009e-05
historical,3238,TES_to_Stycast,18,18,12,6,1.9957186832758524e-10,7.607729104522166e-11,4.9892967081896485e-11,3.6952044691100004e-05,3.402841824000011e-05
historical,3239,TES_to_Stycast,18,18,11,7,2.449572584791089e-10,9.234340013124758e-11,6.123931461977714e-11,3.063544600008e-05,3.718840398999994e-05
historical,3240,TES_to_Stycast,18,18,12,6,1.720746300975976e-10,6.533757950294008e-11,4.301865752439957e-11,3.751959254544e-05,3.2415682159999976e-05
historical,3241,TES_to_Stycast,20,20,13,7,2.276886070154593e-10,8.353311248099804e-11,5.692215202312118e-11,3.8996778128e-05,2.4743583920000057e-05
historical,3242,TES_to_Stycast,24,24,16,8,3.2354568003118665e-10,1.0871893868543432e-10,8.089754439005812e-11,3.7514537588000015e-05,3.9746185460000014e-05
historical,3243,TES_to_Stycast,20,20,13,7,1.9087602272053026e-10,7.503650799180019e-11,4.932936655657338e-11,4.00076709025e-05,3.659105927999984e-05
historical,3244,TES_to_Stycast,16,16,9,7,2.2643101061009085e-10,8.629874317879715e-11,5.660775274774442e-11,3.37622459725e-05,2.2598654020000025e-05
historical,3245,TES_to_Stycast,19,19,12,7,2.2877682019418283e-10,8.465276216083651e-11,5.719420504854577e-11,3.586761466698e-05,3.5620886109999925e-05
historical,3246,TES_to_Stycast,22,22,14,8,3.259637205825453e-10,1.173638036831017e-10,8.149093014563639e-11,3.28959160878e-05,4.151588306000012e-05
historical,3247,TES_to_Stycast,15,15,10,5,1.1082859350318024e-10,4.571475236312039e-11,3.02762587066745e-11,3.4714094179e-05,2.6645323889999944e-05
historical,3248,TES_to_Stycast,22,22,15,7,2.655616048993279e-10,9.685735207848322e-11,6.639040122483212e-11,3.1332965139e-05,4.216414762999994e-05
historical,3249,TES_to_Stycast,18,18,12,6,1.5276508530390805e-10,5.815162604072534e-11,3.8191292676849973e-11,3.4893050026000005e-05,3.130386683000003e-05
historical,3250,TES_to_Stycast,19,19,12,7,2.2490719215356276e-10,8.31797662755476e-11,5.622679803839065e-11,3.520156222412e-05,3.790825587999982e-05
historical,3251,TES_to_Stycast,25,25,17,8,3.4988163946830883e-10,1.2613626469256972e-10,8.747040986707725e-11,4.59485505798e-05,4.166434715e-05
historical,3252,TES_to_Stycast,19,19,12,7,2.391368020539326e-10,9.169090490610237e-11,5.98856655077383e-11,4.1677320428e-05,2.6604404960000163e-05
historical,3253,TES_to_Stycast,18,18,12,6,1.4414711605136872e-10,5.6371202801956383e-11,3.604239850109333e-11,2.9713170121199996e-05,4.143960326e-05
historical,3254,TES_to_Stycast,21,21,13,8,2.76232184456966e-10,1.0405636316750846e-10,6.905804611424152e-11,3.7160205518900004e-05,4.464066497999997e-05
historical,3255,TES_to_Stycast,18,18,11,7,1.957791138728854e-10,7.276110059330227e-11,4.8944778468221333e-11,3.7156208317700005e-05,3.278224911999988e-05
historical,3256,TES_to_Stycast,14,14,9,5,9.598252589993911e-11,3.8221178244208325e-11,2.3995631474984827e-11,3.1724591322e-05,2.4567718670000108e-05
historical,3257,TES_to_Stycast,16,16,10,6,1.6026751809893968e-10,6.744020035357981e-11,4.8635887328661595e-11,2.8521778801899998e-05,3.7253894900000136e-05
historical,3258,TES_to_Stycast,21,21,13,8,2.5259513452247595e-10,8.892043496902829e-11,6.3148783630619e-11,3.433082334400001e-05,3.606176843999999e-05
historical,3259,TES_to_Stycast,22,22,15,7,2.4215478031837973e-10,9.117717385026948e-11,6.053869507959492e-11,4.0340099335199995e-05,4.151588306000012e-05
historical,3260,TES_to_Stycast,16,16,10,6,1.3212531885137537e-10,5.025728438019315e-11,3.3031329712843766e-11,2.7065066421000006e-05,2.602170801999982e-05
historical,3261,TES_to_Stycast,19,19,12,7,2.7440417678075074e-10,1.0154740708998202e-10,6.860104419518765e-11,3.4309080342600004e-05,3.554897317999996e-05
historical,3262,TES_to_Stycast,18,18,11,7,2.3178226477846675e-10,8.240992876514384e-11,5.794556619461664e-11,3.2038420198179997e-05,2.6437237740000027e-05
historical,3263,TES_to_Stycast,15,15,9,6,1.7519604829573094e-10,6.744409093298128e-11,4.379901207393279e-11,2.62369144023e-05,2.7421850349999962e-05
historical,3264,TES_to_Stycast,20,20,13,7,2.0832628459801606e-10,7.72611453922836e-11,5.208157114950413e-11,4.1576973390699996e-05,3.258181112e-05
historical,3265,TES_to_Stycast,22,22,14,8,2.7851547264280103e-10,1.0059811603972995e-10,6.962886816070031e-11,3.84895274892e-05,4.092143482000007e-05
historical,3266,TES_to_Stycast,15,15,10,5,8.662068610403832e-11,3.5416398278615634e-11,2.2864453265364563e-11,3.145177278700001e-05,2.602170801999982e-05
historical,3267,TES_to_Stycast,21,21,14,7,2.177679489043616e-10,8.108112235071622e-11,5.429958823210613e-11,3.36888472128e-05,4.143960326e-05
historical,3268,TES_to_Stycast,20,20,13,7,2.175517607293979e-10,8.186684794539516e-11,5.438794018234941e-11,3.751959254544e-05,3.453838929999998e-05
historical,3269,TES_to_Stycast,16,16,10,6,1.436024159590036e-10,5.5805260327221486e-11,3.590060398975098e-11,3.01366363763e-05,3.554897317999996e-05
historical,3270,TES_to_Stycast,18,18,11,7,2.1666435757125166e-10,8.370553311220171e-11,5.416608939281282e-11,3.9963324225900004e-05,2.817349662999997e-05
historical,3271,TES_to_Stycast,17,17,11,6,1.5023409912713428e-10,5.6086159998223355e-11,3.756205403730623e-11,2.8596904499e-05,2.9673544589999858e-05
historical,3272,TES_to_Stycast,16,16,10,6,1.6555213622035994e-10,6.295549416056981e-11,4.138803405509004e-11,2.92280255908e-05,3.319036092999986e-05
historical,3273,TES_to_Stycast,21,21,14,7,2.3082623835034336e-10,8.232650203870861e-11,5.7706559587585865e-11,3.766147736569999e-05,3.438628721999992e-05
historical,3274,TES_to_Stycast,17,17,11,6,1.8175734945915797e-10,6.83660921722217e-11,4.543933736478957e-11,3.063544600008e-05,3.2559572989999995e-05
historical,3275,TES_to_Stycast,16,16,11,5,9.685336937982265e-11,3.943122021169771e-11,2.539028081793142e-11,3.2790042398000004e-05,3.1312094880000044e-05
historical,3276,TES_to_Stycast,19,19,12,7,2.553294659659522e-10,9.077731312325376e-11,6.383236666364164e-11,3.606664068649999e-05,3.178417856999991e-05
historical,3277,TES_to_Stycast,22,22,15,7,2.2929018623748912e-10,8.844791663714547e-11,5.7314460571404085e-11,4.00877564478e-05,3.6929735650000116e-05
historical,3278,TES_to_Stycast,17,17,11,6,1.6868227329815357e-10,6.537390356767605e-11,4.217183020867668e-11,3.3245387783000004e-05,3.068546586000001e-05
historical,3279,TES_to_Stycast,18,18,12,6,1.733873130449431e-10,6.59122623264518e-11,4.334682826123584e-11,3.939715841402e-05,3.108846345000003e-05
historical,3280,TES_to_Stycast,21,21,14,7,2.4037663845507045e-10,8.817075724221885e-11,6.009415961376761e-11,3.92232640391e-05,4.0657659549999834e-05
historical,3281,TES_to_Stycast,15,15,10,5,8.069264183747198e-11,3.2642256341444214e-11,2.11992627785634e-11,2.999682616900001e-05,2.670478633999985e-05
historical,3282,TES_to_Stycast,23,23,15,8,2.71618767234579e-10,9.61230690692126e-11,6.781474744622818e-11,3.3952297252280004e-05,4.250925959999995e-05
historical,3283,TES_to_Stycast,21,21,13,8,3.0247305243996974e-10,1.0965919731272934e-10,7.562690211093283e-11,4.27141953551e-05,3.902856459999998e-05
historical,3284,TES_to_Stycast,23,23,16,7,2.9213040182106917e-10,1.0648064917030475e-10,7.303260045526728e-11,4.2412085396099995e-05,4.507630495000016e-05
historical,3285,TES_to_Stycast,19,19,12,7,2.0408121477470807e-10,7.998290255229601e-11,5.2986426090041583e-11,3.904502741620001e-05,3.183448092000012e-05
historical,3286,TES_to_Stycast,22,22,15,7,2.4818046090122475e-10,8.963151070413333e-11,6.204511522530619e-11,4.16789368597e-05,4.161886706000018e-05
historical,3287,TES_to_Stycast,15,15,9,6,2.0367423475437278e-10,7.934598491846965e-11,5.091855868859321e-11,2.73638160269e-05,3.1092714739999966e-05
historical,3288,TES_to_Stycast,19,19,12,7,2.1972062370683725e-10,8.414236685910312e-11,5.493037139913274e-11,3.4827749587e-05,3.295619317999999e-05
historical,3289,TES_to_Stycast,18,18,11,7,2.428210657944267e-10,8.917657722743776e-11,6.070526644860671e-11,3.64750078717e-05,3.9158937510000045e-05
historical,3290,TES_to_Stycast,25,25,16,9,3.7504587753609237e-10,1.344491666681152e-10,9.374430923777215e-11,3.7479154757699993e-05,4.57888530300001e-05
historical,3291,TES_to_Stycast,16,16,11,5,1.1067276672371744e-10,4.4763676047540756e-11,2.8059190069988274e-11,3.3503778534e-05,2.6363205699999953e-05
historical,3292,TES_to_Stycast,19,19,12,7,2.225208689602034e-10,8.257526884362576e-11,5.563021724005089e-11,3.284635441933e-05,2.8548354299999914e-05
historical,3293,TES_to_Stycast,17,17,11,6,1.6087441787702312e-10,6.201484896556313e-11,4.021860446925574e-11,3.710476998692e-05,3.252848539999991e-05
historical,3294,TES_to_Stycast,17,17,11,6,1.7267015943715847e-10,6.422788245288562e-11,4.316753985928977e-11,3.1176903727e-05,3.472847545999986e-05
historical,3295,TES_to_Stycast,20,20,13,7,2.936808842507288e-10,1.0657878847828728e-10,7.342248600174286e-11,4.03371289444e-05,3.321272661000016e-05
historical,3296,TES_to_Stycast,15,15,10,5,1.177260966893008e-10,4.649216613987212e-11,2.9433121894239435e-11,3.3737889587400006e-05,3.562379027000008e-05
historical,3297,TES_to_Stycast,22,22,14,8,2.4403565260078946e-10,8.878677579241277e-11,6.100891315019734e-11,4.03511469017e-05,3.777871654999992e-05
historical,3298,TES_to_Stycast,22,22,14,8,3.0273372985444477e-10,1.056178401032847e-10,7.568343246361122e-11,3.38375439733e-05,3.744488137999999e-05
historical,3299,TES_to_Stycast,17,17,11,6,1.4443749490392874e-10,5.4774935012174225e-11,3.6109373725982346e-11,3.508147813769999e-05,2.7715499260000083e-05
historical,3300,TES_to_Stycast,23,23,15,8,2.590548638882251e-10,9.363693069786281e-11,6.47637159720563e-11,4.046402257032e-05,3.7869766979999964e-05
historical,3301,TES_to_Stycast,17,17,11,6,1.3390281440939413e-10,5.0480626531283046e-11,3.3478712415226343e-11,3.8361197085600004e-05,3.562379027000008e-05
historical,3302,TES_to_Stycast,18,18,12,6,1.651322067043227e-10,6.248700030151498e-11,4.128774819728545e-11,3.3952297252280004e-05,3.4138966869999825e-05
historical,3303,TES_to_Stycast,18,18,11,7,2.366108035907062e-10,8.741276262024683e-11,5.916123932930469e-11,2.9798585559000002e-05,2.7062475300000102e-05
historical,3304,TES_to_Stycast,18,18,11,7,2.4041099056862005e-10,8.627617090301782e-11,6.010274764215502e-11,2.9402834743499997e-05,2.851646344000005e-05
historical,3305,TES_to_Stycast,18,18,11,7,2.4029427441363847e-10,9.328573651255686e-11,6.079157948596954e-11,3.39220759779e-05,3.3559594670000154e-05
historical,3306,TES_to_Stycast,22,22,14,8,3.2037661584814395e-10,1.2000662139234393e-10,8.009415396203613e-11,4.42758580491e-05,3.7591499569999964e-05
historical,3307,TES_to_Stycast,15,15,10,5,1.1987757179575497e-10,4.7269113047504434e-11,2.9969392948938825e-11,3.904502741620001e-05,2.7218817389999947e-05
historical,3308,TES_to_Stycast,22,22,14,8,3.630595637725892e-10,1.2883074161086093e-10,9.076528851767069e-11,3.2706232224999994e-05,4.2078166640000057e-05
historical,3309,TES_to_Stycast,17,17,11,6,2.2466965225090256e-10,8.83140662657491e-11,5.833750085901761e-11,3.45470947561e-05,2.9927347449999883e-05
historical,3310,TES_to_Stycast,16,16,10,6,1.5519679054125918e-10,6.280638029355146e-11,4.2631314756220544e-11,3.0473028224699993e-05,2.8806088349999986e-05
historical,3311,TES_to_Stycast,20,20,13,7,2.615263714687854e-10,9.33718276214938e-11,6.538159286719643e-11,4.015156064963e-05,3.359756018000005e-05
historical,3312,TES_to_Stycast,20,20,13,7,2.5312839500924847e-10,9.271105986995338e-11,6.328658203096922e-11,3.3580205244000005e-05,3.602182935000015e-05
historical,3313,TES_to_Stycast,14,14,9,5,1.1549043740911228e-10,4.6152578392013066e-11,2.8872681327519155e-11,3.3737889587400006e-05,2.4962154369999974e-05
historical,3314,TES_to_Stycast,24,24,16,8,3.4833705358151664e-10,1.255161923017838e-10,8.708426339537917e-11,4.5758433465499996e-05,3.919375233000003e-05
historical,3315,TES_to_Stycast,20,20,13,7,2.52014891518968e-10,9.612532074841537e-11,6.300372287974205e-11,3.448105837073e-05,3.1273346200000156e-05
historical,3316,TES_to_Stycast,14,14,9,5,1.0075247388319952e-10,3.986276653990058e-11,2.5188118470799864e-11,4.03511469017e-05,2.6615780949999996e-05
historical,3317,TES_to_Stycast,21,21,14,7,2.7761317719209533e-10,1.0181221910650475e-10,6.934208153886171e-11,3.297194081610001e-05,4.2078166640000057e-05
historical,3318,TES_to_Stycast,22,22,15,7,2.3146165565461518e-10,8.46597605944661e-11,5.786553269327584e-11,4.120084085611e-05,3.608105751000011e-05
historical,3319,TES_to_Stycast,16,16,11,5,1.4518577647227433e-10,5.505833210160452e-11,3.624952468028562e-11,3.5299209242799996e-05,2.9927347449999883e-05
historical,3320,TES_to_Stycast,20,20,12,8,3.1065853581411584e-10,1.1112696244311895e-10,7.7664633953529e-11,3.530305777959e-05,3.146294588000009e-05
historical,3321,TES_to_Stycast,16,16,10,6,1.8376529857111454e-10,7.014981263662062e-11,4.594132464277865e-11,3.125e-05,2.9242972589999926e-05
historical,3322,TES_to_Stycast,20,20,13,7,2.53264340529363e-10,9.409091347403801e-11,6.331608513234082e-11,3.77863034575e-05,3.467718743000001e-05
historical,3323,TES_to_Stycast,13,13,8,5,1.1021234689515547e-10,4.366845852421189e-11,2.7553086728022307e-11,3.7102799465099995e-05,2.2683212550000074e-05
historical,3324,TES_to_Stycast,24,24,16,8,3.605411957643097e-10,1.258798250986338e-10,9.01352989410775e-11,4.16751809135e-05,3.305962234000006e-05
historical,3325,TES_to_Stycast,20,20,12,8,2.536191618820969e-10,9.34541523617508e-11,6.340819870231365e-11,3.33499501862e-05,2.7420347509999948e-05
historical,3326,TES_to_Stycast,14,14,9,5,1.3806415315295086e-10,5.367129891226482e-11,3.451603828823763e-11,3.0176160645600003e-05,3.1418196369999976e-05
historical,3327,TES_to_Stycast,17,17,11,6,1.6869065969953066e-10,6.353337906111697e-11,4.2172664924882645e-11,3.19899136375e-05,2.7420347509999948e-05
historical,3328,TES_to_Stycast,21,21,14,7,2.5473203692419915e-10,9.112187154525193e-11,6.36830092310499e-11,4.281454968043e-05,3.0185152360000115e-05
historical,3329,TES_to_Stycast,17,17,12,5,1.6170686177956426e-10,6.284696190048777e-11,4.042671544489136e-11,3.9542300892099995e-05,3.4846773100000086e-05
historical,3330,TES_to_Stycast,18,18,12,6,2.1063423255480277e-10,7.83463876110639e-11,5.265855813870073e-11,3.349871365918e-05,3.146294588000009e-05
historical,3331,TES_to_Stycast,14,14,9,5,1.5942859965554028e-10,6.249273877643342e-11,3.986047427510562e-11,2.9967491507299995e-05,3.1418196369999976e-05
historical,3332,TES_to_Stycast,17,17,11,6,1.5589470859587775e-10,6.186996169460716e-11,3.897367714896944e-11,3.345402302945e-05,2.409576354999994e-05
historical,3333,TES_to_Stycast,14,14,9,5,1.3219452088981745e-10,5.625348247816026e-11,4.0096489939243544e-11,3.213343464030001e-05,2.7189722609999994e-05
historical,3334,TES_to_Stycast,14,14,9,5,1.1202123046357627e-10,4.5720069274434525e-11,2.975225378863266e-11,3.341933420820001e-05,2.1101810900000075e-05
historical,3335,TES_to_Stycast,14,14,9,5,1.1266176726406523e-10,4.5994334659206954e-11,3.01880036972764e-11,3.7500000000000003e-05,2.321964868000001e-05
historical,3336,TES_to_Stycast,16,16,11,5,1.0718817869324741e-10,4.2260176594185615e-11,2.6797044673311858e-11,3.7500000000000003e-05,2.3843672469999995e-05
historical,3337,TES_to_Stycast,15,15,10,5,1.5407397043152342e-10,5.959386047226299e-11,3.851849260788093e-11,3.7500000000000003e-05,2.837960945000005e-05
historical,3338,TES_to_Stycast,14,14,9,5,1.0414047972204644e-10,4.1584458920933355e-11,2.6035119930511496e-11,3.7500000000000003e-05,2.3843672469999995e-05
historical,3339,TES_to_Stycast,14,14,9,5,1.3982750014670234e-10,5.4269410919236023e-11,3.495687503667556e-11,3.750000000000005e-05,2.0572604809999994e-05
historical,3340,TES_to_Stycast,13,13,8,5,9.774999242844986e-11,3.79603199337217e-11,2.443749810711256e-11,3.749999999999994e-05,1.8038366670000087e-05
historical,3341,TES_to_Stycast,14,14,9,5,1.3642947012248638e-10,5.232154571691493e-11,3.4107367550508774e-11,3.7500000000000003e-05,1.9466018600000114e-05
historical,3342,TES_to_Stycast,16,16,11,5,1.4846730762536398e-10,5.6411293827246094e-11,3.7116826906341086e-11,3.7500000000000003e-05,2.3998693180000063e-05
historical,3343,unknown,11,11,0,0,8.793391394445751e-11,3.727457372257131e-11,2.53400781859429e-11,2.1347502781000004e-05,2.7797408270000034e-05
historical,3344,unknown,15,15,0,0,1.2278795571404307e-10,4.7958177756049635e-11,3.069698892851068e-11,3.255460170400001e-05,2.5761347156000032e-05
historical,3345,unknown,17,17,0,0,1.2688622922240196e-10,4.968902013846679e-11,3.172155730560047e-11,3.9869589807e-05,2.5761347156000032e-05
historical,3346,unknown,13,13,0,0,1.2422765954503654e-10,4.933245896253462e-11,3.105691488625907e-11,3.4835098027999984e-05,2.0983903779000015e-05
historical,3347,unknown,17,17,0,0,1.0860189024583987e-10,4.1213675573151974e-11,2.7151009063727392e-11,3.693494907699998e-05,2.843210594999997e-05
historical,3348,unknown,20,20,0,0,1.7033215459447941e-10,6.250795208961386e-11,4.2544576377509535e-11,4.161695605100002e-05,3.125255953599995e-05
historical,3349,unknown,15,15,0,0,1.033875777291297e-10,4.271069418741912e-11,2.930805386259057e-11,3.1080978494e-05,2.4502849255000013e-05
historical,3350,unknown,15,15,0,0,1.133487878065143e-10,4.408093562036166e-11,2.833719695162851e-11,3.002278557899998e-05,2.4536988536000043e-05
historical,3351,unknown,18,18,0,0,1.029450928554666e-10,3.989051758106546e-11,2.573627321386659e-11,3.692847123399999e-05,2.685377265699998e-05
historical,3352,unknown,16,16,0,0,9.992754880578452e-11,3.944581245985561e-11,2.497190831668751e-11,3.819563556500001e-05,2.5470706843000023e-05
historical,3353,unknown,16,16,0,0,1.1275109739443267e-10,4.442179146623255e-11,2.8187781735897277e-11,3.1241157843000004e-05,2.5323170467000055e-05
historical,3354,unknown,18,18,0,0,1.3370052337613116e-10,5.21310913235443e-11,3.342513084403273e-11,3.7089365529999996e-05,3.2289488081e-05
historical,3355,unknown,13,13,0,0,1.2573883668453556e-10,4.963297246258253e-11,3.143470917113382e-11,3.4260073035399994e-05,2.783229074700003e-05
historical,3356,unknown,14,14,0,0,1.2078853342680431e-10,4.955721013528323e-11,3.2645132814061973e-11,3.34191045817e-05,2.137359036200005e-05
historical,3357,unknown,17,17,0,0,1.2629465842687038e-10,4.856281384410891e-11,3.157366460671751e-11,4.1009267828300004e-05,2.947695698900005e-05
historical,3358,unknown,17,17,0,0,1.6844904655645192e-10,6.356536471554454e-11,4.2112261639112884e-11,4.12690740201e-05,2.5968319101000092e-05
historical,3359,unknown,14,14,0,0,9.894133432323994e-11,3.9689198052375606e-11,2.4735333580809976e-11,3.41175585195e-05,2.146569874200005e-05
historical,3360,unknown,14,14,0,0,1.1048130303009452e-10,4.384109017602286e-11,2.762034025182338e-11,3.4989269013100004e-05,2.6668774432000064e-05
historical,3361,unknown,15,15,0,0,1.280465864999363e-10,5.274542219082804e-11,3.362903542141565e-11,3.5584054034590004e-05,2.7814037677999963e-05
historical,3362,unknown,16,16,0,0,1.0673980242806248e-10,4.266710063952036e-11,2.668495060701561e-11,3.655173083525e-05,2.7814037677999963e-05
historical,3363,unknown,18,18,0,0,1.646613183700162e-10,6.367399990342583e-11,4.116532959250401e-11,3.4798228424e-05,3.173522914500003e-05
historical,3364,unknown,15,15,0,0,1.0804863282271071e-10,4.231280095373155e-11,2.701215820567755e-11,3.553152772041e-05,3.05275409279999e-05
historical,3365,unknown,15,15,0,0,1.350679722491026e-10,5.828569867338874e-11,4.277373072263932e-11,4.572570123285e-05,2.475875884299999e-05
historical,3366,unknown,15,15,0,0,1.4358142079716856e-10,5.628792659816928e-11,3.589535519929213e-11,4.4278811560199995e-05,2.9460200204999964e-05
historical,3367,unknown,16,16,0,0,1.609983160223786e-10,6.14510634260333e-11,4.024957900559454e-11,3.46358886553e-05,3.038086686500002e-05
historical,3368,unknown,15,15,0,0,1.3609900226424735e-10,5.222973784069449e-11,3.402475056606183e-11,3.2918258529e-05,2.608032302100008e-05
historical,3369,unknown,15,15,0,0,1.2521584990623753e-10,4.891139191861271e-11,3.1303962476559324e-11,3.294061535620001e-05,2.3995577838000067e-05
historical,3370,unknown,16,16,0,0,1.186179309585718e-10,4.709703953600276e-11,2.9654836602954394e-11,3.61464742002e-05,3.0051203571000024e-05
historical,3371,unknown,18,18,0,0,1.1528703206343829e-10,4.6016884831204456e-11,2.8821758015859518e-11,3.78106749797e-05,3.2735416259999984e-05
historical,3372,unknown,15,15,0,0,1.2593361108787741e-10,5.0002972546133965e-11,3.1483402771969315e-11,3.539756855929998e-05,2.831827976699998e-05
historical,3373,unknown,18,18,0,0,1.7559373092127213e-10,6.668998966723524e-11,4.389843273031798e-11,3.7931925621e-05,3.729822133399991e-05
historical,3374,unknown,14,14,0,0,9.446295640189373e-11,3.7594754841503646e-11,2.3615739100473345e-11,3.7889391929e-05,2.671194205699991e-05
historical,3375,unknown,12,12,0,0,9.708518789339197e-11,3.915926661928007e-11,2.4670073954511552e-11,3.2195474932000004e-05,2.5904741012999972e-05
historical,3376,unknown,15,15,0,0,1.0735361126180169e-10,4.50051905969662e-11,3.085742887042135e-11,4.6333740542e-05,2.7996737709999934e-05
historical,3377,unknown,15,15,0,0,9.983305407126877e-11,3.881847318980937e-11,2.4958263517817124e-11,4.2659850459e-05,2.948589113299996e-05
historical,3378,unknown,16,16,0,0,1.6247305877564333e-10,6.498933650538517e-11,4.251950820564088e-11,3.2948538446999997e-05,2.8013996060999974e-05
historical,3379,unknown,14,14,0,0,1.1145401913276422e-10,4.425856726123359e-11,2.786350478319098e-11,3.0246582174000002e-05,2.3929360888999898e-05
historical,3380,unknown,17,17,0,0,1.496470056430635e-10,5.698255182896754e-11,3.741175141076574e-11,3.558323031099998e-05,2.5788328268999986e-05
historical,3381,unknown,16,16,0,0,1.3484265146365033e-10,5.254130899524765e-11,3.371432604233366e-11,4.0117412251999975e-05,2.5788328268999986e-05
historical,3382,unknown,17,17,0,0,1.1274835484972482e-10,4.1991899722318086e-11,2.819035478865564e-11,3.745594908100003e-05,3.0839799961000064e-05
historical,3383,unknown,11,11,0,0,8.793460963333327e-11,3.919626885823239e-11,2.877888821663544e-11,2.2312060585000015e-05,2.4979179803000023e-05
historical,3384,unknown,18,18,0,0,1.6601453593447387e-10,6.314305922348889e-11,4.1503762253192895e-11,2.766952570700001e-05,2.9288840167999985e-05
