case,constraint_row_local,classification,coefficient_count,support_node_count,side_a_node_count,side_b_node_count,coefficient_l1,coefficient_l2,coefficient_max_abs,support_x_span_m,support_y_span_m
historical,1237,Stycast_to_substrate,22,22,7,15,2.2251132470225404e-10,8.114145610388356e-11,5.563500164894368e-11,4.05286572088e-05,4.073908798000016e-05
historical,1238,Stycast_to_substrate,24,24,8,16,3.1499104294285364e-10,1.100949045111308e-10,7.876068442102742e-11,4.049242235810001e-05,3.898816367000008e-05
historical,1239,Stycast_to_substrate,21,21,8,13,3.047755251768458e-10,1.1150275837499727e-10,7.619388129421131e-11,4.0436848921000015e-05,3.934837035000005e-05
historical,1240,Stycast_to_substrate,17,17,6,11,1.543059885544641e-10,5.989086634281854e-11,3.857649740576104e-11,3.7956013347000006e-05,3.3480801399999975e-05
historical,1241,Stycast_to_substrate,17,17,7,10,2.1287824624486097e-10,7.889077687110028e-11,5.3219561561215185e-11,2.7246102123e-05,2.909105623000001e-05
historical,1242,Stycast_to_substrate,19,19,8,11,2.4026757831181775e-10,8.614226085387474e-11,6.006690800424067e-11,3.113287652099999e-05,3.266063318999989e-05
historical,1243,Stycast_to_substrate,15,15,6,9,1.599217408086312e-10,6.478209277230134e-11,4.433876150998271e-11,3.33654484538e-05,2.619249356000013e-05
historical,1244,Stycast_to_substrate,15,15,6,9,1.5411677887409894e-10,6.413520433579956e-11,4.6127444397749905e-11,2.844392759900001e-05,2.626624322000018e-05
historical,1245,Stycast_to_substrate,17,17,6,11,1.8712514547073937e-10,6.953122807245163e-11,4.678128636768488e-11,2.8116354204431e-05,3.253927549e-05
historical,1246,Stycast_to_substrate,19,19,7,12,2.017813425700017e-10,7.827902001362695e-11,5.1473492153267375e-11,3.110614589789999e-05,3.489475847000007e-05
historical,1247,Stycast_to_substrate,18,18,6,12,1.9892239262098995e-10,7.428173023825125e-11,4.9730598155247456e-11,2.823061886300001e-05,3.1776309630000095e-05
historical,1248,Stycast_to_substrate,20,20,8,12,2.850947463129429e-10,1.0323422106293406e-10,7.131306308122018e-11,4.07552070476e-05,3.4896609050000076e-05
historical,1249,Stycast_to_substrate,20,20,7,13,1.8567595508833327e-10,6.937174356437999e-11,4.6419314491962475e-11,3.953786308039999e-05,3.490187260000001e-05
historical,1250,Stycast_to_substrate,17,17,5,12,1.4978291355176669e-10,5.963850663820554e-11,3.898220355029073e-11,2.649081930870001e-05,3.898816367000008e-05
historical,1251,Stycast_to_substrate,20,20,8,12,2.526891820310141e-10,9.174895007567879e-11,6.317628871588694e-11,3.454028827500001e-05,3.915529894000006e-05
historical,1252,Stycast_to_substrate,19,19,8,11,3.2745773424610916e-10,1.2465101317685418e-10,8.18644335615272e-11,4.13305248394e-05,3.703693470000018e-05
historical,1253,Stycast_to_substrate,19,19,7,12,2.1160199676400794e-10,7.880407394468315e-11,5.290183551650171e-11,3.740361260800001e-05,3.1776309630000095e-05
historical,1254,Stycast_to_substrate,17,17,7,10,2.186729045609417e-10,8.344256246673965e-11,5.466822614023536e-11,3.352913334649999e-05,2.523999812999991e-05
historical,1255,Stycast_to_substrate,17,17,6,11,1.4521847671912434e-10,5.7817605198349536e-11,3.62417046080475e-11,2.86924519577e-05,3.202769953999994e-05
historical,1256,Stycast_to_substrate,14,14,5,9,8.690561075684097e-11,3.524122373735068e-11,2.1726402689210214e-11,2.8121691033999998e-05,3.3480801399999975e-05
historical,1257,Stycast_to_substrate,18,18,7,11,1.9665473256988598e-10,7.427588938454466e-11,4.9167879612818586e-11,3.2623080128999995e-05,2.940998256999996e-05
historical,1258,Stycast_to_substrate,16,16,6,10,1.5425414461528281e-10,6.330926680978984e-11,4.22788379909057e-11,3.7665023464000016e-05,2.996310050000007e-05
historical,1259,Stycast_to_substrate,19,19,7,12,1.9137137360327478e-10,7.154952877862371e-11,4.785603593560794e-11,3.71289455904e-05,3.4799556360000025e-05
historical,1260,Stycast_to_substrate,16,16,6,10,1.7950661674796982e-10,7.254994169203305e-11,4.9999868648302576e-11,3.326334631499999e-05,2.7727405160000128e-05
historical,1261,Stycast_to_substrate,19,19,8,11,2.5363356221981416e-10,9.486366498297476e-11,6.343066336145019e-11,3.408678092200001e-05,3.7200890750000055e-05
historical,1262,Stycast_to_substrate,17,17,7,10,2.0627536076079399e-10,7.739621663102299e-11,5.156898717366655e-11,3.244298304869999e-05,2.6593932249999955e-05
historical,1263,Stycast_to_substrate,19,19,7,12,2.463643427608582e-10,8.944168859933105e-11,6.159108569021463e-11,3.122296200953e-05,3.4810726810000124e-05
historical,1264,Stycast_to_substrate,17,17,7,10,2.65619297460113e-10,1.0568846635601315e-10,7.331740452370134e-11,3.5409611471999986e-05,3.369444505000002e-05
historical,1265,Stycast_to_substrate,20,20,7,13,2.088587811246631e-10,7.786350856301079e-11,5.221469528116574e-11,3.8918323090999995e-05,3.7200890750000055e-05
historical,1266,Stycast_to_substrate,21,21,7,14,2.4798961825168186e-10,8.91855451530916e-11,6.19974045629204e-11,3.5645942970000005e-05,3.0372706969999984e-05
historical,1267,Stycast_to_substrate,19,19,7,12,2.681324092948424e-10,1.0070195947997813e-10,6.70065066627446e-11,3.634017507141e-05,4.164045131000013e-05
historical,1268,Stycast_to_substrate,19,19,7,12,2.552496907875214e-10,9.266546762008995e-11,6.381242269688025e-11,2.9639246036999997e-05,3.084856268000002e-05
historical,1269,Stycast_to_substrate,22,22,8,14,2.4465263806960137e-10,8.820646563371246e-11,6.116315951740017e-11,3.725160348249999e-05,3.727702178999998e-05
historical,1270,Stycast_to_substrate,21,21,8,13,2.6796524142561533e-10,9.255031950821429e-11,6.699134230579367e-11,3.41032908585e-05,3.901107112000012e-05
historical,1271,Stycast_to_substrate,15,15,6,9,1.784724915904312e-10,7.077696238182655e-11,4.666341800366206e-11,3.0608344347e-05,3.084741755000008e-05
historical,1272,Stycast_to_substrate,19,19,6,13,1.8450452306285967e-10,7.20377563989781e-11,4.612620583545395e-11,3.4771500258300004e-05,3.010482793999996e-05
historical,1273,Stycast_to_substrate,23,23,8,15,2.801343082649741e-10,1.0256233779022184e-10,7.003357706624336e-11,4.1333044665e-05,3.9616105240000005e-05
historical,1274,Stycast_to_substrate,17,17,5,12,1.2780899315134906e-10,4.9874546760586833e-11,3.195224828783725e-11,2.7246102123e-05,4.017712802999998e-05
historical,1275,Stycast_to_substrate,22,22,9,13,3.637301938211833e-10,1.3036361706196481e-10,9.093254845529575e-11,3.814209030741e-05,3.688647314000013e-05
historical,1276,Stycast_to_substrate,20,20,8,12,3.338960801295725e-10,1.1778279270027657e-10,8.347402003239308e-11,4.16785113269e-05,3.2625097990000114e-05
historical,1277,Stycast_to_substrate,19,19,7,12,2.0634797860444225e-10,7.556974443159088e-11,5.1587488079799565e-11,3.80012453306e-05,2.9162089460000066e-05
historical,1278,Stycast_to_substrate,22,22,7,15,2.2390318942649326e-10,8.361528177988199e-11,5.598304043366393e-11,4.3055127579000004e-05,3.419176250000003e-05
historical,1279,Stycast_to_substrate,24,24,8,16,3.099695536516466e-10,1.0721538471473057e-10,7.749024293364653e-11,3.688622630300002e-05,3.892212237000003e-05
historical,1280,Stycast_to_substrate,18,18,6,12,1.8496267211157159e-10,6.849374068913492e-11,4.624066802789281e-11,2.7736167452e-05,3.838593306999989e-05
historical,1281,Stycast_to_substrate,16,16,7,9,1.6105521386335346e-10,6.026988830566234e-11,4.0263803465838404e-11,3.0397061401200002e-05,2.202988925000004e-05
historical,1282,Stycast_to_substrate,18,18,7,11,2.501120012631692e-10,9.238452004737179e-11,6.251068375326665e-11,3.8099575077399996e-05,2.7664859289999993e-05
historical,1283,Stycast_to_substrate,20,20,7,13,2.0161917794394805e-10,7.296336696351221e-11,5.039922264554157e-11,2.9043359983999993e-05,4.025134223000003e-05
historical,1284,Stycast_to_substrate,20,20,8,12,3.171709353268909e-10,1.1873601160865816e-10,7.929273383172261e-11,4.504240289299999e-05,3.948460682000007e-05
historical,1285,Stycast_to_substrate,18,18,7,11,2.0039223293183505e-10,7.344569628763479e-11,5.010404367275172e-11,3.40133798286e-05,2.7664859289999993e-05
historical,1286,Stycast_to_substrate,19,19,6,13,1.8468714805323563e-10,7.109206333140455e-11,4.617511935950718e-11,4.4883324132000005e-05,3.169063377000004e-05
historical,1287,Stycast_to_substrate,25,25,8,17,2.9376608388302177e-10,1.0358772765997359e-10,7.344152097075539e-11,3.8661440068e-05,4.765670149000007e-05
historical,1288,Stycast_to_substrate,17,17,6,11,1.63004014846981e-10,6.171483333036963e-11,4.0760637847991995e-11,3.073845540600001e-05,2.9179228220000027e-05
historical,1289,Stycast_to_substrate,20,20,7,13,2.1552261175378742e-10,7.868769355134068e-11,5.388065293844682e-11,3.630880444319e-05,3.098522341e-05
historical,1290,Stycast_to_substrate,23,23,8,15,3.682096999675274e-10,1.2780129523986011e-10,9.205242499188186e-11,3.87419960528e-05,4.005985880999995e-05
historical,1291,Stycast_to_substrate,18,18,6,12,1.927993896895671e-10,7.29423130862304e-11,4.819984742239159e-11,3.73497170432e-05,3.2585856030000046e-05
historical,1292,Stycast_to_substrate,24,24,8,16,3.167139344653449e-10,1.1092697942252461e-10,7.917848361633614e-11,3.640824047179999e-05,4.005985880999995e-05
historical,1293,Stycast_to_substrate,16,16,6,10,1.5766697424489613e-10,6.281653901538736e-11,4.157893636991355e-11,2.3388404295480002e-05,3.1577377539999995e-05
historical,1294,Stycast_to_substrate,19,19,7,12,2.599782682476373e-10,9.524752955297861e-11,6.499456706190924e-11,3.641177906e-05,3.812320476000012e-05
historical,1295,Stycast_to_substrate,20,20,7,13,2.6238519603129126e-10,9.763833231413563e-11,6.544389448660021e-11,3.7622396654299995e-05,3.379240439999997e-05
historical,1296,Stycast_to_substrate,18,18,7,11,2.4599447299861896e-10,9.281006697153893e-11,6.149861824965475e-11,3.613412074800001e-05,2.6259111550000188e-05
historical,1297,Stycast_to_substrate,16,16,6,10,1.7156170895345765e-10,6.577076611122118e-11,4.2890427238364405e-11,3.7956013347000006e-05,3.948460682000007e-05
historical,1298,Stycast_to_substrate,20,20,8,12,2.9944631372158715e-10,1.102042889143855e-10,7.487216259684067e-11,4.080162205899999e-05,4.377454247000002e-05
historical,1299,Stycast_to_substrate,23,23,8,15,2.7808290662390754e-10,9.80055152970367e-11,6.95142116314988e-11,3.891703020399999e-05,3.549932966999988e-05
historical,1300,Stycast_to_substrate,21,21,7,14,2.9930988485482513e-10,1.1194080072349613e-10,7.483572363831909e-11,3.80381594493e-05,4.0718190390000124e-05
historical,1301,Stycast_to_substrate,18,18,7,11,1.972648158049485e-10,7.282858362677788e-11,4.931750506629586e-11,3.1351335972999996e-05,3.03031725999998e-05
historical,1302,Stycast_to_substrate,18,18,6,12,1.5822097369263747e-10,5.922901565962654e-11,3.955524342315929e-11,3.0531766276499985e-05,3.0405535789999882e-05
historical,1303,Stycast_to_substrate,18,18,7,11,2.119504914726039e-10,7.997531350119103e-11,5.298329036915134e-11,3.300147881600001e-05,3.03031725999998e-05
historical,1304,Stycast_to_substrate,19,19,7,12,2.3216105656088139e-10,8.521192162826368e-11,5.8047657407991696e-11,3.420631875300002e-05,3.445147453000016e-05
historical,1305,Stycast_to_substrate,19,19,7,12,2.3922701921375446e-10,8.920443856626049e-11,5.980675480343854e-11,3.819180025269e-05,3.438054669e-05
historical,1306,Stycast_to_substrate,19,19,7,12,2.7848364471185423e-10,1.0331597692703061e-10,6.962091117796348e-11,3.59735524577e-05,4.0718190390000124e-05
historical,1307,Stycast_to_substrate,18,18,7,11,2.2458608483431294e-10,8.323700300847891e-11,5.614346415527463e-11,3.106657824700001e-05,2.8222598819999936e-05
historical,1308,Stycast_to_substrate,22,22,7,15,2.5695854571798004e-10,9.27246680224217e-11,6.423452438452325e-11,3.9399710126400005e-05,3.070048701000008e-05
historical,1309,Stycast_to_substrate,28,28,9,19,3.3946387343080517e-10,1.18326940268566e-10,8.486596835770128e-11,4.17201854397e-05,4.606207050999989e-05
historical,1310,Stycast_to_substrate,15,15,7,8,2.4458564251352715e-10,9.870500563261826e-11,6.767717366677138e-11,3.5409611471999986e-05,2.7174668550000117e-05
historical,1311,Stycast_to_substrate,16,16,5,11,1.4266805526694693e-10,5.4444157077741475e-11,3.5667013816736655e-11,3.389802207521e-05,3.2297644820000054e-05
historical,1312,Stycast_to_substrate,21,21,8,13,3.0218751472000863e-10,1.0660448750855521e-10,7.554854860902803e-11,3.5839587686999996e-05,2.9179228220000027e-05
historical,1313,Stycast_to_substrate,14,14,4,10,8.559486412219858e-11,3.7185904967685696e-11,2.64844487779969e-11,2.5405774013000006e-05,3.728688521000001e-05
historical,1314,Stycast_to_substrate,21,21,8,13,2.606888479742083e-10,9.4241728328078e-11,6.517223396734799e-11,2.9619175133269e-05,3.5513070660000024e-05
historical,1315,Stycast_to_substrate,19,19,7,12,2.080944500162938e-10,7.629082474114641e-11,5.2024875355967666e-11,3.089029580779999e-05,3.461918833000009e-05
historical,1316,Stycast_to_substrate,13,13,5,8,1.2720782651879663e-10,5.765576158025295e-11,4.478078092208309e-11,2.9439775302999996e-05,2.9365927250000036e-05
historical,1317,Stycast_to_substrate,16,16,6,10,1.4747736071248372e-10,5.705092700100474e-11,3.678538638906049e-11,2.9667521533600004e-05,2.6531237180000026e-05
historical,1318,Stycast_to_substrate,20,20,7,13,2.6836429135603556e-10,9.961257968471572e-11,6.70910728390087e-11,3.860072648600001e-05,3.963264153000008e-05
historical,1319,Stycast_to_substrate,19,19,7,12,2.7808902749997496e-10,1.0177176777462956e-10,6.952225687499361e-11,3.5144784986000004e-05,3.309332856000005e-05
historical,1320,Stycast_to_substrate,20,20,7,13,2.232092635005249e-10,8.191189629695811e-11,5.581077455760928e-11,3.08682564178e-05,3.977089678000004e-05
historical,1321,Stycast_to_substrate,23,23,8,15,2.639446701603795e-10,9.575796308863288e-11,6.599010683719137e-11,3.429330592300002e-05,4.3223049119999954e-05
historical,1322,Stycast_to_substrate,20,20,7,13,2.721469251610567e-10,9.996136496320869e-11,6.803675065312076e-11,3.27108744833e-05,3.450472602000007e-05
historical,1323,Stycast_to_substrate,18,18,7,11,2.225868864407422e-10,8.222160322020767e-11,5.5653104614877075e-11,3.567978876599999e-05,2.8434444669999965e-05
historical,1324,Stycast_to_substrate,18,18,6,12,1.620610118041616e-10,6.178519719290541e-11,4.051525295104028e-11,3.630880444319e-05,3.373771243000002e-05
historical,1325,Stycast_to_substrate,23,23,8,15,2.8081408552613297e-10,1.0282975875354582e-10,7.020354340734495e-11,4.6783095594000003e-05,3.481275196999989e-05
historical,1326,Stycast_to_substrate,23,23,8,15,2.8875848028605787e-10,1.0444403294608751e-10,7.219254362134566e-11,4.1080559426999984e-05,3.719795673000001e-05
historical,1327,Stycast_to_substrate,19,19,8,11,2.7949295210460974e-10,1.0822990911422999e-10,7.28969530155567e-11,3.10149332582e-05,3.5581601619999936e-05
historical,1328,Stycast_to_substrate,17,17,6,11,1.7986147720283573e-10,6.882027935347543e-11,4.496536930070879e-11,4.1107082352e-05,3.963264153000008e-05
historical,1329,Stycast_to_substrate,16,16,6,10,1.628924684360199e-10,6.33106908451736e-11,4.072517221956196e-11,3.5012193381e-05,2.676669577999992e-05
historical,1330,Stycast_to_substrate,21,21,8,13,3.0414923194244115e-10,1.0651649149794955e-10,7.604191574823543e-11,3.28689716609e-05,3.4450587229999975e-05
historical,1331,Stycast_to_substrate,24,24,7,17,2.866310496079715e-10,1.0081781782324663e-10,7.166022289107924e-11,4.26716623503e-05,3.424089552999982e-05
historical,1332,Stycast_to_substrate,21,21,7,14,2.7895239287212096e-10,1.0035794043981661e-10,6.973809821803032e-11,3.81853769878e-05,3.51061534400001e-05
historical,1333,Stycast_to_substrate,15,15,6,9,1.5317112958061642e-10,5.985379964081046e-11,3.8280715602613234e-11,2.6179664233000005e-05,3.252482326000002e-05
historical,1334,Stycast_to_substrate,18,18,6,12,1.6207295903611866e-10,6.115996376325242e-11,4.0535888898885e-11,3.616347951100001e-05,3.880943988999997e-05
historical,1335,Stycast_to_substrate,21,21,7,14,2.1543820217170676e-10,7.944921532399942e-11,5.386729121649073e-11,4.27643558962e-05,3.457051041999993e-05
historical,1336,Stycast_to_substrate,12,12,5,7,9.412508644892703e-11,3.766362401025015e-11,2.3531271612231855e-11,2.7347857109999993e-05,3.8153301870000106e-05
historical,1337,Stycast_to_substrate,15,15,6,9,1.8141508825604297e-10,6.999071360307112e-11,4.535377206401074e-11,2.6566796650900002e-05,3.312560212999989e-05
historical,1338,Stycast_to_substrate,23,23,7,16,2.836485050198574e-10,1.0062339899902386e-10,7.091560968651846e-11,4.08581379239e-05,4.2347259039999825e-05
historical,1339,Stycast_to_substrate,15,15,5,10,1.3246075939939292e-10,5.2366109363745784e-11,3.31151898498482e-11,2.6359574508000007e-05,4.126349239000002e-05
historical,1340,Stycast_to_substrate,20,20,7,13,2.116022007450737e-10,7.801296174006141e-11,5.291233944036833e-11,3.63053258132e-05,3.383015448999989e-05
historical,1341,Stycast_to_substrate,20,20,8,12,2.564868712400151e-10,9.441838081687021e-11,6.413223720183796e-11,4.2995026692e-05,3.8153301870000106e-05
historical,1342,Stycast_to_substrate,23,23,9,14,3.326000940903271e-10,1.1610420758331876e-10,8.317441503921701e-11,4.2359811521999996e-05,3.5357286390000006e-05
historical,1343,Stycast_to_substrate,21,21,8,13,3.092979103538919e-10,1.1138311590671318e-10,7.734885271744516e-11,4.465532566300001e-05,3.882966828000012e-05
historical,1344,Stycast_to_substrate,22,22,7,15,2.7841626056572355e-10,1.0372505347873707e-10,6.960406514143095e-11,4.27702705662e-05,3.777413488999996e-05
historical,1345,Stycast_to_substrate,14,14,6,8,1.3662363832975644e-10,5.336970093284926e-11,3.415827181824021e-11,3.050368746399998e-05,3.8153301870000106e-05
historical,1346,Stycast_to_substrate,20,20,7,13,2.286742369366616e-10,8.733489998617458e-11,5.7168559234165464e-11,3.969230108866e-05,3.782581830000004e-05
historical,1347,Stycast_to_substrate,20,20,7,13,2.4647930329444727e-10,8.947542436948362e-11,6.161993284118509e-11,4.678397141100001e-05,3.3614245719999856e-05
historical,1348,Stycast_to_substrate,23,23,8,15,3.276049662310767e-10,1.1432457749157771e-10,8.190427803330849e-11,3.796563533079999e-05,3.51061534400001e-05
historical,1349,Stycast_to_substrate,16,16,6,10,1.6561763361228438e-10,6.489306635511259e-11,4.1408208151979156e-11,2.9322095051000004e-05,3.983604434000011e-05
historical,1350,Stycast_to_substrate,22,22,7,15,2.636588027998327e-10,9.46587256264926e-11,6.591975694294562e-11,4.63553826354e-05,2.8081642859999938e-05
historical,1351,Stycast_to_substrate,22,22,9,13,3.1019392486960837e-10,1.1798346039662429e-10,7.894863390533459e-11,3.6804929296e-05,3.6343151670000006e-05
historical,1352,Stycast_to_substrate,18,18,6,12,1.9861172993038107e-10,7.555028004867579e-11,4.9652932482595255e-11,3.6639625912000004e-05,4.024759091999998e-05
historical,1353,Stycast_to_substrate,20,20,7,13,2.383737987724373e-10,8.681114661945163e-11,5.952779559396788e-11,3.987714974500001e-05,3.983604434000011e-05
historical,1354,Stycast_to_substrate,22,22,8,14,3.065116324922359e-10,1.0754842052484954e-10,7.662790812305894e-11,3.680100679031e-05,3.407141137999983e-05
historical,1355,Stycast_to_substrate,24,24,8,16,2.946533190761925e-10,1.0464944174801338e-10,7.36643511167026e-11,3.72054985221e-05,3.789640386999988e-05
historical,1356,Stycast_to_substrate,17,17,6,11,1.5997258777769365e-10,6.062347491992976e-11,3.999314694442337e-11,3.6061096088039996e-05,2.8867467510000026e-05
historical,1357,Stycast_to_substrate,19,19,7,12,2.07182398138018e-10,7.7787807136975e-11,5.160016231401522e-11,3.659569826510001e-05,2.8374537670000166e-05
historical,1358,Stycast_to_substrate,19,19,6,13,2.3008196909053547e-10,8.470677453735193e-11,5.752049227263371e-11,4.0215709799000006e-05,3.3614245719999856e-05
historical,1359,Stycast_to_substrate,16,16,6,10,1.701621033401774e-10,6.502596719462773e-11,4.254052583504435e-11,3.03856256068e-05,3.539509234999996e-05
historical,1360,Stycast_to_substrate,20,20,7,13,2.0102082137349645e-10,7.481214241761537e-11,5.0257111132013866e-11,4.244593912999998e-05,3.7315812580000036e-05
historical,1361,Stycast_to_substrate,17,17,6,11,1.7103282266809493e-10,6.829188374638299e-11,4.4216754553168954e-11,3.649797558899999e-05,3.416967789999993e-05
historical,1362,Stycast_to_substrate,23,23,8,15,3.172806399340345e-10,1.114113882846459e-10,7.93201599835086e-11,3.95128816607e-05,4.4125423100000024e-05
historical,1363,Stycast_to_substrate,18,18,6,12,1.5374172680582762e-10,6.134546233934668e-11,4.001404165057951e-11,3.144959832599998e-05,3.555490391000016e-05
historical,1364,Stycast_to_substrate,21,21,8,13,2.867392146038352e-10,1.0688032646246623e-10,7.168480365095877e-11,3.5012193381e-05,3.4810426419999924e-05
historical,1365,Stycast_to_substrate,21,21,8,13,2.855338643251243e-10,1.0623466766109509e-10,7.138346608128099e-11,4.1388104723e-05,3.714892066999996e-05
historical,1366,Stycast_to_substrate,24,24,9,15,3.0807735511796644e-10,1.1035711922102995e-10,7.701933877949151e-11,4.2623115707899996e-05,3.5279442250000115e-05
historical,1367,Stycast_to_substrate,17,17,6,11,1.7054769505970286e-10,6.5144183261767e-11,4.2639305873542076e-11,3.770118116120001e-05,2.7246103349999867e-05
historical,1368,Stycast_to_substrate,19,19,6,13,1.8497149001906295e-10,6.951555953378333e-11,4.617163870420863e-11,3.616347951100001e-05,3.4820966029999994e-05
historical,1369,Stycast_to_substrate,20,20,7,13,2.9932981566205685e-10,1.0936827192505792e-10,7.483245408546258e-11,3.33750195659e-05,4.271868012e-05
historical,1370,Stycast_to_substrate,21,21,8,13,2.5705728128293937e-10,9.580725151311588e-11,6.426488492553495e-11,3.2877067144e-05,3.564352920999996e-05
historical,1371,Stycast_to_substrate,20,20,7,13,1.9843561732527473e-10,7.558387044674229e-11,4.960890433131864e-11,3.247455387389999e-05,3.782581830000004e-05
historical,1372,Stycast_to_substrate,18,18,8,10,2.6993237974336046e-10,1.053167957063653e-10,7.209709183296736e-11,3.76175912299e-05,3.488947029999987e-05
historical,1373,Stycast_to_substrate,21,21,7,14,3.0353216353964237e-10,1.0881795308824772e-10,7.58830408849105e-11,3.98487023558e-05,4.058867721000014e-05
historical,1374,Stycast_to_substrate,20,20,6,14,2.1593898693499771e-10,7.959638625637301e-11,5.3984746733749506e-11,3.39576194229e-05,3.9032034499999905e-05
historical,1375,Stycast_to_substrate,12,12,5,7,8.745343400040844e-11,3.527679909011787e-11,2.1863358500102172e-11,2.9440865293999988e-05,3.727705836000005e-05
historical,1376,Stycast_to_substrate,21,21,7,14,2.47959301312832e-10,9.411948372521587e-11,6.198982532820786e-11,3.62487967973e-05,3.8274010399999905e-05
historical,1377,Stycast_to_substrate,15,15,6,9,1.5282162671223078e-10,6.173849194751538e-11,4.116203490603713e-11,3.384136977900001e-05,3.727705836000005e-05
historical,1378,Stycast_to_substrate,20,20,6,14,1.7728475051141883e-10,6.851268786922279e-11,4.432476551966037e-11,3.7186859425000004e-05,3.924934713000019e-05
historical,1379,Stycast_to_substrate,20,20,7,13,1.9782625305573942e-10,7.626643327593882e-11,4.945656326393478e-11,3.71351316313e-05,3.374563948999997e-05
historical,1380,Stycast_to_substrate,21,21,7,14,2.39972865579399e-10,8.77893949917402e-11,5.999327273178798e-11,3.53420530226e-05,3.703754238999985e-05
historical,1381,Stycast_to_substrate,17,17,6,11,1.8651801861128583e-10,7.4873436951188e-11,4.978296720957107e-11,3.0817087959000015e-05,3.821134062999992e-05
historical,1382,Stycast_to_substrate,23,23,7,16,3.017481793830801e-10,1.0734881205487527e-10,7.545903290250691e-11,3.791437627749999e-05,4.092334307999996e-05
historical,1383,Stycast_to_substrate,20,20,8,12,2.7264222623618135e-10,9.828461691055839e-11,6.817852294471048e-11,3.6393964896e-05,3.727705836000005e-05
historical,1384,Stycast_to_substrate,17,17,6,11,1.764270553764494e-10,6.785243383536711e-11,4.410676384411223e-11,2.989504686530001e-05,3.8274010399999905e-05
historical,1385,Stycast_to_substrate,13,13,5,8,1.0193637387278636e-10,4.2110864026079097e-11,2.7406581688323667e-11,3.0329112508100005e-05,2.236492359000003e-05
historical,1386,Stycast_to_substrate,23,23,7,16,2.412790014792397e-10,9.035913696871374e-11,6.023764931423069e-11,4.43554759547e-05,3.703754238999985e-05
historical,1387,Stycast_to_substrate,23,23,8,15,3.0570875525296316e-10,1.0897413121507244e-10,7.643436210283715e-11,4.430181079899998e-05,4.033612350000013e-05
historical,1388,Stycast_to_substrate,17,17,7,10,2.1904704275250982e-10,8.327832695167293e-11,5.4761760688127475e-11,2.991223555446e-05,3.136501950999995e-05
historical,1389,Stycast_to_substrate,16,16,5,11,1.3833428080783246e-10,5.3717859617878057e-11,3.458494745883409e-11,4.0215709799000006e-05,3.7788786570000076e-05
historical,1390,Stycast_to_substrate,21,21,7,14,2.2445774570215346e-10,8.758680859869001e-11,5.932305005839614e-11,4.096101508099998e-05,3.924934713000019e-05
historical,1391,Stycast_to_substrate,26,26,9,17,3.59387320326011e-10,1.2332289640598354e-10,8.965626838926656e-11,3.9742409771900006e-05,3.9706797650000117e-05
historical,1392,Stycast_to_substrate,23,23,8,15,3.2259459353581103e-10,1.1267822636460319e-10,8.066474522451719e-11,5.056628625200001e-05,4.196917463000012e-05
historical,1393,Stycast_to_substrate,15,15,6,9,1.6570078160583684e-10,6.959237600625277e-11,5.053382753913533e-11,2.8896765494999978e-05,3.2572745109999985e-05
historical,1394,Stycast_to_substrate,20,20,7,13,2.1411181456646716e-10,7.863837462336431e-11,5.352980727087981e-11,3.798172963499999e-05,3.417369441999999e-05
historical,1395,Stycast_to_substrate,20,20,7,13,2.353629995820126e-10,8.675840204797608e-11,5.884075016522057e-11,3.6061096088039996e-05,3.1639408889999956e-05
historical,1396,Stycast_to_substrate,15,15,6,9,1.9528244246562301e-10,7.939729885866857e-11,5.4150884394980457e-11,2.4085642420999993e-05,3.648764902999986e-05
historical,1397,Stycast_to_substrate,21,21,8,13,2.945723992646698e-10,1.0389378383114954e-10,7.366322049132792e-11,3.2674245321e-05,3.5828409709999986e-05
historical,1398,Stycast_to_substrate,20,20,7,13,2.1401338496413299e-10,8.166482394516031e-11,5.335108597334627e-11,3.3559935301000015e-05,3.615965995000005e-05
historical,1399,Stycast_to_substrate,16,16,6,10,1.4022557916502114e-10,5.545463566981621e-11,3.50563947912553e-11,2.99626247583e-05,3.651828381999998e-05
historical,1400,Stycast_to_substrate,19,19,7,12,2.5725672273265735e-10,9.327215144891239e-11,6.431495611461265e-11,3.476479413730001e-05,3.131741767999985e-05
historical,1401,Stycast_to_substrate,18,18,7,11,2.06003345371532e-10,7.791261964018494e-11,5.1502723290148604e-11,3.57788975955e-05,3.380658174000008e-05
historical,1402,Stycast_to_substrate,19,19,7,12,2.938479234751474e-10,1.0541788716749442e-10,7.346198128821012e-11,3.34369108238e-05,3.3340684829999976e-05
historical,1403,Stycast_to_substrate,17,17,6,11,1.5549104246295576e-10,5.958285440749056e-11,3.8872760615738825e-11,3.7582926766e-05,3.651828381999998e-05
historical,1404,Stycast_to_substrate,20,20,7,13,2.6663534766063943e-10,9.674878709563195e-11,6.66588369151598e-11,3.713554907169999e-05,3.518952419000014e-05
historical,1405,Stycast_to_substrate,20,20,7,13,2.414886134220874e-10,8.688149610346751e-11,6.037215335552182e-11,3.632152315390001e-05,3.377471322000007e-05
historical,1406,Stycast_to_substrate,24,24,8,16,3.026387125221494e-10,1.1077705447013262e-10,7.566000115151347e-11,4.5608732052999993e-05,3.5036405879999974e-05
historical,1407,Stycast_to_substrate,24,24,9,15,3.12295513478362e-10,1.0958711047436215e-10,7.80739194941048e-11,4.6217894889e-05,3.648764902999986e-05
