quantity,series,baseline,response_amplitude,peak_time_us,t10_us,t90_us,rise_10_90_us
Absorber temperature rise,COMSOL 1 ns,0.16858454840390397,0.0009444786104734482,0.9222080646935638,0.0007180908897885917,0.03512364419754202,0.034405553307753425
Absorber temperature rise,COMSOL 1 us,0.1685845489222655,0.0009433179050765961,4.000000000001364,0.3999943114602283,3.5999993679412383,3.20000505648101
Absorber temperature rise,Elmer,0.1684385,0.0009278000000000064,7.030737042105784,0.5988541167190533,1.3175390016584738,0.7186848849394205
TES temperature rise,COMSOL 1 ns,0.16858414946174413,0.00022660984768133052,428.0000000000009,41.71934793091313,203.74982388501581,162.03047595410268
TES temperature rise,COMSOL 1 us,0.16858414961272336,0.00022663930749008965,428.0000000000009,42.1817935624517,204.27000475336982,162.08821119091812
TES temperature rise,Elmer,0.16843809186538639,0.00022490050342943713,363.99999999994407,7.180276480946848,153.25660099734046,146.0763245163936
TES current drop,COMSOL 1 ns,143.0457699283691,7.778103036943179,428.0000000000009,41.69902389101824,203.21040924362364,161.5113853526054
TES current drop,COMSOL 1 us,143.0457646864812,7.7791014643380265,428.0000000000009,42.16088600518775,203.71968886415473,161.558802858967
TES current drop,Elmer,0.00014815200722560222,7.832990464533784e-06,367.9999999999445,9.168613476913189,156.86861574627866,147.70000226936548
