time_after_pulse_ms,reference_left_normalized,simulation_left_normalized,reference_right_normalized,simulation_right_normalized,left_residual,right_residual,region
0,0.248838156359,0.157740915295,0.017679334599,0.000657984004811,-0.0910972410641,-0.0170213505942,rise
0.01,0.269123318052,0.176487516284,0.0176209771202,0.000666992590801,-0.0926358017676,-0.0169539845294,rise
0.02,0.289699060633,0.196645621774,0.01753011242,0.000676905152672,-0.0930534388592,-0.0168532072673,rise
0.03,0.310385077518,0.218202270753,0.0174082202008,0.000687765185181,-0.0921828067658,-0.0167204550156,rise
0.04,0.331000389152,0.2411165784,0.0172585122966,0.00069960942455,-0.0898838107524,-0.0165589028721,rise
0.05,0.351371322693,0.265313753147,0.0170855403422,0.000712462161864,-0.0860575695461,-0.0163730781803,rise
0.06,0.37133790266,0.290679510916,0.0168943101812,0.000726327615204,-0.0806583917437,-0.016167982566,rise
0.07,0.390758279136,0.317057735996,0.0166891265665,0.000741186317415,-0.0737005431399,-0.0159479402491,rise
0.08,0.40951118535,0.344254065514,0.0164724828031,0.000756997873175,-0.0652571198359,-0.0157154849299,rise
0.09,0.427496680089,0.372044982883,0.0162443696217,0.000773706676462,-0.0554516972059,-0.0154706629453,rise
0.1,0.444635729648,0.400189528972,0.0160022708082,0.000791248026021,-0.0444462006761,-0.0152110227822,rise
0.11,0.460869165764,0.428440402034,0.0157417831037,0.000809553890074,-0.0324287637303,-0.0149322292136,rise
0.12,0.476156282838,0.456552003127,0.015457540325,0.000828557153551,-0.0196042797113,-0.0146289831714,rise
0.13,0.490473194423,0.484285828108,0.0151440902105,0.000848194429952,-0.00618736631506,-0.0142958957805,rise
0.14,0.503810999631,0.511415710355,0.0147964711303,0.000868409460854,0.00760471072412,-0.0139280616695,rise
0.15,0.516173698909,0.537733370974,0.0144104550668,0.000889158179094,0.0215596720652,-0.0135212968877,rise
0.16,0.527575866176,0.563052857964,0.013982707954,0.000910414000051,0.0354769917878,-0.013072293954,rise
0.17,0.538040374737,0.58721331497,0.0135111830696,0.000932171776856,0.049172940233,-0.0125790112927,rise
0.18,0.54759656211,0.610080320919,0.0129957985809,0.00095445111765,0.0624837588089,-0.0120413474633,rise
0.19,0.556278928117,0.631546083897,0.0124391350666,0.000977300088178,0.0752671557793,-0.0114618349784,rise
0.2,0.564126246911,0.65152875667,0.0118468372428,0.00100079805957,0.0874025097595,-0.0108460391832,rise
0.21,0.571180962742,0.669971107072,0.0112276007423,0.00102505659831,0.0987901443309,-0.010202544144,rise
0.22,0.577488613667,0.686838738018,0.0105927827066,0.00105022010876,0.109350124351,-0.00954256259781,rise
0.23,0.583096980222,0.702118015371,0.00995572332566,0.0010764680592,0.119021035149,-0.00887925526646,rise
0.24,0.588054937847,0.715813830708,0.00933091531279,0.00110401740169,0.127758892861,-0.00822689791109,rise
0.25,0.592411219412,0.727947300704,0.00873316274387,0.00113312277114,0.135536081292,-0.00760003997273,rise
0.26,0.596213254963,0.73855348183,0.00817679680007,0.00116407522687,0.142340226866,-0.0070127215732,rise
0.27,0.599506246316,0.747679157956,0.00767494700735,0.00119720144471,0.14817291164,-0.00647774556264,rise
0.28,0.602332655965,0.755380741887,0.0072388345149,0.00123286241376,0.153048085923,-0.00600597210114,rise
0.29,0.604732089178,0.761722318562,0.00687705827571,0.00127145052376,0.156990229384,-0.00560560775196,rise
0.3,0.60674132728,0.766773847633,0.00659491145355,0.00131338619831,0.160032520354,-0.00528152525525,rise
0.31,0.608394395194,0.770609536499,0.00639387666934,0.00135911514161,0.162215141305,-0.00503476152772,rise
0.32,0.609722753613,0.773306388001,0.00627151110107,0.00140910663532,0.163583634388,-0.00486240446574,rise
0.33,0.610755556496,0.774942920539,0.00622184776385,0.00146385288511,0.164187364043,-0.00475799487873,rise
0.34,0.611519789054,0.775598055437,0.00623630155408,0.00152386883843,0.164078266383,-0.00471243271564,rise
0.35,0.612040350925,0.775350164446,0.00630499303859,0.00158969273165,0.163309813521,-0.00471530030693,rise
0.36,0.612340238596,0.774276267179,0.00641827436024,0.0016618872891,0.161936028583,-0.00475638707115,rise
0.37,0.612440777028,0.772451366113,0.00656810928981,0.00174103950986,0.160010589084,-0.00482706977995,rise
0.38,0.612361850022,0.769947906719,0.00674900850002,0.00182775798537,0.157586056696,-0.00492125051465,rise
0.39,0.612122163373,0.766835351189,0.00695836058869,0.00192266899372,0.154713187816,-0.00503569159497,rise
0.4,0.611739436089,0.763179854754,0.00719613975023,0.00202641168386,0.151440418665,-0.00516972806637,rise
0.41,0.611230379954,0.75904403288,0.00746413668533,0.00213963242045,0.147813652927,-0.00532450426488,rise
0.42,0.610610571971,0.754486807546,0.00776499069606,0.00226298008845,0.143876235575,-0.00550201060762,rise
0.43,0.609894394462,0.749563322082,0.0081013340398,0.00239710307679,0.13966892762,-0.005704230963,rise
0.44,0.60909498422,0.744324914386,0.00847526937648,0.00254264711448,0.135229930166,-0.005932622262,rise
0.45,0.608224096647,0.738819138648,0.00888821913978,0.00270025316377,0.130595042001,-0.00618796597601,rise
0.46,0.607291992374,0.733089827488,0.00934098604157,0.00287055408284,0.125797835114,-0.00647043195874,rise
0.47,0.606307393556,0.727177186669,0.0098337572663,0.0030541696933,0.120869793113,-0.006779587573,rise
0.48,0.605277402624,0.721117915328,0.0103659310521,0.00325170141541,0.115840512704,-0.00711422963672,rise
0.49,0.604207440989,0.714945347815,0.0109359281056,0.00346372739602,0.110737906826,-0.00747220070957,rise
0.5,0.603101376921,0.708689613628,0.0115411943182,0.00369079906751,0.105588236708,-0.00785039525072,rise
0.51,0.601961821793,0.702377809763,0.0121784135843,0.0039334396212,0.100415987969,-0.00824497396313,rise
0.52,0.60079051057,0.696034180035,0.0128438465964,0.00419214268802,0.0952436694646,-0.00865170390842,rise
0.53,0.599588791554,0.689680297996,0.0135336879708,0.00446736935166,0.0900915064419,-0.00906631861916,rise
0.54,0.598358148554,0.683335250714,0.0142442500008,0.00475954400848,0.0849771021596,-0.00948470599235,rise
0.55,0.597100549988,0.677015820761,0.014971767603,0.00506904973752,0.0799152707732,-0.0099027178655,rise
0.56,0.595818606898,0.670736664585,0.0157118076207,0.00539622361119,0.0749180576873,-0.0103155840096,rise
0.57,0.5945156672,0.664510486398,0.0164584980955,0.00574135493091,0.0699948191972,-0.0107171431646,rise
0.58,0.593195811212,0.658348206634,0.0172038895832,0.00610468797976,0.0651523954218,-0.0110992016035,rise
0.59,0.591863643613,0.652259122267,0.0179377446772,0.00648642541617,0.0603954786544,-0.011451319261,rise
0.6,0.590523958146,0.64625105608,0.0186479269932,0.00688672924037,0.0557270979345,-0.0117611977528,rise
0.61,0.589181399444,0.640330494694,0.0193213248911,0.00730572168268,0.0511490952503,-0.0120156032084,rise
0.62,0.587840122595,0.634502716838,0.0199450595163,0.00774348847563,0.0466625942431,-0.0122015710407,rise
0.63,0.586503535328,0.628771914102,0.0205076727241,0.00820008332656,0.0422683787738,-0.0123075893975,rise
0.64,0.585174311221,0.623141306576,0.0209999827307,0.00867553109887,0.0379669953545,-0.0123244516319,rise
0.65,0.58385462128,0.617613253388,0.0214153595017,0.00916982831663,0.0337586321074,-0.0122455311851,rise
0.66,0.582546359378,0.612189356957,0.0217493934845,0.00968294151206,0.0296429975788,-0.0120664519724,rise
0.67,0.581251292793,0.606870559162,0.0219991781085,0.0102148050966,0.0256192663689,-0.0117843730119,rise
0.68,0.579971125457,0.60165722639,0.0221625116188,0.0107653202896,0.0216861009336,-0.0113971913292,rise
0.69,0.578707370505,0.596549223835,0.0222372597402,0.0113343554822,0.0178418533301,-0.010902904258,rise
