interface,side,boundary_id,parent_element,element_type,face_type,face_node_count,face_area_m2,element_volume_m3,centroid_to_face_h_m,local_kA_over_h_W_K,local_face_block_diagonal_W_K,local_matrix_trace_W_K,local_face_block_trace_fraction,face_temperature_K,element_temperature_K,abs_element_face_deltaT_K,abs_normal_gradient_K_m,abs_normal_flux_W_m2,abs_face_heatflow_proxy_W,case
TES_to_Stycast,side_a,25,417736,706,303,3,6.694175581722583e-11,1.0710680930756037e-17,8.000000000001279e-08,2.2517031049847113e-09,1.1263962877107309e-09,2.2527925754214618e-09,0.5,0.16705251626352413,0.16705251626285253,6.716016631713728e-13,8.394722360354368e-06,2.2589694188371984e-11,1.512193792343803e-21,historical
TES_to_Stycast,side_a,25,366112,706,303,3,9.855876527179472e-11,1.5769402443486977e-17,8.000000000001279e-08,3.3151965477555116e-09,1.6581087300009013e-09,3.3162174600018022e-09,0.5000000000000001,0.16705370530785943,0.1670537053001222,7.737227525339563e-12,9.671482073668713e-05,2.602537797131809e-10,2.565029118584877e-20,historical
TES_to_Stycast,side_a,25,366272,706,303,3,9.786548029319552e-11,1.565847684691115e-17,8.000000000001279e-08,3.2918766942516185e-09,1.646446368480267e-09,3.292892736960534e-09,0.5,0.1670537276222761,0.16705372762960954,7.333439411283393e-12,9.166791118388678e-05,2.466728489211683e-10,2.4140756834960995e-20,historical
TES_to_Stycast,side_a,25,307334,706,303,3,5.7918344243697806e-11,9.266935078991545e-18,8.000000000001279e-08,1.948184865738891e-09,9.746337825633643e-10,1.9492675651267287e-09,0.5,0.16705313072652883,0.16705313078273323,5.620440224340939e-11,0.000702555272558894,1.89053408513963e-09,1.094966039475614e-19,historical
TES_to_Stycast,side_a,25,461595,706,303,3,9.04317522755939e-11,1.4469080364094917e-17,8.000000000001279e-08,3.0418302433555974e-09,1.5214145920902136e-09,3.0428291841804277e-09,0.49999999999999994,0.1670537069657211,0.16705370695808783,7.633282894659033e-12,9.541565110290006e-05,2.567577921788379e-10,2.3219057057145094e-20,historical
TES_to_Stycast,side_a,25,464090,706,303,3,8.431741347519727e-11,1.3490786156031424e-17,8.000000000001279e-08,2.8361637577113886e-09,1.418585298351015e-09,2.8371705967020295e-09,0.5000000000000001,0.16705364069829434,0.16705364067821374,2.0080603846395206e-11,0.0002510070253458755,6.754448447842302e-10,5.695176225736238e-20,historical
TES_to_Stycast,side_a,25,483278,706,303,3,6.610414267360611e-11,1.0576662827776862e-17,8.000000000001279e-08,2.2235285210760653e-09,1.112282901577303e-09,2.224565803154606e-09,0.5,0.16705276636437053,0.16705276636805777,3.687244953809454e-12,4.609063671289545e-05,1.240271379561989e-10,8.198707622855599e-21,historical
TES_to_Stycast,side_a,25,439445,706,303,3,5.7405130122980915e-11,9.184820819676875e-18,8.000000000001279e-08,1.9309220106638698e-09,9.660500095654618e-10,1.9321000191309236e-09,0.5,0.16705383840718957,0.16705383839001853,1.717104236576006e-11,0.00021463757315128332,5.775768310957144e-10,3.3155873145068454e-20,historical
TES_to_Stycast,side_a,25,401266,706,303,3,9.02292356393345e-11,1.4436677702293343e-17,8.000000000001279e-08,3.0350182418909e-09,1.5180326946531418e-09,3.0360653893062835e-09,0.5,0.1670528816279474,0.16705288163594342,7.996020512379687e-12,9.995046033117955e-05,2.6896069172358434e-10,2.4268117631245696e-20,historical
TES_to_Stycast,side_a,25,421267,706,303,3,5.61121107380757e-11,8.977937718092013e-18,8.000000000001279e-08,1.8874290408686664e-09,9.442516745997193e-10,1.8885033491994386e-09,0.5,0.16705391127605032,0.16705391127586208,1.882383138251953e-13,2.353136144650237e-06,6.332148177085109e-12,3.5531019972250383e-22,historical
TES_to_Stycast,side_a,25,429191,706,303,3,5.331009411905993e-11,8.529615059049499e-18,8.000000000001279e-08,1.7931783083590026e-09,8.971246319651796e-10,1.7942492639303591e-09,0.5,0.1670536983481968,0.16705369836139203,1.319522269227491e-11,0.00016494015360598137,4.4384405694447953e-10,2.36613684498956e-20,historical
TES_to_Stycast,side_a,25,463573,706,303,3,5.4634612986091414e-11,8.74153807777453e-18,8.000000000001279e-08,1.8377308183596168e-09,9.193660829824355e-10,1.8387321659648712e-09,0.49999999999999994,0.16705353808019843,0.16705353808672288,6.5244476488146574e-12,8.155569229671982e-05,2.1946147462893525e-10,1.1990192731708797e-20,historical
TES_to_Stycast,side_a,25,423165,706,303,3,7.891718459302174e-11,1.2626749534883368e-17,8.000000000001279e-08,2.6545176088588997e-09,1.3277716996798118e-09,2.6555433993596236e-09,0.5,0.16705329403421706,0.16705329401557992,1.863714738092881e-11,0.00023296372584330786,6.268914084207909e-10,4.9472504998122936e-20,historical
TES_to_Stycast,side_a,25,489596,706,303,3,8.003946802334527e-11,1.2806314883735156e-17,8.000000000001279e-08,2.692267576033829e-09,1.3466971465002022e-09,2.6933942930004048e-09,0.49999999999999994,0.16705299998001552,0.16705299997533182,4.683697873986148e-12,5.854605080078028e-05,1.575439099418517e-10,1.2609730742063626e-20,historical
TES_to_Stycast,side_a,25,486335,706,303,3,7.806717459747406e-11,1.2490747935595748e-17,8.000000000001279e-08,2.6259260351411663e-09,1.3134665275099242e-09,2.6269330550198484e-09,0.5,0.16705321520547578,0.1670532152033989,2.0768664565906647e-12,2.596020315109946e-05,6.985734906741958e-11,5.453565866562937e-21,historical
TES_to_Stycast,side_a,25,488047,706,303,3,7.951546106263114e-11,1.272247377002085e-17,8.000000000001279e-08,2.6746416848980307e-09,1.3378302669405498e-09,2.6756605338810995e-09,0.5,0.1670531647160041,0.16705316471647594,4.718447854656915e-13,5.898210675417924e-06,1.587173103490911e-11,1.2620480111028695e-21,historical
TES_to_Stycast,side_a,25,268533,706,303,3,5.878020943919458e-11,9.404833510271031e-18,8.000000000001279e-08,1.9771752098535125e-09,9.89112703101177e-10,1.978225406202354e-09,0.5,0.16705204624044975,0.1670520461231395,1.1731024485150954e-10,0.0014663775685102628,3.9459340542070066e-09,2.3194283013953804e-19,historical
TES_to_Stycast,side_a,25,492791,706,303,3,5.994955604364527e-11,9.591928966983167e-18,8.000000000001279e-08,2.016508229250763e-09,1.0087744272671972e-09,2.0175488545343944e-09,0.5,0.16705170521958532,0.16705170533643984,1.1685452605547653e-10,0.0014606820194932799,3.930607673535247e-09,2.356381850101834e-19,historical
TES_to_Stycast,side_a,25,439063,706,303,3,7.365798665453854e-11,1.1785277864726036e-17,8.000000000001279e-08,2.4776152826016535e-09,1.2393677711690283e-09,2.4787355423380567e-09,0.5,0.16705388094797735,0.16705388095646326,8.485906421995537e-12,0.00010607379027687642,2.8543820520765787e-10,2.1024803509881098e-20,historical
TES_to_Stycast,side_a,25,367622,706,303,3,8.432589987477864e-11,1.3492143979964482e-17,8.000000000001279e-08,2.836449212612507e-09,1.4187339046259738e-09,2.837467809251947e-09,0.5000000000000001,0.16705281839130007,0.16705281852512652,1.3382644992177006e-10,0.0016728307727085275,4.501487239512285e-09,3.7959196224670663e-19,historical
TES_to_Stycast,side_a,25,371109,706,303,3,7.232261168961823e-11,1.157161787033878e-17,8.000000000001279e-08,2.4326976087503774e-09,1.2168649299485123e-09,2.4337298598970245e-09,0.5,0.16705260633238886,0.16705260636839112,3.6002256731393345e-11,0.0004500280958348035,1.2109986042057062e-09,8.758258180863897e-20,historical
TES_to_Stycast,side_a,25,428701,706,303,3,1.0073429853357487e-10,1.6117487765371804e-17,8.000000000001279e-08,3.388374416198683e-09,1.6947253924625321e-09,3.389450784925064e-09,0.5000000000000001,0.16705392393387095,0.16705392393394647,7.552292125012627e-14,9.442441540066467e-07,2.540904363782646e-12,2.559562187265442e-22,historical
TES_to_Stycast,side_a,25,459862,706,303,3,7.765288913687636e-11,1.2424462261900111e-17,8.000000000001279e-08,2.6119908186744085e-09,1.3064968504881255e-09,2.612993700976251e-09,0.5,0.16705373501213408,0.1670537350179192,5.78512238114115e-12,7.231412575461416e-05,1.9459297355812143e-10,1.5110706602523916e-20,historical
TES_to_Stycast,side_a,25,464524,706,303,3,6.359685996083864e-11,1.0175497593734074e-17,8.000000000001279e-08,2.139191679287397e-09,1.0701964374053079e-09,2.1403928748106157e-09,0.5,0.16705270373875417,0.16705270374504413,6.289968546013824e-12,7.862451233217604e-05,2.1157384521514582e-10,1.3455432205523777e-20,historical
TES_to_Stycast,side_a,25,469465,706,303,3,5.34369900632224e-11,8.549918410115494e-18,8.000000000001279e-08,1.797446675508809e-09,8.99281539714532e-10,1.798563079429064e-09,0.5,0.16705328812068465,0.16705328812764483,6.960182430404416e-12,8.70022551633376e-05,2.341178485092317e-10,1.2510553144410822e-20,historical
TES_to_Stycast,side_a,25,497538,706,303,3,6.535519041460573e-11,1.045683046633683e-17,8.000000000001279e-08,2.198336201178138e-09,1.0996970516094332e-09,2.1993941032188665e-09,0.5,0.16705275365117922,0.16705275365274608,1.5668577546534834e-12,1.9585739767930856e-05,5.270405057111586e-11,3.444483260696287e-21,historical
TES_to_Stycast,side_a,25,425611,706,303,3,6.535362471448807e-11,1.0456579954317962e-17,8.000000000001279e-08,2.1982835361147054e-09,1.099670731477131e-09,2.1993414629542618e-09,0.5000000000000001,0.16705276306136432,0.16705276306095865,4.056754931980322e-13,5.071138916050259e-06,1.3646130554756285e-11,8.918240950804513e-22,historical
TES_to_Stycast,side_a,25,420811,706,303,3,9.029927618545411e-11,1.444788418967252e-17,8.000000000001279e-08,3.037374178230588e-09,1.5191849989346243e-09,3.038369997869249e-09,0.49999999999999994,0.167052764076749,0.16705276407669542,5.35682609381638e-14,6.693125653709549e-07,1.8010799546593176e-12,1.6263621625786687e-22,historical
TES_to_Stycast,side_a,25,423251,706,303,3,8.94724315627008e-11,1.4315589050031967e-17,8.000000000001279e-08,3.0095618123661953e-09,1.5052781840441325e-09,3.0105563680882654e-09,0.49999999999999994,0.16705269059465178,0.16705269059360026,1.0515199821981014e-12,1.3143894412310673e-05,3.5369431229863286e-11,3.164589015125595e-21,historical
TES_to_Stycast,side_a,25,431678,706,303,3,4.827417286963567e-11,7.723867659141624e-18,8.000000000001279e-08,1.6237862842724582e-09,8.124230624799571e-10,1.6248461249599142e-09,0.5,0.16705357007466382,0.16705357008071828,6.054462486915213e-12,7.568062990117403e-05,2.0365203422626527e-10,9.831133505491689e-21,historical
TES_to_Stycast,side_a,25,409489,706,303,3,6.136444466587583e-11,9.818311146540029e-18,8.000000000001279e-08,2.0641004841145693e-09,1.0325876745189586e-09,2.0651753490379173e-09,0.5,0.1670530480899807,0.16705304812909727,3.911657109334499e-11,0.0004889573590542767,1.3157549157735154e-09,8.074056972283801e-20,historical
TES_to_Stycast,side_a,25,277085,706,303,3,8.033522043608257e-11,1.2853635269773118e-17,8.000000000001279e-08,2.7022157260029686e-09,1.3516155342095975e-09,2.703231068419195e-09,0.5,0.16705179007607127,0.16705179007117754,4.893724314669612e-12,6.117155679868848e-05,1.646089890518628e-10,1.32238994212421e-20,historical
TES_to_Stycast,side_a,25,366205,706,303,3,6.245029869978934e-11,9.992047791966195e-18,8.000000000001279e-08,2.1006250847898034e-09,1.0508481596841485e-09,2.101696319368297e-09,0.5,0.16705342703378676,0.16705342703230067,1.4860890296120033e-12,1.8575642768934274e-05,4.9985940152635996e-11,3.1216368933219118e-21,historical
TES_to_Stycast,side_a,25,262453,706,303,3,5.955306950906498e-11,9.5284911214503e-18,8.000000000001279e-08,2.0031717108087214e-09,1.0021062324167934e-09,2.0042124648335867e-09,0.5,0.16705239669145722,0.16705239659358928,9.786793597754695e-11,0.0012233485975105874,3.2919576749851405e-09,1.9604618423929e-19,historical
TES_to_Stycast,side_a,25,373487,706,303,3,5.6558009466450996e-11,9.049281514632096e-18,8.000000000001279e-08,1.9024276249203418e-09,9.517567535155757e-10,1.9035135070311515e-09,0.5,0.16705375133995778,0.1670537513304676,9.490186414495838e-12,0.00011862715218271809,3.1921854889456344e-10,1.805436571024547e-20,historical
TES_to_Stycast,side_a,25,460798,706,303,3,6.289711889921305e-11,1.0063539023873983e-17,8.000000000001279e-08,2.1156546641327667e-09,1.0583577746341026e-09,2.1167155492682052e-09,0.5,0.16705379799257847,0.1670537979893477,3.230776757234821e-12,4.0385271032464254e-05,1.0867434123209936e-10,6.835302961769005e-21,historical
TES_to_Stycast,side_a,25,399857,706,303,3,7.120178308144574e-11,1.1392285293031215e-17,8.000000000001279e-08,2.3949965770644375e-09,1.1980456651858801e-09,2.3960913303717603e-09,0.5,0.16705290343447984,0.1670529034090417,2.5438151585177593e-11,0.00031797643221929267,8.556555005161835e-10,6.092419734019918e-20,historical
TES_to_Stycast,side_a,25,414963,706,303,3,6.510408074248916e-11,1.0416652918798197e-17,8.000000000001279e-08,2.1898896879145725e-09,1.0954593924460029e-09,2.1909187848920058e-09,0.5,0.16705241829540185,0.1670524182477723,4.762953920156576e-11,0.0005953685603610447,1.6021010738179496e-09,1.0430331766747238e-19,historical
TES_to_Stycast,side_a,25,501844,706,303,3,6.510408076133076e-11,1.0416652921812816e-17,8.000000000001279e-08,2.1898896885483425e-09,1.0954593927628373e-09,2.1909187855256745e-09,0.5,0.1670524758513928,0.16705247584022587,1.1166928493011596e-11,0.00013958607863236768,3.756177624349835e-10,2.445424914095752e-20,historical
TES_to_Stycast,side_a,25,444178,706,303,3,5.6458435871450246e-11,9.033349739431941e-18,8.000000000001279e-08,1.8990782927987007e-09,9.50078781977791e-10,1.900157563955582e-09,0.5,0.16705395654199026,0.16705395654474797,2.757710726442042e-12,3.447161281958175e-05,9.276104180072532e-11,5.2371433298751664e-21,historical
TES_to_Stycast,side_a,25,416530,706,303,3,6.826185982178754e-11,1.0921897571485907e-17,8.000000000001279e-08,2.296107113360145e-09,1.1485850420932073e-09,2.2971700841864142e-09,0.5000000000000001,0.16705246213419037,0.16705246213372726,4.631017791467684e-13,5.789225056007218e-06,1.5578457272212064e-11,1.0634144665554466e-21,historical
TES_to_Stycast,side_a,25,435517,706,303,3,6.481097598669453e-11,1.0369756157871014e-17,8.000000000001279e-08,2.180030596520099e-09,1.0905499062423763e-09,2.1810998124847526e-09,0.5,0.16705397393250085,0.16705397394038354,7.882694497141074e-12,9.853303762317632e-05,2.651464922617101e-10,1.718440294292998e-20,historical
TES_to_Stycast,side_a,25,435407,706,303,3,7.604228390627864e-11,1.2166765425004494e-17,8.000000000001279e-08,2.5578152931841094e-09,1.279448958302022e-09,2.5588979166040437e-09,0.5000000000000001,0.16705393583996617,0.1670539358401403,1.741384814124558e-13,2.1773131286956238e-06,5.859018990532203e-12,4.455331854903278e-22,historical
TES_to_Stycast,side_a,25,461368,706,303,3,6.38917225828062e-11,1.022267561324892e-17,8.000000000001279e-08,2.149109899586863e-09,1.0750622114643598e-09,2.1501244229287197e-09,0.5,0.16705307933873992,0.16705307937335898,3.461905762058848e-11,0.0004327384585644232,1.164473227689349e-09,7.440020041863281e-20,historical
TES_to_Stycast,side_a,25,308013,706,303,3,3.688226577225313e-11,5.9011625235604615e-18,8.000000000001279e-08,1.2405995532146374e-09,6.208672082353621e-10,1.2417344164707242e-09,0.5,0.1670515615951629,0.16705156158876952,6.393385820757658e-12,7.991742350847535e-05,2.1505299161589666e-10,7.931641591895626e-21,historical
TES_to_Stycast,side_a,25,311213,706,303,3,3.821865871337311e-11,6.114985394139649e-18,8.000000000001279e-08,1.2855514684768475e-09,6.433338107020426e-10,1.2866676214040851e-09,0.5,0.16705131007563534,0.16705131009082652,1.5191181645946017e-11,0.00018988978231633535,5.109820108263195e-10,1.9529047080444228e-20,historical
TES_to_Stycast,side_a,25,254572,706,303,3,3.9223746147365986e-11,6.275799383578493e-18,8.000000000001279e-08,1.319359343222202e-09,6.602411949387323e-10,1.3204823898774648e-09,0.49999999999999994,0.1670515703601567,0.16705157035699725,3.159444927902655e-12,3.949242588308869e-05,1.0627174850583869e-10,4.1683760860297375e-21,historical
TES_to_Stycast,side_a,25,503360,706,303,3,3.807338632593724e-11,6.091741812149911e-18,8.000000000001279e-08,1.280664977498765e-09,6.408934036402289e-10,1.2817868072804579e-09,0.5,0.16705143524032215,0.16705143527586797,3.554581629039433e-11,0.0004443230183022867,1.1956465828703556e-09,4.552231425890978e-20,historical
TES_to_Stycast,side_a,25,487291,706,303,3,3.641492815718826e-11,5.82638850515006e-18,8.000000000001279e-08,1.2248798346911066e-09,6.130013910832296e-10,1.2260027821664591e-09,0.5,0.1670516306898444,0.1670516308543479,1.6450349415997323e-10,0.0020562939817392045,5.5333637272212955e-09,2.0149704259435494e-19,historical
TES_to_Stycast,side_a,25,425926,706,303,3,7.28723823030643e-11,1.1659581168490164e-17,8.000000000001279e-08,2.4511901054322065e-09,1.2261031592446172e-09,2.452206318489234e-09,0.5000000000000001,0.1670537979003094,0.1670537978996625,6.468992008734631e-13,8.086121196736217e-06,2.1759266973145356e-11,1.5856496215014892e-21,historical
TES_to_Stycast,side_a,25,356260,706,303,3,6.116135495651301e-11,9.785816793041978e-18,8.000000000001279e-08,2.0572692063331603e-09,1.0291533608505303e-09,2.0583067217010605e-09,0.5,0.167052908065518,0.16705290806004694,5.471068043050309e-12,6.838848342659371e-05,1.840293055919581e-10,1.1255481681710354e-20,historical
TES_to_Stycast,side_a,25,408509,706,303,3,6.54257738164821e-11,1.0468123810637029e-17,8.000000000001279e-08,2.2007103974212025e-09,1.1008749262399788e-09,2.2017498524799575e-09,0.5,0.16705379915615934,0.16705379915613913,2.020605904817785e-14,2.5200039077553004e-07,6.781179315535049e-13,4.43663904107203e-23,historical
TES_to_Stycast,side_a,25,467915,706,303,3,5.1220036375386084e-11,8.195205820061719e-18,8.000000000001279e-08,1.7228755585494927e-09,8.619547082983549e-10,1.7239094165967095e-09,0.5000000000000001,0.1670530206369453,0.16705302064910044,1.2155138007230448e-11,0.0001519389414691404,4.0885857515696867e-10,2.094175109192846e-20,historical
TES_to_Stycast,side_a,25,471667,706,303,3,7.963065444501856e-11,1.2740904711202832e-17,8.000000000001279e-08,2.67851641590305e-09,1.3397752075787663e-09,2.6795504151575326e-09,0.5,0.16705347591517059,0.1670534759220509,6.880301883782636e-12,8.60035345940759e-05,2.3143035138058262e-10,1.8428950338876397e-20,historical
TES_to_Stycast,side_a,25,502597,706,303,3,6.657268116449009e-11,1.0651628986318322e-17,8.000000000001279e-08,2.239288633159304e-09,1.1201783021084123e-09,2.240356604216824e-09,0.5000000000000001,0.16705224678500932,0.1670522467890545,4.045180856948605e-12,5.056482560534528e-05,1.3606691181444783e-10,9.058339137260024e-21,historical
TES_to_Stycast,side_a,25,502340,706,303,3,7.791210952254919e-11,1.2465937523607744e-17,8.000000000001279e-08,2.6207101499821877e-09,1.3108643682336358e-09,2.6217287364672716e-09,0.5,0.1670522891938576,0.16705228919218382,1.673772231924886e-12,2.0922074812246933e-05,5.630004799526777e-11,4.386455505532078e-21,historical
TES_to_Stycast,side_a,25,463735,706,303,3,6.820299473727783e-11,1.0912479157964334e-17,8.000000000001279e-08,2.2941270832287635e-09,1.147621812374697e-09,2.2952436247493936e-09,0.5000000000000001,0.1670522580788667,0.16705225806778304,1.108366176616471e-11,0.00013854533511428084,3.728171840724229e-10,2.54272484432582e-20,historical
TES_to_Stycast,side_a,25,461860,706,303,3,7.406920484167197e-11,1.1851072774667407e-17,8.000000000001279e-08,2.4914473259577115e-09,1.246262593151834e-09,2.492525186303668e-09,0.5,0.16705231605494353,0.1670523160605449,5.601380470565687e-12,7.00169894646979e-05,1.8841151763013416e-10,1.3955491293876697e-20,historical
TES_to_Stycast,side_a,25,258867,706,303,3,8.211968620294831e-11,1.3139149792471614e-17,8.000000000001279e-08,2.76223935488658e-09,1.3816222452886563e-09,2.7632444905773125e-09,0.5,0.16705238817124557,0.16705238817366594,2.420369460409688e-12,3.0254723305967596e-05,8.141364513296045e-11,6.685662990956902e-21,historical
TES_to_Stycast,side_a,25,381870,706,303,3,7.145821953060191e-11,1.1433315124896205e-17,8.000000000001279e-08,2.40362226579559e-09,1.202340438096105e-09,2.40468087619221e-09,0.5,0.1670522165971571,0.16705221653748836,5.966874216944973e-11,0.0007458591431269536,2.0070622026060447e-09,1.4342109148539614e-19,historical
TES_to_Stycast,side_a,25,376416,706,303,3,6.463552043632943e-11,1.0341683269812615e-17,8.000000000001279e-08,2.1741288420363566e-09,1.0876142885743373e-09,2.1752285771486745e-09,0.5,0.16705233512780826,0.16705233520388088,7.60726204251938e-11,0.0009509076566298867,2.5588354495316276e-09,1.653916609914057e-19,historical
TES_to_Stycast,side_a,25,257755,706,303,3,6.764602655893866e-11,1.082336424943005e-17,8.000000000001279e-08,2.2753924838560164e-09,1.1382222935090986e-09,2.276444587018197e-09,0.5,0.1670523217574075,0.16705232173861054,1.87969639853236e-11,0.00023496218506908507,6.322691422898039e-10,4.2770495191733436e-20,historical
TES_to_Stycast,side_a,25,477299,706,303,3,8.227067906438663e-11,1.3163308650301771e-17,8.000000000001279e-08,2.767318264018565e-09,1.3841804770463863e-09,2.7683609540927727e-09,0.5,0.1670533723173214,0.16705337231304992,4.271472064942827e-12,5.339323011407677e-05,1.4367797864317374e-10,1.1820484869572344e-20,historical
TES_to_Stycast,side_a,25,381894,706,303,3,5.761065076734691e-11,9.217704122775419e-18,8.000000000001279e-08,1.9378350571982465e-09,9.694668808096263e-10,1.9389337616192526e-09,0.5,0.16705378112637229,0.1670537811223469,4.025391131534661e-12,5.031750420878174e-05,1.3540138477557914e-10,7.800561891721052e-21,historical
TES_to_Stycast,side_a,25,492901,706,303,3,6.017190329918072e-11,9.627504527868797e-18,8.000000000001279e-08,2.0239872682983937e-09,1.012531175178085e-09,2.02506235035617e-09,0.5,0.16705293658397036,0.1670529365773772,6.593170454038955e-12,8.241417823076202e-05,2.2177160876828677e-10,1.334441979730909e-20,historical
TES_to_Stycast,side_a,25,420225,706,303,3,6.191682807660307e-11,9.90669249225642e-18,8.000000000001279e-08,2.082680866805346e-09,1.041885600047284e-09,2.083771200094568e-09,0.5,0.16705297219176704,0.1670529721908682,8.988365607365267e-13,1.1235656029440254e-05,3.023447623586196e-11,1.872022867082006e-21,historical
TES_to_Stycast,side_a,25,447203,706,303,3,5.554077379019502e-11,8.886523806431143e-18,8.000000000001279e-08,1.8682111227870438e-09,9.346535486381044e-10,1.8693070972762087e-09,0.5,0.1670528936519866,0.16705289364835532,3.6312897133683464e-12,4.5390308934223876e-05,1.221425979234604e-10,6.783894401413658e-21,historical
TES_to_Stycast,side_a,25,466456,706,303,3,6.75027487762516e-11,1.0800439804200139e-17,8.000000000001279e-08,2.2705730848992183e-09,1.1358195272511244e-09,2.271639054502249e-09,0.5,0.16705355063861008,0.1670535506330736,5.536487934776346e-12,6.920609230278612e-05,1.8622944202125928e-10,1.257099923950258e-20,historical
TES_to_Stycast,side_a,25,297491,706,303,3,6.306095274986679e-11,1.0089752439978619e-17,8.000000000001279e-08,2.1211655024087427e-09,1.0611451205422946e-09,2.1222902410845892e-09,0.5,0.16705268041861157,0.16705268041307608,5.535488734054184e-12,6.919307308209978e-05,1.8619440807954558e-10,1.1741596770193639e-20,historical
TES_to_Stycast,side_a,25,450515,706,303,3,6.141398759376292e-11,9.826238015001966e-18,8.000000000001279e-08,2.0657669471941747e-09,1.0334415110233533e-09,2.0668830220467067e-09,0.5,0.16705271290918935,0.1670527129030606,6.128764162838252e-12,7.660944793943083e-05,2.06151427838132e-10,1.2660581231687549e-20,historical
TES_to_Stycast,side_a,25,442378,706,303,3,6.363019719830008e-11,1.0180831551727933e-17,8.000000000001279e-08,2.1403130356095783e-09,1.0707028058346346e-09,2.141405611669269e-09,0.5,0.1670539575780364,0.16705395757170186,6.3345440004525244e-12,7.918133754373591e-05,2.1307222844994072e-10,1.3557827913750972e-20,historical
TES_to_Stycast,side_a,25,457426,706,303,3,7.994999703183075e-11,1.2791999525092763e-17,8.000000000001279e-08,2.6892580626600035e-09,1.3451300972742409e-09,2.690260194548482e-09,0.49999999999999994,0.16705307398469493,0.16705307398146327,3.2316649356545213e-12,4.0395977074218336e-05,1.0870315054809709e-10,8.690816563671014e-21,historical
TES_to_Stycast,side_a,25,389542,706,303,3,8.197496083579956e-11,1.3115993733727825e-17,8.000000000001279e-08,2.7573712638931402e-09,1.3791925082087308e-09,2.7583850164174615e-09,0.5,0.16705300747382634,0.16705300747323706,5.892786258954175e-13,7.365655003063786e-06,1.9820535673944465e-11,1.6247876356161656e-21,historical
TES_to_Stycast,side_a,25,414622,706,303,3,8.649063902138026e-11,1.3838502243420728e-17,8.000000000001279e-08,2.9092640021019474e-09,1.4551416322045468e-09,2.9102832644090936e-09,0.5,0.16705278864471074,0.16705278864412512,5.856148899141544e-13,7.32018264451963e-06,1.9698172285443656e-11,1.703707508521264e-21,historical
TES_to_Stycast,side_a,25,496517,706,303,3,8.302179878650886e-11,1.3283487805841288e-17,8.000000000001279e-08,2.7925834903316555e-09,1.3968096626530445e-09,2.7936193253060886e-09,0.5000000000000001,0.1670527722526053,0.16705277225775758,5.152267501529195e-12,6.440311839379627e-05,1.7330492741060216e-10,1.4388086812193535e-20,historical
TES_to_Stycast,side_a,25,449462,706,303,3,7.4792096671885e-11,1.1966735467501482e-17,8.000000000001279e-08,2.515763057727626e-09,1.2583984194189438e-09,2.5167968388378876e-09,0.5,0.16705278427994838,0.16705278428171208,1.7637002969195237e-12,2.2046014628596903e-05,5.932450260467656e-11,4.4370039338204626e-21,historical
TES_to_Stycast,side_a,25,310768,706,303,3,8.150549258877278e-11,1.304087881420352e-17,8.000000000001279e-08,2.7415798778349646e-09,1.3712955878066407e-09,2.742591175613281e-09,0.5000000000000001,0.1670532369158865,0.16705323694952903,3.3642533203703806e-11,0.0004205319100767692,1.1316261381019813e-09,9.22337458123326e-20,historical
TES_to_Stycast,side_a,25,312474,706,303,3,7.755750109381249e-11,1.240920017500991e-17,8.000000000001279e-08,2.608782274916881e-09,1.3049055890473251e-09,2.6098111780946507e-09,0.49999999999999994,0.16705327653633137,0.16705327661572975,7.939837676218531e-11,0.0009924794019755094,2.6707025219519774e-09,2.0713301376753829e-19,historical
TES_to_Stycast,side_a,25,446131,706,303,3,6.161444981719423e-11,9.858311970750993e-18,8.000000000001279e-08,2.0725098448881767e-09,1.0368401951323965e-09,2.0736803902647934e-09,0.4999999999999999,0.16705385306698403,0.16705385307012086,3.1368241337759173e-12,3.921066269703237e-05,1.0551354067795229e-10,6.501158757136172e-21,historical
TES_to_Stycast,side_a,25,472181,706,303,3,5.704310607412089e-11,9.126896971859233e-18,8.000000000001279e-08,1.9187446982383793e-09,9.598884016971496e-10,1.9197768033942992e-09,0.5,0.16705291039415227,0.16705291041504244,2.089017847595187e-11,0.00026112719137941004,7.026776043705097e-10,4.008291312201614e-20,historical
TES_to_Stycast,side_a,25,405187,706,303,3,6.696287602245706e-11,1.0714060163593061e-17,8.000000000001279e-08,2.252413520048023e-09,1.1267277843201612e-09,2.253455568640322e-09,0.5000000000000001,0.16705271927406218,0.16705271928106713,7.004952173872425e-12,8.756188502984184e-05,2.356237789022026e-10,1.5778045894571025e-20,historical
TES_to_Stycast,side_a,25,496864,706,303,3,8.887982524853518e-11,1.422077203976545e-17,8.000000000001279e-08,2.989628461928188e-09,1.4953224179085857e-09,2.9906448358171714e-09,0.5,0.1670527001298844,0.1670527001289742,9.102163467389346e-13,1.1377340682440073e-05,3.061574113600529e-11,2.7211217220225405e-21,historical
TES_to_Stycast,side_a,25,452939,706,303,3,6.425598937448599e-11,1.0280958299917664e-17,8.000000000001279e-08,2.1613626505918962e-09,1.0811815271866907e-09,2.1623630543733814e-09,0.5,0.16705266725963863,0.16705266725986614,2.275124533213102e-13,2.844072986937351e-06,7.653229763469196e-12,4.917658503619765e-22,historical
