model,baseline_current_uA,minimum_current_uA,peak_current_drop_uA,peak_time_ms,peak_delay_from_pulse_ms,t10_ms,t90_ms,rise_time_10_90_ms
COMSOL Single-Pixel,143.05504935387577,135.2802056863975,7.7748436674782795,20.448,0.4280000000000008,20.061742791264848,20.223183008862623,0.16144021759777516
Elmer conformal shared-node / MUMPS,154.8514548313339,148.58578291214144,6.265671919192471,20.120001000000112,0.10000100000011258,20.026414391607965,20.100451076144825,0.07403668453686052
