route,point,temperature_K,selected_current_A,resistance_ohm,power_W,dR_dT_ohm_per_K,dR_dI_ohm_per_A,clipped,law_provenance
historical,gate3_selected,0.168569114993,0.000143568114993,0.015522836320673666,3.199536542186167e-10,23.622556919973896,544.1149133476769,False,identical SIF constants and identical affine source expression
current_phase24,gate3_selected,0.168569114993,0.000143568114993,0.015522836320673666,3.199536542186167e-10,23.622556919973896,544.1149133476769,False,identical SIF constants and identical affine source expression
historical,refined_selected,0.166557530019,0.000218643409371,0.008853643068031186,4.232478797334936e-10,23.622556919973896,544.1149133476769,False,identical SIF constants and identical affine source expression
current_phase24,refined_selected,0.166557530019,0.000218643409371,0.008853643068031186,4.232478797334936e-10,23.622556919973896,544.1149133476769,False,identical SIF constants and identical affine source expression
historical,requested_168p57mK_143p6uA,0.16857,0.0001436,0.0155610915567264,3.208846465475928e-10,23.622556919973896,544.1149133476769,False,identical SIF constants and identical affine source expression
current_phase24,requested_168p57mK_143p6uA,0.16857,0.0001436,0.0155610915567264,3.208846465475928e-10,23.622556919973896,544.1149133476769,False,identical SIF constants and identical affine source expression
historical,requested_166p56mK_218p6uA,0.16656,0.0002186,0.008888370648655025,4.247393242818031e-10,23.622556919973896,544.1149133476769,False,identical SIF constants and identical affine source expression
current_phase24,requested_166p56mK_218p6uA,0.16656,0.0002186,0.008888370648655025,4.247393242818031e-10,23.622556919973896,544.1149133476769,False,identical SIF constants and identical affine source expression
