series,baseline_uA,peak_drop_uA,peak_time_ms,peak_delay_ms,rise_time_10_90_ms,comparison_end_ms
COMSOL single-pixel,143.04576995341858,7.778103061992648,20.448,0.4280000000000008,0.16151138556175226,20.60999999999995
Elmer 4-rank all-tet,148.15219860021688,7.833134048233645,20.39199999999999,0.37199999999998923,0.1486900030352487,20.60999999999995
