time_ms,COMSOL_current_A,Elmer_current_A
20.02002087658674,-9.746740186718908e-14,-8.05253976398378e-09
20.020021317761007,-9.746740278622417e-14,-8.053065499196614e-09
20.020021651687642,-9.746740348184564e-14,-8.053535513676546e-09
20.020022426788543,-9.746740512297197e-14,-8.054626497766645e-09
20.020022898331543,-9.746740615357962e-14,-8.05529021253009e-09
20.020023201889444,-9.746740681703787e-14,-8.055779891197986e-09
20.020023976990345,-9.746740835228509e-14,-8.057030230510006e-09
20.02002447890208,-9.746740936356515e-14,-8.057839879902938e-09
20.020024752091246,-9.746740991400208e-14,-8.058340219956038e-09
20.020025527192143,-9.74674113169004e-14,-8.059759800499645e-09
20.02002605947261,-9.746741251661115e-14,-8.060734660672196e-09
20.020026302293044,-9.746741306390585e-14,-8.061235440497561e-09
20.020027077393944,-9.746741462562285e-14,-8.062833966978117e-09
20.020027640043146,-9.746741589378191e-14,-8.063994344481963e-09
20.020027852494845,-9.74674163726283e-14,-8.064484178710384e-09
20.020028627595746,-9.746741788140574e-14,-8.06627127174685e-09
20.020029220613683,-9.746741909650335e-14,-8.067638549509766e-09
20.020029402696643,-9.746741946959252e-14,-8.068104844678141e-09
20.020030177797544,-9.746742119012819e-14,-8.07008979595814e-09
20.020030801184213,-9.746742246745152e-14,-8.07168622316435e-09
20.020030952898445,-9.746742277831497e-14,-8.072115260303744e-09
20.020031727999346,-9.74674242870924e-14,-8.074307190936784e-09
20.02003238175475,-9.746742551501238e-14,-8.076155965069508e-09
20.020032503100246,-9.746742574293028e-14,-8.076532943980312e-09
20.020033278201144,-9.746742719876816e-14,-8.078940917071474e-09
20.020033962325286,-9.746742850709131e-14,-8.081066256535475e-09
20.020034053302044,-9.746742868107582e-14,-8.081375287258769e-09
20.020034828402945,-9.746743040161149e-14,-8.084008157408908e-09
20.020035542895815,-9.746743184121201e-14,-8.086435153621284e-09
20.020035603503846,-9.746743196332849e-14,-8.086659284627631e-09
20.020036378604747,-9.746743349857571e-14,-8.089525639848444e-09
20.020037123466352,-9.74674351774246e-14,-8.092280168902526e-09
20.020037153705648,-9.746743524558116e-14,-8.092400675553052e-09
20.020037928806545,-9.746743704552617e-14,-8.095489531009641e-09
20.020038703907446,-9.746743863371295e-14,-8.098578386480388e-09
20.020039479008346,-9.746744011602061e-14,-8.101667241951135e-09
