time_after_pulse_ms,comparison_channel,reference_normalized,simulation_normalized,residual,region
0,left,0.401826212093,0.00460953428663,-0.397216677806,rise
0.01,left,0.404656076826,0.00470793909389,-0.399948137732,rise
0.02,left,0.407421963803,0.00481876056923,-0.402603203234,rise
0.03,left,0.410124869749,0.00494262523258,-0.405182244516,rise
0.04,left,0.412771821372,0.00508009381719,-0.407691727555,rise
0.05,left,0.415375524245,0.00523167485102,-0.410143849394,rise
0.06,left,0.417953178627,0.00539784188497,-0.412555336742,rise
0.07,left,0.420525278452,0.0055790329843,-0.414946245468,rise
0.08,left,0.423114299792,0.0057756739827,-0.417338625809,rise
0.09,left,0.425743133213,0.00598825609494,-0.419754877118,rise
0.1,left,0.428433447989,0.00621743708335,-0.422216010906,rise
0.11,left,0.431203759402,0.00646412812174,-0.42473963128,rise
0.12,left,0.434067120962,0.00672955096226,-0.42733757,rise
0.13,left,0.437029351237,0.00701527326022,-0.430014077977,rise
0.14,left,0.440088637389,0.00732324136107,-0.432765396028,rise
0.15,left,0.443236394985,0.00765581389203,-0.435580581093,rise
0.16,left,0.446459088234,0.00801578271945,-0.438443305515,rise
0.17,left,0.449740837264,0.00840637426207,-0.441334463002,rise
0.18,left,0.453066004789,0.00883123731157,-0.444234767478,rise
0.19,left,0.456420729405,0.00929442460063,-0.447126304804,rise
0.2,left,0.459793370247,0.00980037171155,-0.449992998535,rise
0.21,left,0.463174359458,0.0103538771098,-0.452820482349,rise
0.22,left,0.466555434901,0.0109600856703,-0.45559534923,rise
0.23,left,0.469928433578,0.0116244737475,-0.45830395983,rise
0.24,left,0.473284523248,0.0123528291079,-0.46093169414,rise
0.25,left,0.476614228403,0.0131512185535,-0.46346300985,rise
0.26,left,0.479907844747,0.0140259466356,-0.465881898111,rise
0.27,left,0.483156025737,0.0149835128766,-0.468172512861,rise
0.28,left,0.486350355681,0.016030563941,-0.47031979174,rise
0.29,left,0.489483343265,0.0171738371467,-0.472309506118,rise
0.3,left,0.49254771076,0.0184200980854,-0.474127612675,rise
0.31,left,0.495535680909,0.0197760715561,-0.475759609353,rise
0.32,left,0.498438695776,0.021248365311,-0.477190330465,rise
0.33,left,0.501247367872,0.02284339499,-0.478403972882,rise
0.34,left,0.503951855124,0.024567323645,-0.479384531479,rise
0.35,left,0.506543111618,0.0264260202208,-0.480117091397,rise
0.36,left,0.509014536314,0.0284250274506,-0.480589508864,rise
0.37,left,0.511363245116,0.0305695283508,-0.480793716765,rise
0.38,left,0.513591093666,0.0328643100927,-0.480726783573,rise
0.39,left,0.515705538127,0.0353137319358,-0.480391806191,rise
0.4,left,0.517719790715,0.0379216994424,-0.479798091273,rise
0.41,left,0.519652108542,0.0406916369708,-0.478960471571,rise
0.42,left,0.521524278702,0.0436264537989,-0.477897824903,rise
0.43,left,0.523359151422,0.0467285133126,-0.47663063811,rise
0.44,left,0.525177775482,0.0499996183061,-0.475178157176,rise
0.45,left,0.526997394972,0.0534410135042,-0.473556381468,rise
0.46,left,0.528830869133,0.0570533947684,-0.471777474365,rise
0.47,left,0.5306869806,0.0608369156504,-0.469850064949,rise
0.48,left,0.532571077342,0.0647911914396,-0.467779885902,rise
0.49,left,0.534485964585,0.0689153079981,-0.465570656587,rise
0.5,left,0.536432742586,0.0732078412979,-0.463224901288,rise
0.51,left,0.538411137879,0.0776668826355,-0.460744255243,rise
0.52,left,0.54041952313,0.0822900601132,-0.458129463017,rise
0.53,left,0.542454942897,0.0870745594359,-0.455380383461,rise
0.54,left,0.544512899611,0.0920171512564,-0.452495748354,rise
0.55,left,0.546587002794,0.0971142211148,-0.449472781679,rise
0.56,left,0.548669216615,0.102361794075,-0.44630742254,rise
0.57,left,0.55075072535,0.10775555268,-0.44299517267,rise
0.58,left,0.552822594373,0.113290855754,-0.439531738619,rise
0.59,left,0.55487602799,0.118962766709,-0.435913261281,rise
0.6,left,0.556902744586,0.124766091021,-0.432136653565,rise
0.61,left,0.558895519454,0.130695417499,-0.428200101955,rise
0.62,left,0.560848638334,0.136745159613,-0.424103478721,rise
0.63,left,0.562758418532,0.142909596295,-0.419848822237,rise
0.64,left,0.564623729784,0.149182913044,-0.41544081674,rise
0.65,left,0.566445974709,0.155559242001,-0.410886732708,rise
0.66,left,0.56822861329,0.162032698639,-0.406195914651,rise
0.67,left,0.569976801081,0.168597409828,-0.401379391253,rise
0.68,left,0.571696986651,0.175247527766,-0.396449458885,rise
0.69,left,0.57339612255,0.181977235183,-0.391418887367,rise
0.7,left,0.57508094763,0.188780753391,-0.386300194239,rise
0.71,left,0.576757757242,0.195652356356,-0.381105400886,rise
0.72,left,0.578432353136,0.202586389683,-0.375845963453,rise
