case,run,power_W,TES_temperature_K,solver_status,solver
phase24_tes_stycast_conforming_bypass,tes_stycast_bypass_0p95P,3.042854524009381e-10,0.1622559386442348,ALL DONE / exit 0,CPU native HeatSolve MUMPS
phase24_tes_stycast_conforming_bypass,tes_stycast_bypass_1p00P,3.203004762115138e-10,0.16285481028590867,ALL DONE / exit 0,CPU native HeatSolve MUMPS
phase24_tes_stycast_conforming_bypass,tes_stycast_bypass_1p05P,3.3631550002208954e-10,0.16345003186198775,ALL DONE / exit 0,CPU native HeatSolve MUMPS
