time_ms,COMSOL_L_A,COMSOL_R_A,Elmer_L_A,Elmer_R_A
20.85600100000028,1.8933000543847812e-08,4.83936299692167e-08,-8.046430706702289e-07,-1.480831677064449e-07
20.861001000000282,1.8922996366417032e-08,4.8383714090943955e-08,-8.020606997536782e-07,-1.4976058575894013e-07
20.86600100000028,1.8912992188986255e-08,4.8373798212671215e-08,-7.995117372846584e-07,-1.5141649588787365e-07
20.871001000000284,1.8902988011555478e-08,4.836388233439846e-08,-7.969961812675597e-07,-1.5307876418443455e-07
20.876001000000286,1.8892983834124695e-08,4.835396645612571e-08,-7.944932198405725e-07,-1.5474259857951042e-07
20.88100100000029,1.8882979656693915e-08,4.8344050577852966e-08,-7.920116315485908e-07,-1.564156778250769e-07
20.886001000000288,1.887297547926314e-08,4.833413469958022e-08,-7.895663998365736e-07,-1.5807738732784966e-07
20.89100100000029,1.886297130183236e-08,4.832421882130747e-08,-7.871396977451026e-07,-1.5974829064771675e-07
20.896001000000293,1.885296712440158e-08,4.8314302943034724e-08,-7.84714091515992e-07,-1.6141706604236067e-07
20.901001000000292,1.8842962946970804e-08,4.8304387064761976e-08,-7.823196555570766e-07,-1.6306563451655778e-07
20.906001000000295,1.8832958769540028e-08,4.829447118648923e-08,-7.799438758255488e-07,-1.6470635588345934e-07
20.911001000000297,1.8822954592109244e-08,4.828455530821648e-08,-7.77582175287534e-07,-1.6634502282092617e-07
20.9160010000003,1.8812950414678464e-08,4.8274639429943734e-08,-7.752494501683718e-07,-1.6797088097313768e-07
20.9210010000003,1.880294623724769e-08,4.826472355167099e-08,-7.729394062152368e-07,-1.69602117311825e-07
20.9260010000003,1.8792942059816907e-08,4.825480767339824e-08,-7.706653116625408e-07,-1.7122048859527267e-07
20.931001000000304,1.878293788238613e-08,4.824489179512549e-08,-7.684036003199977e-07,-1.7284458073000327e-07
20.936001000000303,1.8772933704955354e-08,4.8234975916852745e-08,-7.661641085814324e-07,-1.7446871445719577e-07
20.941001000000306,1.8762929527524574e-08,4.822506003858e-08,-7.639362690334999e-07,-1.7608066544072347e-07
20.946001000000308,1.8752925350093793e-08,4.821514416030725e-08,-7.617284695019531e-07,-1.7768504306033168e-07
20.95100100000031,1.8742921172663013e-08,4.8205228282034496e-08,-7.59548148589423e-07,-1.792891681299245e-07
20.95600100000031,1.873291699523224e-08,4.8195312403761755e-08,-7.573673852793907e-07,-1.8088349526673426e-07
20.961001000000312,1.8722912817801456e-08,4.818539652548901e-08,-7.552241150631119e-07,-1.824691694544457e-07
20.966001000000315,1.871290864037068e-08,4.8175480647216254e-08,-7.531020887606064e-07,-1.8405316364191555e-07
20.971001000000314,1.8702904462939903e-08,4.8165564768943513e-08,-7.510022422078911e-07,-1.8564556775372654e-07
20.976001000000316,1.8692900285509123e-08,4.8155648890670766e-08,-7.48900549713726e-07,-1.872073765727723e-07
20.98100100000032,1.8682896108078343e-08,4.814573301239801e-08,-7.46823047360906e-07,-1.8876748070600067e-07
20.98600100000032,1.867289193064756e-08,4.8135817134125265e-08,-7.447807634161098e-07,-1.9032756054602595e-07
20.99100100000032,1.866288775321679e-08,4.8125901255852524e-08,-7.427487657974666e-07,-1.9186560952180352e-07
20.996001000000323,1.8652883575786006e-08,4.8115985377579777e-08,-7.407255936813808e-07,-1.9340252968382313e-07
21.001001000000326,1.8642879398355226e-08,4.810606949930702e-08,-7.387246753547637e-07,-1.9493733039780661e-07
21.006001000000325,1.8632875220924452e-08,4.809615362103428e-08,-7.367336081512649e-07,-1.9648848279704115e-07
21.011001000000327,1.8622871043493672e-08,4.8086237742761534e-08,-7.347652530710993e-07,-1.980287787865917e-07
21.01600100000033,1.8612866866062892e-08,4.807632186448878e-08,-7.328120654220469e-07,-1.995509010612221e-07
21.021001000000332,1.860286268863211e-08,4.806640598621603e-08,-7.308695009691107e-07,-2.0104836740406952e-07
21.02600100000033,1.859285851120134e-08,4.805649010794329e-08,-7.289335564635219e-07,-2.0255433375840261e-07
21.031001000000334,1.8582854333770555e-08,4.804657422967054e-08,-7.270294967532472e-07,-2.040615031203457e-07
21.036001000000336,1.8572850156339775e-08,4.803665835139779e-08,-7.251426678848614e-07,-2.0555675951414534e-07
21.041001000000335,1.8562845978909e-08,4.802674247312505e-08,-7.232705578470678e-07,-2.070571761701907e-07
21.046001000000338,1.8552841801478218e-08,4.8016826594852296e-08,-7.214250650112877e-07,-2.085451724695008e-07
21.05100100000034,1.854283762404744e-08,4.800691071657955e-08,-7.195779263500233e-07,-2.10023198153901e-07
21.056001000000343,1.8532833446616658e-08,4.7996994838306795e-08,-7.177521511461215e-07,-2.114966198721671e-07
21.061001000000342,1.8522829269185884e-08,4.7987078960034054e-08,-7.159321822832506e-07,-2.1295788076583977e-07
21.066001000000345,1.8512825091755104e-08,4.797716308176131e-08,-7.141255358789132e-07,-2.1440495839836595e-07
21.071001000000347,1.850282091432432e-08,4.796724720348856e-08,-7.123287774299391e-07,-2.1585737539604548e-07
21.076001000000346,1.849281673689355e-08,4.795733132521581e-08,-7.105602149464656e-07,-2.1730533390808813e-07
21.08100100000035,1.8482812559462767e-08,4.7947415446943065e-08,-7.088024007123963e-07,-2.187332366823799e-07
21.08600100000035,1.847280838203199e-08,4.793749956867032e-08,-7.070710333365667e-07,-2.2016852074146403e-07
21.09100100000035,1.8462804204601214e-08,4.7927583690397577e-08,-7.05337953833769e-07,-2.2160106014470007e-07
21.096001000000353,1.8452800027170434e-08,4.791766781212482e-08,-7.036125750755273e-07,-2.2300386065844387e-07
21.101001000000355,1.8442795849739654e-08,4.7907751933852075e-08,-7.019184138654447e-07,-2.2441219645909748e-07
21.106001000000358,1.843279167230887e-08,4.789783605557932e-08,-7.002467856437767e-07,-2.2580572111850533e-07
21.111001000000357,1.84227874948781e-08,4.788792017730658e-08,-6.985734125938955e-07,-2.271984731364138e-07
21.11600100000036,1.8412783317447317e-08,4.787800429903383e-08,-6.969047509848331e-07,-2.2858778050803422e-07
21.121001000000362,1.8402779140016536e-08,4.786808842076108e-08,-6.952564406059931e-07,-2.2997207516575074e-07
21.12600100000036,1.8392774962585763e-08,4.785817254248834e-08,-6.936213554049149e-07,-2.313454614300296e-07
21.131001000000364,1.8382770785154983e-08,4.784825666421559e-08,-6.919872737467885e-07,-2.3271579787937768e-07
21.136001000000366,1.8372766607724203e-08,4.783834078594284e-08,-6.903726284251271e-07,-2.340612803151574e-07
21.14100100000037,1.836276243029342e-08,4.782842490767009e-08,-6.887914879890179e-07,-2.3539951865070644e-07
21.146001000000368,1.835275825286265e-08,4.781850902939735e-08,-6.872041540681917e-07,-2.367370152016649e-07
21.15100100000037,1.8342754075431866e-08,4.7808593151124595e-08,-6.856370362273961e-07,-2.3807126566964196e-07
21.156001000000373,1.8332749898001086e-08,4.779867727285185e-08,-6.840819093038657e-07,-2.39387053967892e-07
21.161001000000372,1.8322745720570312e-08,4.778876139457911e-08,-6.825279279512239e-07,-2.4070355695749606e-07
21.166001000000374,1.831274154313953e-08,4.777884551630636e-08,-6.809832537081357e-07,-2.4201196913267763e-07
21.171001000000377,1.8302737365708752e-08,4.7768929638033606e-08,-6.794582227034451e-07,-2.4331454960877614e-07
21.17600100000038,1.829273318827797e-08,4.775901375976086e-08,-6.779400378716072e-07,-2.446186621973378e-07
21.18100100000038,1.8282729010847195e-08,4.774909788148812e-08,-6.764259001573367e-07,-2.459217019448647e-07
21.18600100000038,1.8272724833416415e-08,4.7739182003215364e-08,-6.749304771615618e-07,-2.4719987634622717e-07
21.191001000000384,1.8262720655985632e-08,4.7729266124942616e-08,-6.734482017783157e-07,-2.484805886764682e-07
21.196001000000383,1.825271647855486e-08,4.7719350246669875e-08,-6.71987934037035e-07,-2.4977320410644443e-07
21.201001000000385,1.8242712301124078e-08,4.770943436839712e-08,-6.705279116138701e-07,-2.5104921232122455e-07
21.206001000000388,1.8232708123693298e-08,4.7699518490124374e-08,-6.690868900753382e-07,-2.5230721153755094e-07
21.21100100000039,1.8222703946262518e-08,4.768960261185163e-08,-6.676485596777092e-07,-2.5357773635444275e-07
21.21600100000039,1.8212699768831744e-08,4.767968673357888e-08,-6.662175711708474e-07,-2.5481393810985174e-07
21.221001000000392,1.8202695591400964e-08,4.766977085530613e-08,-6.648002606938856e-07,-2.5605447776628435e-07
21.226001000000394,1.819269141397018e-08,4.7659854977033385e-08,-6.633843167461011e-07,-2.572872330080297e-07
21.231001000000393,1.818268723653941e-08,4.764993909876064e-08,-6.619889522905555e-07,-2.585061311869254e-07
21.236001000000396,1.8172683059108627e-08,4.764002322048789e-08,-6.605917955115859e-07,-2.59716845621232e-07
21.2410010000004,1.8162678881677847e-08,4.763010734221514e-08,-6.5919771857187e-07,-2.609237277705989e-07
21.2460010000004,1.8152674704247067e-08,4.7620191463942395e-08,-6.578268762891368e-07,-2.621418757256099e-07
21.2510010000004,1.8142670526816294e-08,4.761027558566965e-08,-6.564641212593032e-07,-2.6335352549294497e-07
21.256001000000403,1.8132666349385514e-08,4.76003597073969e-08,-6.551199611197999e-07,-2.645537016819806e-07
21.261001000000405,1.812266217195473e-08,4.759044382912415e-08,-6.537995238206932e-07,-2.6576375558251216e-07
21.266001000000404,1.811265799452396e-08,4.7580527950851406e-08,-6.524853591967014e-07,-2.6694584877193185e-07
21.271001000000407,1.8102653817093177e-08,4.757061207257866e-08,-6.511687909520314e-07,-2.681234434618782e-07
21.27600100000041,1.8092649639662397e-08,4.756069619430591e-08,-6.498694725972731e-07,-2.692930494697617e-07
21.28100100000041,1.8082645462231623e-08,4.7550780316033164e-08,-6.48574483182228e-07,-2.7047029140146663e-07
21.28600100000041,1.807264128480084e-08,4.7540864437760416e-08,-6.473040474820385e-07,-2.7162118193120826e-07
21.291001000000414,1.8062637107370063e-08,4.753094855948767e-08,-6.460478172380234e-07,-2.7277607890879266e-07
21.296001000000416,1.805263292993928e-08,4.752103268121492e-08,-6.447762603504895e-07,-2.739014810655661e-07
21.301001000000415,1.8042628752508506e-08,4.7511116802942174e-08,-6.435165662813276e-07,-2.7503512397969985e-07
21.306001000000418,1.8032624575077726e-08,4.750120092466943e-08,-6.422549907969218e-07,-2.761678941638583e-07
21.31100100000042,1.8022620397646943e-08,4.749128504639668e-08,-6.410091756690233e-07,-2.7728819789859453e-07
21.31600100000042,1.8012616220216172e-08,4.748136916812393e-08,-6.397723363370884e-07,-2.7839707922620253e-07
21.32100100000042,1.800261204278539e-08,4.7471453289851185e-08,-6.385430989169294e-07,-2.795040255116775e-07
21.326001000000424,1.799260786535461e-08,4.746153741157844e-08,-6.373158313861913e-07,-2.8059619445346996e-07
21.331001000000427,1.798260368792383e-08,4.7451621533305683e-08,-6.361008856688361e-07,-2.816884021839775e-07
21.336001000000426,1.7972599510493055e-08,4.744170565503294e-08,-6.348864924712622e-07,-2.8276760281054623e-07
21.34100100000043,1.7962595333062275e-08,4.7431789776760195e-08,-6.336841389099305e-07,-2.8383959049558074e-07
21.34600100000043,1.7952591155631492e-08,4.742187389848744e-08,-6.325017134645053e-07,-2.849201321433563e-07
21.35100100000043,1.7942586978200722e-08,4.74119580202147e-08,-6.313195226623311e-07,-2.85985639727999e-07
21.356001000000433,1.7932582800769938e-08,4.740204214194195e-08,-6.301344922828695e-07,-2.870416043365589e-07
21.361001000000435,1.7922578623339158e-08,4.73921262636692e-08,-6.289675048188768e-07,-2.8809715959718894e-07
21.366001000000438,1.7912574445908378e-08,4.738221038539645e-08,-6.278151188054395e-07,-2.8914553272351004e-07
21.371001000000437,1.7902570268477605e-08,4.737229450712371e-08,-6.266549112129787e-07,-2.901816295307639e-07
21.37600100000044,1.7892566091046824e-08,4.7362378628850964e-08,-6.255123918570812e-07,-2.9121440364392854e-07
21.381001000000442,1.788256191361604e-08,4.735246275057821e-08,-6.243833184707819e-07,-2.9224538817127963e-07
21.38600100000044,1.787255773618527e-08,4.734254687230547e-08,-6.232468912794448e-07,-2.932690934728788e-07
21.391001000000443,1.7862553558754488e-08,4.733263099403272e-08,-6.221278550706691e-07,-2.9429101815379674e-07
21.396001000000446,1.7852549381323707e-08,4.732271511575997e-08,-6.210164956764539e-07,-2.9531537963680397e-07
21.40100100000045,1.7842545203892927e-08,4.731279923748722e-08,-6.199157542413874e-07,-2.9630862682865464e-07
21.406001000000447,1.783254102646215e-08,4.730288335921448e-08,-6.188140483129431e-07,-2.9729804979967164e-07
21.41100100000045,1.7822536849031374e-08,4.7292967480941726e-08,-6.177109721025456e-07,-2.982822213452006e-07
21.416001000000453,1.781253267160059e-08,4.728305160266898e-08,-6.166313136614723e-07,-2.992635125485246e-07
21.42100100000045,1.7802528494169817e-08,4.727313572439624e-08,-6.155718498754563e-07,-3.002479362099544e-07
21.426001000000454,1.7792524316739037e-08,4.7263219846123483e-08,-6.145060161767051e-07,-3.012138640530633e-07
21.431001000000457,1.7782520139308253e-08,4.7253303967850736e-08,-6.134452962307723e-07,-3.0215685432289047e-07
21.43600100000046,1.7772515961877477e-08,4.724338808957798e-08,-6.123921747444886e-07,-3.0311363966061596e-07
21.44100100000046,1.77625117844467e-08,4.723347221130524e-08,-6.1133949035488e-07,-3.040690850323615e-07
21.44600100000046,1.775250760701592e-08,4.7223556333032494e-08,-6.103045648448704e-07,-3.0502783818746196e-07
21.451001000000463,1.774250342958514e-08,4.7213640454759747e-08,-6.092709992044074e-07,-3.0597050089685484e-07
21.456001000000462,1.7732499252154366e-08,4.7203724576487e-08,-6.082534640364939e-07,-3.06910162566293e-07
21.461001000000465,1.7722495074723586e-08,4.719380869821425e-08,-6.072425330424396e-07,-3.07854099140597e-07
21.466001000000468,1.7712490897292803e-08,4.7183892819941505e-08,-6.062452403805753e-07,-3.087832934270255e-07
21.47100100000047,1.7702486719862026e-08,4.717397694166875e-08,-6.052576401096438e-07,-3.0971529692107314e-07
21.47600100000047,1.769248254243125e-08,4.716406106339601e-08,-6.042894531079087e-07,-3.10645057199823e-07
21.48100100000047,1.768247836500047e-08,4.715414518512326e-08,-6.03310686188047e-07,-3.115753705828204e-07
21.486001000000474,1.767247418756969e-08,4.714422930685051e-08,-6.02318947414966e-07,-3.1249173189441316e-07
21.491001000000473,1.7662470010138915e-08,4.713431342857777e-08,-6.013481860653238e-07,-3.1340565470711307e-07
21.496001000000476,1.7652465832708135e-08,4.712439755030502e-08,-6.004004586784395e-07,-3.1430113136922725e-07
21.50100100000048,1.7642461655277352e-08,4.7114481672032266e-08,-5.994341748532953e-07,-3.151990765108909e-07
21.506001000000477,1.7632457477846582e-08,4.7104565793759526e-08,-5.98485282296454e-07,-3.1608252380610903e-07
21.51100100000048,1.76224533004158e-08,4.709464991548678e-08,-5.975330104470529e-07,-3.169617873800053e-07
21.516001000000482,1.7612449122985018e-08,4.7084734037214024e-08,-5.965812310688144e-07,-3.1784999448419837e-07
21.521001000000485,1.7602444945554238e-08,4.707481815894128e-08,-5.956343544379734e-07,-3.1871190979445413e-07
21.526001000000484,1.759244076812346e-08,4.7064902280668536e-08,-5.947077625449975e-07,-3.195733540390592e-07
21.531001000000487,1.7582436590692685e-08,4.705498640239578e-08,-5.937780523326982e-07,-3.204399077840793e-07
21.53600100000049,1.75724324132619e-08,4.7045070524123035e-08,-5.928755886922324e-07,-3.21288105665558e-07
21.541001000000488,1.7562428235831128e-08,4.7035154645850294e-08,-5.919622007222918e-07,-3.2213095966235946e-07
21.54600100000049,1.7552424058400348e-08,4.702523876757755e-08,-5.910544529243015e-07,-3.229647516222599e-07
21.551001000000493,1.7542419880969564e-08,4.701532288930479e-08,-5.901421520953176e-07,-3.237907133635091e-07
21.556001000000496,1.7532415703538787e-08,4.7005407011032045e-08,-5.892417371926588e-07,-3.2461650094700524e-07
21.561001000000495,1.752241152610801e-08,4.6995491132759305e-08,-5.883501250907735e-07,-3.2543604743822297e-07
21.566001000000497,1.751240734867723e-08,4.698557525448655e-08,-5.874616240277128e-07,-3.262482768051579e-07
21.5710010000005,1.750240317124645e-08,4.69756593762138e-08,-5.865867503331457e-07,-3.270703531462946e-07
21.5760010000005,1.7492398993815677e-08,4.696574349794106e-08,-5.857230806988276e-07,-3.278666936694949e-07
21.5810010000005,1.7482394816384897e-08,4.695582761966831e-08,-5.84856644303297e-07,-3.2868155596191013e-07
21.586001000000504,1.7472390638954113e-08,4.694591174139556e-08,-5.839967190130065e-07,-3.294801942696046e-07
21.591001000000507,1.7462386461523337e-08,4.6935995863122814e-08,-5.831549600912177e-07,-3.302883798325651e-07
21.596001000000506,1.745238228409256e-08,4.6926079984850066e-08,-5.82313800178444e-07,-3.3106950412937456e-07
21.601001000000508,1.744237810666178e-08,4.691616410657732e-08,-5.814904128635982e-07,-3.3186161369107357e-07
21.60600100000051,1.7432373929231e-08,4.690624822830457e-08,-5.806714052911707e-07,-3.3263723929149547e-07
21.61100100000051,1.7422369751800226e-08,4.6896332350031824e-08,-5.798463115003541e-07,-3.334189790585177e-07
21.616001000000512,1.7412365574369446e-08,4.688641647175908e-08,-5.79025174451942e-07,-3.3418475154083516e-07
21.621001000000515,1.7402361396938663e-08,4.687650059348633e-08,-5.782178120033717e-07,-3.349342615451619e-07
21.626001000000517,1.7392357219507883e-08,4.686658471521358e-08,-5.773977250065254e-07,-3.356872415249078e-07
21.631001000000516,1.738235304207711e-08,4.6856668836940835e-08,-5.765815413729888e-07,-3.364311593224154e-07
21.63600100000052,1.737234886464633e-08,4.684675295866809e-08,-5.757650935635098e-07,-3.3716312103362835e-07
21.64100100000052,1.736234468721555e-08,4.683683708039534e-08,-5.749393808616022e-07,-3.379055256756496e-07
21.64600100000052,1.7352340509784772e-08,4.682692120212259e-08,-5.741300114578288e-07,-3.386367339167681e-07
21.651001000000523,1.7342336332353995e-08,4.6817005323849845e-08,-5.733376117252748e-07,-3.393789267393222e-07
21.656001000000526,1.7332332154923212e-08,4.68070894455771e-08,-5.725487483885876e-07,-3.4010749768245436e-07
21.661001000000528,1.7322327977492432e-08,4.6797173567304344e-08,-5.717688663016722e-07,-3.408381506557728e-07
21.666001000000527,1.731232380006166e-08,4.6787257689031603e-08,-5.709834684260032e-07,-3.4155789572915527e-07
21.67100100000053,1.7302319622630875e-08,4.6777341810758856e-08,-5.702226327972647e-07,-3.4228102840336587e-07
21.676001000000532,1.7292315445200098e-08,4.676742593248611e-08,-5.694550123057883e-07,-3.429740853246803e-07
21.68100100000053,1.728231126776932e-08,4.675751005421336e-08,-5.686892015549017e-07,-3.436784944573748e-07
21.686001000000534,1.727230709033854e-08,4.6747594175940614e-08,-5.679390448131371e-07,-3.4438104346996563e-07
21.691001000000536,1.726230291290776e-08,4.6737678297667867e-08,-5.671819046541642e-07,-3.450880433203396e-07
21.69600100000054,1.725229873547698e-08,4.672776241939511e-08,-5.664488391562928e-07,-3.45794527706469e-07
21.701001000000538,1.7242294558046208e-08,4.671784654112237e-08,-5.657029547977567e-07,-3.464909280662652e-07
21.70600100000054,1.7232290380615424e-08,4.6707930662849624e-08,-5.649690470357742e-07,-3.471976085285685e-07
21.711001000000543,1.7222286203184648e-08,4.669801478457687e-08,-5.642381805359936e-07,-3.478678910406527e-07
21.716001000000542,1.721228202575387e-08,4.668809890630413e-08,-5.635221209014467e-07,-3.485514318573473e-07
21.721001000000545,1.720227784832309e-08,4.667818302803138e-08,-5.628035985293935e-07,-3.492185369835326e-07
21.726001000000547,1.719227367089231e-08,4.666826714975863e-08,-5.62083122904026e-07,-3.4986653689526425e-07
21.731001000000546,1.7182269493461534e-08,4.665835127148589e-08,-5.613863582860728e-07,-3.50526686771868e-07
21.73600100000055,1.7172265316030757e-08,4.664843539321314e-08,-5.606867734306948e-07,-3.5118960104655716e-07
21.74100100000055,1.7162261138599974e-08,4.6638519514940386e-08,-5.599911432954132e-07,-3.5183577965687833e-07
21.746001000000554,1.7152256961169194e-08,4.662860363666764e-08,-5.592925268818334e-07,-3.524986433543222e-07
21.751001000000553,1.714225278373842e-08,4.66186877583949e-08,-5.585889996330873e-07,-3.5313352686136296e-07
21.756001000000555,1.713224860630764e-08,4.660877188012215e-08,-5.579035708161385e-07,-3.5377793696118875e-07
21.761001000000558,1.712224442887686e-08,4.65988560018494e-08,-5.57212975853033e-07,-3.5440300280134064e-07
21.766001000000557,1.7112240251446083e-08,4.6588940123576656e-08,-5.56534755143947e-07,-3.550409238882804e-07
21.77100100000056,1.7102236074015306e-08,4.657902424530391e-08,-5.558679386219445e-07,-3.556698675312149e-07
21.776001000000562,1.7092231896584523e-08,4.6569108367031155e-08,-5.551993677697269e-07,-3.563004704097239e-07
21.781001000000565,1.7082227719153743e-08,4.655919248875841e-08,-5.545396075052396e-07,-3.569177681128036e-07
21.786001000000564,1.707222354172297e-08,4.6549276610485667e-08,-5.538871480215547e-07,-3.575268798403585e-07
21.791001000000566,1.7062219364292186e-08,4.653936073221291e-08,-5.53238099235755e-07,-3.5812622245731695e-07
21.79600100000057,1.705221518686141e-08,4.6529444853940165e-08,-5.526009346277063e-07,-3.587401199391029e-07
21.801001000000568,1.7042211009430632e-08,4.6519528975667425e-08,-5.51966208075437e-07,-3.593390293794006e-07
21.80600100000057,1.7032206831999852e-08,4.650961309739467e-08,-5.513186649218989e-07,-3.599489206140025e-07
21.811001000000573,1.7022202654569072e-08,4.649969721912192e-08,-5.506774318025346e-07,-3.6055122857995593e-07
21.816001000000576,1.701219847713829e-08,4.648978134084917e-08,-5.500417028753786e-07,-3.6114272044951846e-07
21.821001000000575,1.700219429970752e-08,4.647986546257643e-08,-5.494097296775927e-07,-3.6174613225642177e-07
21.826001000000577,1.6992190122276735e-08,4.646994958430368e-08,-5.487844068697895e-07,-3.623413028399204e-07
21.83100100000058,1.698218594484596e-08,4.646003370603093e-08,-5.481570330608801e-07,-3.62929721018008e-07
21.83600100000058,1.697218176741518e-08,4.6450117827758186e-08,-5.475428421509705e-07,-3.6351229093324936e-07
21.84100100000058,1.69621775899844e-08,4.644020194948544e-08,-5.469182207530718e-07,-3.64081481938884e-07
21.846001000000584,1.695217341255362e-08,4.643028607121269e-08,-5.463034934269546e-07,-3.646541509517076e-07
21.851001000000586,1.6942169235122838e-08,4.642037019293994e-08,-5.456934176554238e-07,-3.6522862320185947e-07
21.856001000000585,1.6932165057692068e-08,4.64104543146672e-08,-5.450810919523151e-07,-3.657996469460991e-07
21.861001000000588,1.6922160880261284e-08,4.640053843639445e-08,-5.444736330651682e-07,-3.6636230807147313e-07
21.86600100000059,1.6912156702830504e-08,4.6390622558121696e-08,-5.438817397804849e-07,-3.6690206527771585e-07
21.87100100000059,1.690215252539973e-08,4.6380706679848955e-08,-5.432767907902778e-07,-3.674529762807575e-07
21.876001000000592,1.689214834796895e-08,4.637079080157621e-08,-5.426772663990459e-07,-3.680084336266207e-07
21.881001000000595,1.688214417053817e-08,4.6360874923303453e-08,-5.420813084422882e-07,-3.685501346880151e-07
21.886001000000597,1.6872139993107387e-08,4.6350959045030706e-08,-5.415008998282413e-07,-3.690913377500898e-07
21.891001000000596,1.6862135815676617e-08,4.6341043166757965e-08,-5.409263994744578e-07,-3.6963690914259607e-07
21.8960010000006,1.6852131638245834e-08,4.633112728848521e-08,-5.403492539947483e-07,-3.7017871333758375e-07
21.9010010000006,1.6842127460815054e-08,4.6321211410212464e-08,-5.397633651272704e-07,-3.7069195542728094e-07
21.9060010000006,1.683212328338428e-08,4.631129553193972e-08,-5.391885549124904e-07,-3.712115818993672e-07
21.911001000000603,1.6822119105953497e-08,4.630137965366697e-08,-5.386326263864577e-07,-3.717348235888183e-07
21.916001000000605,1.681211492852272e-08,4.629146377539422e-08,-5.380708446834867e-07,-3.722664915720847e-07
21.921001000000608,1.6802110751091937e-08,4.6281547897121475e-08,-5.375245489978777e-07,-3.7277972137874705e-07
21.926001000000607,1.6792106573661163e-08,4.6271632018848734e-08,-5.369803193872545e-07,-3.7330441791472244e-07
21.93100100000061,1.6782102396230383e-08,4.626171614057598e-08,-5.364276387084441e-07,-3.738162912831212e-07
21.936001000000612,1.67720982187996e-08,4.625180026230323e-08,-5.358774769503611e-07,-3.743255654127162e-07
21.94100100000061,1.676209404136883e-08,4.624188438403049e-08,-5.353342354664462e-07,-3.748138119717031e-07
21.946001000000614,1.6752089863938046e-08,4.623196850575774e-08,-5.347934274972925e-07,-3.7531295047450383e-07
21.951001000000616,1.674208568650727e-08,4.622205262748499e-08,-5.342547322315701e-07,-3.7579978195406553e-07
21.956001000000615,1.6732081509076492e-08,4.621213674921225e-08,-5.337236749190788e-07,-3.7630053928032264e-07
21.961001000000618,1.6722077331645712e-08,4.6202220870939496e-08,-5.331860611029835e-07,-3.767848723438595e-07
21.96600100000062,1.6712073154214932e-08,4.619230499266675e-08,-5.326531973359294e-07,-3.7725554681978905e-07
21.971001000000623,1.670206897678415e-08,4.6182389114394e-08,-5.321250763326742e-07,-3.777403280834238e-07
21.976001000000622,1.669206479935338e-08,4.6172473236121254e-08,-5.316044262758607e-07,-3.78210021435263e-07
21.981001000000624,1.6682060621922595e-08,4.6162557357848506e-08,-5.310965659518618e-07,-3.7868921502821787e-07
21.986001000000627,1.6672056444491815e-08,4.615264147957576e-08,-5.305822232974297e-07,-3.791517543375348e-07
21.991001000000626,1.6662052267061042e-08,4.614272560130301e-08,-5.300787043855347e-07,-3.796250358349966e-07
21.99600100000063,1.665204808963026e-08,4.6132809723030264e-08,-5.295662044291888e-07,-3.800986605240523e-07
22.00100100000063,1.664204391219948e-08,4.612289384475752e-08,-5.290771560061472e-07,-3.805730892485215e-07
22.006001000000634,1.6632039734768698e-08,4.611297796648477e-08,-5.285766700404337e-07,-3.810391913012005e-07
22.011001000000633,1.6622035557337928e-08,4.610306208821202e-08,-5.280874068667844e-07,-3.815151428415871e-07
22.016001000000635,1.6612031379907145e-08,4.6093146209939275e-08,-5.275922762594803e-07,-3.8197683788020577e-07
22.021001000000638,1.6602027202476364e-08,4.608323033166653e-08,-5.270938144681604e-07,-3.824281810699704e-07
22.026001000000637,1.659202302504559e-08,4.607331445339378e-08,-5.266063480818665e-07,-3.8287533570260045e-07
22.03100100000064,1.6582018847614808e-08,4.606339857512103e-08,-5.26120826462457e-07,-3.833247678070614e-07
22.036001000000642,1.657201467018403e-08,4.6053482696848285e-08,-5.256370867546612e-07,-3.8377315853351966e-07
22.041001000000644,1.6562010492753247e-08,4.604356681857553e-08,-5.251700013506695e-07,-3.842016804688495e-07
22.046001000000643,1.6552006315322474e-08,4.603365094030279e-08,-5.246930603332008e-07,-3.8464859881427987e-07
22.051001000000646,1.6542002137891694e-08,4.602373506203004e-08,-5.242139961882933e-07,-3.850977909534937e-07
22.05600100000065,1.653199796046091e-08,4.6013819183757296e-08,-5.237406393522517e-07,-3.8553985019280533e-07
22.061001000000648,1.652199378303014e-08,4.600390330548455e-08,-5.232657276880038e-07,-3.8597254278224585e-07
22.06600100000065,1.6511989605599357e-08,4.59939874272118e-08,-5.227927269491398e-07,-3.8639383111277437e-07
22.071001000000653,1.6501985428168577e-08,4.5984071548939054e-08,-5.223247406122824e-07,-3.8683255217423444e-07
22.076001000000655,1.6491981250737797e-08,4.59741556706663e-08,-5.218536034636739e-07,-3.8724846168617017e-07
22.081001000000654,1.6481977073307023e-08,4.596423979239356e-08,-5.214064106378268e-07,-3.876605194714426e-07
22.086001000000657,1.6471972895876243e-08,4.595432391412081e-08,-5.209506641183647e-07,-3.880819138768151e-07
22.09100100000066,1.646196871844546e-08,4.594440803584806e-08,-5.204938746254423e-07,-3.8849359235945983e-07
22.09600100000066,1.645196454101469e-08,4.593449215757532e-08,-5.200373822302341e-07,-3.888950566990966e-07
22.10100100000066,1.6441960363583906e-08,4.592457627930257e-08,-5.195896992859432e-07,-3.8929272978805406e-07
22.106001000000663,1.6431956186153126e-08,4.5914660401029816e-08,-5.191483793578588e-07,-3.896872304245307e-07
