time_after_pulse_ms,reference_left_normalized,simulation_left_normalized,reference_right_normalized,simulation_right_normalized,left_residual,right_residual,region
0,0.156705213629,0.000323045266906,0.176704758825,0.172029213571,-0.156382168362,-0.00467554525451,rise
0.01,0.157808811514,0.000346224169717,0.179289598413,0.192356821756,-0.157462587344,0.0130672233428,rise
0.02,0.158887459189,0.000372651681627,0.18191301232,0.214223706712,-0.158514807507,0.0323106943914,rise
0.03,0.159941545361,0.0004026541672,0.184568143065,0.237617857303,-0.159538891194,0.0530497142373,rise
0.04,0.160973810323,0.000436574221599,0.187247924663,0.26249731897,-0.160537236101,0.0752493943064,rise
0.05,0.161989209027,0.000474768834136,0.189945158384,0.288783644405,-0.161514440193,0.0988384860204,rise
0.06,0.162994449274,0.000517608637648,0.19265274904,0.316354394352,-0.162476840636,0.123701645311,rise
0.07,0.16399752334,0.000565481335442,0.195363578346,0.345035030082,-0.163432042004,0.149671451736,rise
0.08,0.165007196502,0.000618802119816,0.198069705594,0.374592970794,-0.164388394382,0.1765232652,rise
0.09,0.166032395681,0.000678031368125,0.200761194376,0.4047397237,-0.165354364313,0.203978529324,rise
0.1,0.167081571516,0.000743696414313,0.203425201655,0.435144547051,-0.166337875102,0.231719345395,rise
0.11,0.168161944645,0.000816412415844,0.206045756298,0.4654556047,-0.167345532229,0.259409848402,rise
0.12,0.169278605707,0.000896899242115,0.208604339356,0.495321413519,-0.168381706465,0.286717074163,rise
0.13,0.170433823844,0.000985993927802,0.211081200481,0.524408381981,-0.169447829916,0.3133271815,rise
0.14,0.17162689208,0.00108465911448,0.213457160133,0.552413486722,-0.170542232965,0.338956326588,rise
0.15,0.172854462636,0.00119398813352,0.215715531408,0.579072466575,-0.171660474503,0.363356935167,rise
0.16,0.174111256789,0.0013152073924,0.217843842053,0.604164076657,-0.172796049397,0.386320234604,rise
0.17,0.175391081667,0.00144967640249,0.219835117911,0.627510840437,-0.173941405265,0.407675722526,rise
0.18,0.176687839001,0.00159888560459,0.221688593583,0.648977518325,-0.175088953396,0.427288924743,rise
0.19,0.177996123084,0.00176445211166,0.223409846395,0.668468955355,-0.176231670973,0.44505910896,rise
0.2,0.179311394183,0.00194811332309,0.22501040099,0.685927733051,-0.17736328086,0.460917332061,rise
0.21,0.180629921001,0.00215171827382,0.226506796912,0.701331178174,-0.178478202727,0.474824381262,rise
0.22,0.181948481447,0.00237721655814,0.227919146592,0.714687705208,-0.179571264889,0.486768558616,rise
0.23,0.183263892096,0.00262664492893,0.229269483259,0.726032789664,-0.180637247167,0.496763306406,rise
0.24,0.184572708527,0.00290211198419,0.230580295345,0.735424820907,-0.181670596542,0.504844525562,rise
0.25,0.185871235457,0.00320578103708,0.231873320057,0.742941021521,-0.18266545442,0.511067701464,rise
0.26,0.18715568838,0.00353985083512,0.233168441968,0.748673564581,-0.183615837545,0.515505122613,rise
0.27,0.188422422308,0.0039065339326,0.234482690683,0.752725975601,-0.184515888375,0.518243284919,rise
0.28,0.189668155267,0.00430803339063,0.235829479969,0.755209871503,-0.185360121876,0.519380391533,rise
0.29,0.190889965776,0.00474651916359,0.237218201511,0.756242062802,-0.186143446612,0.519023861291,rise
0.3,0.192085015647,0.00522410514064,0.238654270421,0.755942025888,-0.186860910506,0.517287755467,rise
0.31,0.193250271885,0.00574282706749,0.240139660273,0.754429738136,-0.187507444818,0.514290077863,rise
0.32,0.194382397046,0.00630462142469,0.241673788395,0.751823858608,-0.188077775621,0.510150070212,rise
0.33,0.195477730172,0.0069113057319,0.243254573552,0.748240230189,-0.18856642444,0.504985656636,rise
0.34,0.196532433026,0.00756456057726,0.244879620934,0.743790675204,-0.188967872448,0.49891105427,rise
0.35,0.197542977859,0.00826591328549,0.246547486128,0.73858205575,-0.189277064573,0.492034569623,rise
0.36,0.198506790381,0.00901672360604,0.248258796616,0.7327155701,-0.189490066775,0.484456773484,rise
0.37,0.199422745845,0.00981817184566,0.250016944953,0.726286256253,-0.189604573999,0.4762693113,rise
0.38,0.200291567919,0.0106712492952,0.251828128021,0.719382674139,-0.189620318623,0.467554546118,rise
