time_after_pulse_ms,reference_left_normalized,simulation_left_normalized,reference_right_normalized,simulation_right_normalized,left_residual,right_residual,region
0,0.248838156359,0.172029213571,0.017679334599,0.000323045266906,-0.0768089427888,-0.0173562893321,rise
0.01,0.269123318052,0.192356821756,0.0176209771202,0.000346224169717,-0.0767664962961,-0.0172747529505,rise
0.02,0.289699060633,0.214223706712,0.01753011242,0.000372651681627,-0.0754753539217,-0.0171574607383,rise
0.03,0.310385077518,0.237617857303,0.0174082202008,0.0004026541672,-0.0727672202158,-0.0170055660336,rise
0.04,0.331000389152,0.26249731897,0.0172585122966,0.000436574221599,-0.0685030701821,-0.016821938075,rise
0.05,0.351371322693,0.288783644405,0.0170855403422,0.000474768834136,-0.0625876782883,-0.016610771508,rise
0.06,0.37133790266,0.316354394352,0.0168943101812,0.000517608637648,-0.0549835083082,-0.0163767015436,rise
0.07,0.390758279136,0.345035030082,0.0166891265665,0.000565481335442,-0.0457232490535,-0.016123645231,rise
0.08,0.40951118535,0.374592970794,0.0164724828031,0.000618802119816,-0.0349182145564,-0.0158536806833,rise
0.09,0.427496680089,0.4047397237,0.0162443696217,0.000678031368125,-0.0227569563891,-0.0155663382536,rise
0.1,0.444635729648,0.435144547051,0.0160022708082,0.000743696414313,-0.00949118259678,-0.0152585743939,rise
0.11,0.460869165764,0.4654556047,0.0157417831037,0.000816412415844,0.00458643893559,-0.0149253706878,rise
0.12,0.476156282838,0.495321413519,0.015457540325,0.000896899242115,0.0191651306801,-0.0145606410829,rise
0.13,0.490473194423,0.524408381981,0.0151440902105,0.000985993927802,0.0339351875574,-0.0141580962827,rise
0.14,0.503810999631,0.552413486722,0.0147964711303,0.00108465911448,0.0486024870909,-0.0137118120158,rise
0.15,0.516173698909,0.579072466575,0.0144104550668,0.00119398813352,0.0628987676658,-0.0132164669332,rise
0.16,0.527575866176,0.604164076657,0.013982707954,0.0013152073924,0.076588210481,-0.0126675005617,rise
0.17,0.538040374737,0.627510840437,0.0135111830696,0.00144967640249,0.0894704657001,-0.0120615066671,rise
0.18,0.54759656211,0.648977518325,0.0129957985809,0.00159888560459,0.101380956215,-0.0113969129763,rise
0.19,0.556278928117,0.668468955355,0.0124391350666,0.00176445211166,0.112190027237,-0.0106746829549,rise
0.2,0.564126246911,0.685927733051,0.0118468372428,0.00194811332309,0.12180148614,-0.00989872391966,rise
0.21,0.571180962742,0.701331178174,0.0112276007423,0.00215171827382,0.130150215432,-0.00907588246848,rise
0.22,0.577488613667,0.714687705208,0.0105927827066,0.00237721655814,0.137199091541,-0.00821556614844,rise
