% Model:              1D_PoST5400um_12.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 8 2026, 17:22
% Table:              プローブテーブル 2 - 
% Time (ms)              温度 (K), 吸収体              温度 (K), TES              ec.Jx*nx (A)             ec.Jx*nx (A)
0                        0.16489395194503195      0.1648744689615903       -3.105293034237684E-5    -3.105253695684028E-5
0.001                    0.16489472456954155      0.1648748250965756       -3.1048909631259325E-5   -3.104851623438184E-5
0.002                    0.16489474881695546      0.16487524704051723      -3.1044146618241205E-5   -3.104375319631229E-5
0.003                    0.16489475297462083      0.1648755591480607       -3.104062394186978E-5    -3.1040230492345704E-5
0.004                    0.16489475451166288      0.16487580308568225      -3.103787096594853E-5    -3.103747748876487E-5
0.005                    0.16489475539402362      0.164875999465949        -3.103565488419261E-5    -3.10352613806653E-5
0.006                    0.16489475602264095      0.16487616005597244      -3.103384280422942E-5    -3.103344927637447E-5
0.007                    0.16489475652163998      0.16487629274527407      -3.10323456355328E-5     -3.10319520856489E-5
0.008                    0.1648947569371905       0.16487640266633127      -3.103110542392658E-5    -3.1030711854338624E-5
0.009000000000000001     0.1648947572962262       0.16487649401157703      -3.103007483776838E-5    -3.102968125070733E-5
0.01                     0.16489475761464484      0.16487657013182958      -3.1029216052348914E-5   -3.102882244987435E-5
0.011                    0.16489475790309446      0.1648766338608636       -3.102849708453742E-5    -3.1028103468497837E-5
0.012                    0.1648947581669071       0.16487668691701968      -3.102789853634101E-5    -3.102750490843049E-5
0.013000000000000001     0.1648947584111247       0.1648767310838443       -3.1027400282370055E-5   -3.102700664409584E-5
0.014                    0.16489475863965875      0.1648767679272156       -3.1026984651646796E-5   -3.102659100434004E-5
0.015000000000000001     0.16489475885507898      0.16487679860268958      -3.1026638605571985E-5   -3.1026244950413554E-5
0.016                    0.1648947590595317       0.164876824149339        -3.102635042036253E-5    -3.102595675839087E-5
0.017000000000000005     0.16489475925467287      0.16487684543712594      -3.102611028056535E-5    -3.1025716612689696E-5
0.018000000000000002     0.16489475944181012      0.16487686318703276      -3.102591005191676E-5    -3.1025516378932935E-5
0.019                    0.1648947596221919       0.1648768781218683       -3.102574158028076E-5    -3.102534790287648E-5
0.02                     0.16489475979685358      0.1648768908408414       -3.10255981062678E-5     -3.102520442505014E-5
0.021                    0.16489475996585848      0.16487690138488953      -3.102547916708187E-5    -3.1025085482689526E-5
0.022                    0.16489476013028043      0.1648769103713893       -3.102537779623534E-5    -3.102498410934812E-5
0.023                    0.16489476028971892      0.16487691756812026      -3.102529661398006E-5    -3.102490292528861E-5
0.024                    0.1648947604457224       0.1648769238459384       -3.102522579732242E-5    -3.1024832108066316E-5
0.025                    0.16489476059767982      0.1648769288627752       -3.1025169204543364E-5   -3.1024775515746706E-5
0.026000000000000002     0.1648947607466534       0.1648769331815427       -3.102512048346102E-5    -3.1024726797747934E-5
0.027                    0.16489476089249724      0.16487693672569104      -3.10250804978458E-5     -3.1024686817622686E-5
0.028                    0.1648947610356524       0.16487693970237172      -3.10250469086108E-5     -3.102465323886463E-5
0.029000000000000005     0.16489476117635266      0.16487694222343016      -3.102501845295469E-5    -3.102462479982128E-5
0.030000000000000002     0.16489476131466305      0.1648769443071054       -3.1024994922443734E-5   -3.1024601294721025E-5
0.031                    0.1648947614509791       0.16487694611800965      -3.1024974454822294E-5   -3.102458086666713E-5
0.032                    0.16489476158519367      0.16487694760464675      -3.102495763051975E-5    -3.102456409655115E-5
0.033                    0.16489476171773854      0.16487694892333998      -3.102494267155191E-5    -3.102454922093775E-5
0.03400000000000001      0.1648947618484421       0.1648769500090294       -3.10249303167287E-5     -3.1024536973757044E-5
0.035                    0.16489476197794686      0.16487695103805666      -3.102491849490124E-5    -3.102452536592036E-5
0.036000000000000004     0.16489476210600332      0.1648769519429969       -3.102490799797693E-5    -3.102451515795885E-5
0.037                    0.16489476223261604      0.1648769527238508       -3.102489882595446E-5    -3.102450634987131E-5
0.038                    0.16489476235778522      0.16487695338061684      -3.1024890978832515E-5   -3.102449894165645E-5
0.039                    0.16489476248185078      0.16487695398221006      -3.102488355574723E-5    -3.1024492155612304E-5
0.04                     0.16489476260487868      0.16487695454064863      -3.102487639959035E-5    -3.102448585610961E-5
0.041                    0.16489476272668488      0.16487695502018818      -3.102486997762638E-5    -3.102448044653053E-5
0.042                    0.16489476284727445      0.16487695542082764      -3.1024864289854976E-5   -3.102447592687449E-5
0.043000000000000003     0.1648947629667507       0.16487695576039663      -3.102485906250256E-5    -3.102447209608694E-5
0.044                    0.16489476308561737      0.1648769561220884       -3.102485301803667E-5    -3.1024468015970555E-5
0.045                    0.1648947632035122       0.1648769564458941       -3.1024847077955935E-5   -3.102446436325731E-5
0.046                    0.16489476332043618      0.16487695673181452      -3.102484124226028E-5    -3.10244611379471E-5
0.04700000000000001      0.16489476343638979      0.16487695697984883      -3.1024835510949556E-5   -3.102445834003978E-5
0.048                    0.16489476355172653      0.16487695723379672      -3.1024828874629814E-5   -3.1024455475358676E-5
0.049                    0.16489476366635863      0.16487695748230452      -3.10248215949392E-5     -3.1024452671995706E-5
0.05                     0.16489476378019696      0.1648769577148398       -3.102481391464591E-5    -3.102445004880455E-5
0.051000000000000004     0.1648947638932419       0.1648769579314019       -3.102480583375037E-5    -3.1024447605785125E-5
0.052000000000000005     0.16489476400558842      0.16487695813983594      -3.102479696814306E-5    -3.102444525445164E-5
0.053                    0.16489476411739543      0.1648769583530414       -3.102478668633668E-5    -3.102444284933092E-5
0.054                    0.16489476422852611      0.16487695855961168      -3.10247755467086E-5     -3.1024440519053716E-5
0.055                    0.16489476433897604      0.16487695875954847      -3.102476354925987E-5    -3.102443826361994E-5
0.056                    0.16489476444874593      0.16487695895285093      -3.1024750693991385E-5   -3.102443608302975E-5
0.057                    0.16489476455800242      0.16487695914810982      -3.102473579457598E-5    -3.1024433880391305E-5
0.05800000000000001      0.1648947646666514       0.16487695934066257      -3.1024719494474816E-5   -3.1024431708258395E-5
0.059000000000000004     0.16489476477469134      0.16487695953001977      -3.102470186190721E-5    -3.10244295722024E-5
0.060000000000000005     0.16489476488211302      0.164876959716179        -3.102468289687551E-5    -3.102442747222329E-5
0.061                    0.16489476498895753      0.16487695990092735      -3.1024661478302823E-5   -3.102442538816148E-5
0.062                    0.1648947650952409       0.1648769600852211       -3.102463700665474E-5    -3.102442330923592E-5
0.063                    0.1648947652009355       0.16487696026772075      -3.1024610321363096E-5   -3.102442125054132E-5
0.064                    0.16489476530604716      0.16487696044842784      -3.102458142243361E-5    -3.102441921207774E-5
0.065                    0.16489476541057269      0.16487696062734206      -3.102455030987257E-5    -3.10244171938452E-5
0.066                    0.16489476551450616      0.16487696080446365      -3.1024516983686844E-5   -3.102441519584358E-5
0.067                    0.16489476561785602      0.16487696097979193      -3.102448144388349E-5    -3.1024413218072965E-5
0.06800000000000002      0.16489476572062023      0.1648769611533273       -3.102444369047037E-5    -3.1024411260533413E-5
0.069                    0.16489476582279783      0.16487696132506888      -3.1024403723455606E-5   -3.102440932322473E-5
0.07                     0.1648947659243256       0.1648769614959252       -3.102435944649072E-5    -3.102440739590295E-5
0.07100000000000001      0.16489476602522882      0.1648769616656503       -3.1024311421128705E-5   -3.102440548131198E-5
0.07200000000000001      0.16489476612552037      0.1648769618338634       -3.102426053348627E-5    -3.102440358378189E-5
0.073                    0.16489476622521143      0.16487696200056493      -3.1024206783577755E-5   -3.102440170331275E-5
0.074                    0.16489476632429292      0.16487696216575354      -3.102415017141808E-5    -3.1024399839904567E-5
0.075                    0.16489476642277281      0.1648769623294295       -3.102409069702339E-5    -3.10243979935572E-5
0.076                    0.16489476652064733      0.16487696249159228      -3.10240283604103E-5     -3.102439616427074E-5
0.077                    0.16489476661791577      0.1648769626522441       -3.1023963161596334E-5   -3.102439435204513E-5
0.078                    0.16489476671457856      0.16487696281138234      -3.102389510059984E-5    -3.1024392556880475E-5
0.079                    0.16489476681044637      0.16487696297022852      -3.102382105432343E-5    -3.102439076501387E-5
