case,side,parent_element,element_type,face_area_m2,edge_min_m,edge_max_m,element_depth_m,element_volume_m3,element_aspect_ratio,face_node_count,K_ff_trace_W_K,K_fi_fro_W_K,K_ii_trace_W_K,K_condensed_trace_W_K,K_condensed_fro_W_K,condensation
historical,substrate_side,149575,504,4.8072662380872257e-11,9.077783674355476e-06,1.352862163161661e-05,1.7823251824999908e-06,1.1424148900166533e-16,1.6234413749885863,3,1.544287188067739e-11,4.16686814566778e-12,6.048309411461018e-12,1.2572187039310005e-11,9.834577559546483e-12,solve
historical,substrate_side,246831,504,5.0748001613606555e-11,1.0575611627106285e-05,1.1314119139381358e-05,1.7823251824999908e-06,1.2059925498330888e-16,1.4701269526050644,3,1.5079500624238153e-11,5.028319729577049e-12,6.384909854598457e-12,1.1119538795702063e-11,7.89323582901619e-12,solve
historical,substrate_side,248485,504,4.9698576119628106e-11,1.0575611627106285e-05,1.0992828041423497e-05,1.7823251824999908e-06,1.1810536500320833e-16,1.2659619957270722,3,1.3677507720407323e-11,4.02165802199562e-12,6.2528753514629926e-12,1.1090900385895603e-11,7.852840262809433e-12,solve
historical,substrate_side,150654,504,4.8536933247599296e-11,9.782669942268802e-06,1.2594744717095654e-05,1.7823251825000179e-06,1.1534479787802305e-16,1.656125731342774,3,1.6544640372261243e-11,5.407889884415039e-12,6.1067221082749194e-12,1.1755610761378887e-11,8.766607850040348e-12,solve
historical,substrate_side,175460,504,4.791243400314959e-11,1.0046115152699677e-05,1.1542477626745035e-05,4.445798606749987e-06,2.840120431162724e-16,1.9598000881873023,3,2.920261680618833e-11,1.6263245778132202e-12,2.4166915133590666e-12,2.810817359000678e-11,2.020914888340992e-11,solve
historical,substrate_side,242435,504,5.803546382044869e-11,1.0455962099554302e-05,1.422192603261691e-05,4.445798606750014e-06,3.440186455933874e-16,1.9716048805289967,3,3.260616953150004e-11,2.7373896826750556e-12,2.9272946742700543e-12,3.004636496495623e-11,2.2828147617212017e-11,solve
historical,substrate_side,185060,504,6.415920127323568e-11,1.0979082239294021e-05,1.294617451297992e-05,1.7823251825000179e-06,1.5247008015783199e-16,1.700554899144573,3,1.749385237052271e-11,7.063412679321181e-12,8.072253161645925e-12,1.1313199004068784e-11,8.16379204346879e-12,solve
historical,substrate_side,188876,504,5.298994224528761e-11,1.0979082239294021e-05,1.1144073152115969e-05,1.7823251824999908e-06,1.2592707797732846e-16,1.7238369459599814,3,1.7124186148202087e-11,6.349089445836836e-12,6.666981825464114e-12,1.1077831463797275e-11,7.834371625321209e-12,solve
historical,substrate_side,147253,504,5.351936277041941e-11,1.0581776642652329e-05,1.2504446286472922e-05,1.7823251824999908e-06,1.271852106894288e-16,1.344718436041327,3,1.3638276326896748e-11,3.8961948332137336e-12,6.733591390780202e-12,1.1383857652317431e-11,8.261431103118104e-12,solve
historical,substrate_side,212364,504,4.51984366264546e-11,8.672651530412354e-06,1.190663695387974e-05,1.7823251824999908e-06,1.0741108241194701e-16,1.8974300699377795,3,1.944501554120315e-11,6.585467050252595e-12,5.686685864519189e-12,1.1818714862182009e-11,8.85104795020925e-12,solve
historical,substrate_side,348774,504,6.145201006760226e-11,1.1262664394900107e-05,1.2638075392780106e-05,4.445798606749987e-06,3.6427101432071233e-16,1.869778184495198,3,2.9794114653333315e-11,2.4394448637056855e-12,3.099624435683403e-12,2.787423972443793e-11,1.9882492706934873e-11,solve
historical,substrate_side,113408,504,5.3479136761351096e-11,1.0043473120214052e-05,1.2210734458353386e-05,1.7823251824999908e-06,1.2708961625082333e-16,1.7136436106481578,3,1.7303324334836525e-11,6.324743066044895e-12,6.728530315791129e-12,1.1358136756859541e-11,8.225952796537584e-12,solve
historical,substrate_side,357475,504,6.006229687280776e-11,1.0418469115832298e-05,1.3665931918971871e-05,1.7823251825000179e-06,1.4273405898026198e-16,1.9867010058147907,3,2.0342526622877866e-11,8.104020938098087e-12,7.556797095438474e-12,1.1651654744793982e-11,8.62670777963532e-12,solve
historical,substrate_side,120535,504,5.497113157818601e-11,1.1148640679917968e-05,1.1339079833170547e-05,1.7823251825000179e-06,1.306352428297626e-16,1.7434938806768172,3,1.6257396421318073e-11,5.984743855124957e-12,6.916247114603266e-12,1.1078697855757854e-11,7.83559665899887e-12,solve
historical,substrate_side,275833,504,4.511015724791847e-11,8.804544107047887e-06,1.1430896090591219e-05,1.1164550075000012e-06,6.715128126473471e-17,2.261719951284524,3,1.7354092302657593e-11,9.56197260303682e-12,9.060577581814933e-12,7.262978437606177e-12,5.355538363572477e-12,solve
historical,substrate_side,175349,504,5.068835604646029e-11,9.986369612289585e-06,1.2159967002766888e-05,5.77753531874999e-06,3.9047168974373233e-16,2.8224935471413457,3,4.224330071461853e-11,3.224675499370534e-12,1.9673805134085678e-12,3.695783000604436e-11,2.6857461425826307e-11,solve
historical,substrate_side,163300,504,5.1763881420868696e-11,1.0038026361210938e-05,1.269169724584403e-05,1.7823251825000179e-06,1.2301342586714362e-16,1.3686034882026263,3,1.459609497280545e-11,4.426492994970122e-12,6.5127237740875494e-12,1.1587547256951387e-11,8.539922731232598e-12,solve
historical,substrate_side,38951,504,3.8803895666739405e-11,8.38698723963788e-06,1.1351996808345681e-05,4.445798606749987e-06,2.300190737222161e-16,2.4330318726269993,3,3.1665164902404294e-11,2.00618226471516e-12,1.9572590559042556e-12,2.96088365553127e-11,2.22491230880029e-11,solve
historical,substrate_side,181228,504,4.948539178772201e-11,1.034214008879004e-05,1.1168492048449578e-05,1.7823251825000179e-06,1.175987465988474e-16,1.3790340673173715,3,1.4046042805357949e-11,4.266213944962874e-12,6.226053354569456e-12,1.1122749285742056e-11,7.897757941138528e-12,solve
historical,substrate_side,106349,504,5.4299056914197487e-11,9.51066253713626e-06,1.249280976800968e-05,1.7823251825000179e-06,1.2903810203223257e-16,1.5649830791759445,3,1.471013279848553e-11,4.551172672716288e-12,6.831689378166652e-12,1.1678207377069766e-11,8.662537524604922e-12,solve
historical,substrate_side,108386,504,5.254277117070337e-11,9.7091243709722e-06,1.2252308508832707e-05,1.7823251825000179e-06,1.2486440562117232e-16,1.9393999132497668,3,1.792191236981795e-11,6.526245538006222e-12,6.61072055585702e-12,1.1479062386602395e-11,8.392133346107616e-12,solve
historical,substrate_side,334087,504,5.649167421842185e-11,1.1303980931603843e-05,1.1562417350519463e-05,1.7823251824999908e-06,1.3424871141477191e-16,2.0543030086900194,3,2.0352189201181007e-11,8.118023138579367e-12,7.107555685961348e-12,1.1080042405528256e-11,7.837497593725016e-12,solve
historical,substrate_side,371106,504,5.0414283649629985e-11,1.012005360449225e-05,1.2001577583561285e-05,1.7823251824999908e-06,1.1980619640857784e-16,1.5602708515165071,3,1.490221339144921e-11,4.7559976155403784e-12,6.342922799953925e-12,1.1336110818170205e-11,8.195513242328248e-12,solve
historical,substrate_side,359975,504,4.585228169089072e-11,9.633852128574658e-06,1.2490605285929616e-05,1.782325182499991e-06,1.089649017770107e-16,2.1350710361448875,3,2.1910551929153532e-11,7.592376690412841e-12,5.768950025915821e-12,1.1918407162745502e-11,8.983732972452159e-12,solve
historical,substrate_side,179003,504,5.517449706916954e-11,1.037291024891921e-05,1.2738116938544604e-05,4.445798606750014e-06,3.270596029309955e-16,2.291519374361845,3,3.5342995391547443e-11,4.363013992409315e-12,2.782988207448441e-12,2.8502904927990517e-11,2.0754658883246876e-11,solve
historical,substrate_side,161464,504,5.751493652457856e-11,1.0631353190259918e-05,1.233301705106946e-05,1.7823251824999908e-06,1.3668042631686068e-16,1.8123007342547635,3,1.841087249420703e-11,7.20299297284236e-12,7.236298441827239e-12,1.1241031700062639e-11,8.06348699417036e-12,solve
historical,substrate_side,84741,504,5.210588259584231e-11,1.0141624205478587e-05,1.2997069448500096e-05,4.445798606749987e-06,3.0886968033076823e-16,2.050757463221504,3,3.0616586599799435e-11,1.8982756496829885e-12,2.6282080400502898e-12,2.9245519170102953e-11,2.1763287149572193e-11,solve
historical,substrate_side,97132,504,4.171963661394454e-11,8.587850391712581e-06,1.0711977900339496e-05,1.7823251825000177e-06,9.914394525570947e-17,1.5259982701667576,3,1.4175283334552285e-11,3.762901686096326e-12,5.248997211256081e-12,1.1477733968577631e-11,8.390316196472152e-12,solve
historical,substrate_side,125810,504,6.182294182485025e-11,1.1685794190261665e-05,1.2476002533998004e-05,1.7823251825000179e-06,1.4691811476088359e-16,1.5324171818048693,3,1.4869466947606838e-11,5.4021332775345145e-12,7.778314375869249e-12,1.1117620141468393e-11,7.890532709096709e-12,solve
historical,substrate_side,369891,504,5.247467399560644e-11,1.0325024896711923e-05,1.1846205563580162e-05,1.7823251824999908e-06,1.2470257720779647e-16,1.4619225620555907,3,1.3964602361433182e-11,4.2575416171910355e-12,6.602152842636421e-12,1.1219034202960319e-11,8.032792619664426e-12,solve
historical,substrate_side,366800,504,4.9150654181574386e-11,9.295636960531362e-06,1.1846205563580162e-05,1.782325182499991e-06,1.1680326491222485e-16,1.7799048035382499,3,1.616419399741837e-11,5.357945764652844e-12,6.183938012639925e-12,1.1521912208971709e-11,8.450650257500542e-12,solve
historical,substrate_side,159134,504,5.904600201272736e-11,1.1378621570450219e-05,1.2214421908758293e-05,1.7823251824999908e-06,1.4031890175097305e-16,1.3337496007331706,3,1.3825488115681219e-11,4.481826351407091e-12,7.428930955669828e-12,1.1121631051450922e-11,7.896183006234044e-12,solve
historical,substrate_side,83406,504,4.655085424285474e-11,9.223947981716575e-06,1.1658831198194015e-05,4.445798606749987e-06,2.759409639145412e-16,2.330766301695019,3,3.0401714834054135e-11,2.031534472984122e-12,2.3480137615410347e-12,2.8644002684950642e-11,2.094801102351578e-11,solve
historical,substrate_side,83835,504,4.2528226782150895e-11,8.605719858708005e-06,1.0921518566924672e-05,4.445798606750014e-06,2.520959085008467e-16,2.265719511331625,3,2.9556293818323174e-11,1.3080680284868532e-12,2.1451134111841995e-12,2.8758647428986157e-11,2.1104503736658013e-11,solve
