series,peak_uA,rise_time_10_90_us,fall_time_90_10_us,peak_error_pct,rise_time_error_pct,fall_time_error_pct
COMSOL,7.774843617004916,161.38278664734167,25955.52840996563,,,
Elmer optimized single-pixel mesh (previous completed run),7.700595803490932,168.99191208344067,27144.391719757914,-0.9549750087781985,4.714954794235071,4.580385692844606
