time_after_pulse_ms,reference_left_normalized,simulation_left_normalized,reference_right_normalized,simulation_right_normalized,left_residual,right_residual,region
0,0.156705213629,0.00086879484624,0.176704758825,0.160601173259,-0.155836418783,-0.0161035855658,rise
0.01,0.157808811514,0.000882035730473,0.179289598413,0.179746723884,-0.156926775783,0.00045712547108,rise
0.02,0.158887459189,0.000896647312172,0.18191301232,0.200350203969,-0.157990811877,0.0184371916485,rise
0.03,0.159941545361,0.000912771541157,0.184568143065,0.222402099972,-0.15902877382,0.0378339569071,rise
0.04,0.160973810323,0.000930557389817,0.187247924663,0.245864958422,-0.160043252933,0.0586170337583,rise
0.05,0.161989209027,0.000950153452953,0.189945158384,0.270667245311,-0.161039055574,0.0807220869267,rise
0.06,0.162994449274,0.000971689198547,0.19265274904,0.296696554502,-0.162022760075,0.104043805461,rise
0.07,0.16399752334,0.000995255211508,0.195363578346,0.323793819887,-0.163002268128,0.128430241541,rise
0.08,0.165007196502,0.00102090090371,0.198069705594,0.351752476155,-0.163986295598,0.153682770561,rise
0.09,0.166032395681,0.00104865030764,0.200761194376,0.380325605723,-0.164983745374,0.179564411347,rise
0.1,0.167081571516,0.00107852309567,0.203425201655,0.409239421482,-0.166003048421,0.205814219826,rise
0.11,0.168161944645,0.00111055314938,0.206045756298,0.438208610351,-0.167051391495,0.232162854053,rise
0.12,0.169278605707,0.00114480336431,0.208604339356,0.46695025443,-0.168133802343,0.258345915074,rise
0.13,0.170433823844,0.00118137727012,0.211081200481,0.495194691999,-0.169252446574,0.284113491518,rise
0.14,0.17162689208,0.00122042758143,0.213457160133,0.522692368699,-0.170406464498,0.309235208565,rise
0.15,0.172854462636,0.001262161965,0.215715531408,0.549217399144,-0.171592300671,0.333501867736,rise
0.16,0.174111256789,0.00130684806217,0.217843842053,0.574570084603,-0.172804408727,0.35672624255,rise
0.17,0.175391081667,0.00135481912656,0.219835117911,0.598579377272,-0.174036262541,0.378744259361,rise
0.18,0.176687839001,0.00140647914284,0.221688593583,0.621104560798,-0.175281359858,0.399415967216,rise
0.19,0.177996123084,0.00146230582925,0.223409846395,0.642035630043,-0.176533817255,0.418625783648,rise
0.2,0.179311394183,0.00152285161563,0.22501040099,0.661292521431,-0.177788542568,0.436282120441,rise
0.21,0.180629921001,0.00158874370123,0.226506796912,0.678823488991,-0.1790411773,0.45231669208,rise
0.22,0.181948481447,0.00166068322618,0.227919146592,0.694602891504,-0.180287798221,0.466683744911,rise
0.23,0.183263892096,0.00173944263406,0.229269483259,0.708628610308,-0.181524449462,0.479359127049,rise
0.24,0.184572708527,0.00182586101909,0.230580295345,0.720919271987,-0.182746847507,0.490338976642,rise
0.25,0.185871235457,0.00192083825627,0.231873320057,0.731511410216,-0.183950397201,0.499638090159,rise
