time_from_pulse_us,comsol_current_drop_uA,amgx_current_drop_uA,amgx_minus_comsol_uA
0.000000000000000000e+00,-1.053404105277877534e-06,-8.980395134864225430e-04,-8.969861093811446655e-04
5.000000000000000278e-02,-1.057006567795757385e-06,2.647382382866908523e-01,2.647392952932586252e-01
