time_s,tes_temperature_K,tes_current_A,tes_resistance_ohm,tes_power_W
  2.0001476340246967E-02,  1.6856312281815941E-01,  1.4375639255084587E-04,  1.5484703347268938E-02,  3.2029457342901010E-10
  2.0002552680493932E-02,  1.6856312281815941E-01,  1.4377441176177108E-04,  1.5493534977891008E-02,  3.2029404443846194E-10
  2.0004705360987866E-02,  1.6856313659076408E-01,  1.4377640440841865E-04,  1.5494619206648977E-02,  3.2029458142467635E-10
  2.0009010721975730E-02,  1.6856315094126187E-01,  1.4377605219586463E-04,  1.5494752906683368E-02,  3.2029518416214594E-10
  2.0017621443951462E-02,  1.6856315594984794E-01,  1.4377554998815277E-04,  1.5494818643428651E-02,  3.2029563875227563E-10
  2.0034842887902925E-02,  1.6856769541408664E-01,  1.4377472655671678E-04,  1.5494928823015203E-02,  3.2029663643537144E-10
  2.0069285775805853E-02,  1.6856443385311293E-01,  1.4361805016138623E-04,  1.5516472706809781E-02,  3.2019787132332557E-10
  2.0103728663708780E-02,  1.6856154538269380E-01,  1.4373050193465297E-04,  1.5500612983927034E-02,  3.2021381717680148E-10
  2.0172614439514635E-02,  1.6856048526284662E-01,  1.4383118939026269E-04,  1.5487186002047598E-02,  3.2028288698747589E-10
