case,interface,constraint_row_id,master_side,slave_side,master_boundary,slave_boundary,associated_primal_dofs,associated_primal_nodes,multiplier_value,multiplier_units,slave_reaction_W,master_reaction_W,reaction_balance_W,sign_convention
historical,TES_to_membrane,3343,Membrane_SiNx,TES,23,24,59573;59575;59577;59579;86259;86260;86279;87489;87490;87491;88619,26846;26463;25287;25282;28767;26498;25336;26816;25719;24878;25210,0.040960709285483995,W/m^2 (Galerkin area-weighted thermal constraint),1.8009177427068458e-12,-1.8009177427068456e-12,2.0194839173657902e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3344,Membrane_SiNx,TES,23,24,59569;59571;59575;59577;59579;85026;86260;86277;86279;87489;87490;87491;87513;87514;88619,26378;25305;26463;25287;25282;27898;26498;25902;25336;26816;25719;24878;24381;24599;25210,0.0255949118151909,W/m^2 (Galerkin area-weighted thermal constraint),1.5713734492342484e-12,-1.571373449234249e-12,-6.058451752097371e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3345,Membrane_SiNx,TES,23,24,59559;59561;59569;59571;59577;85026;85027;86260;86271;86277;86278;86279;87490;87491;87507;87513;87514,26455;25315;26378;25305;25287;27898;27121;26498;26291;25902;25661;25336;25719;24878;25107;24381;24599,0.08362420261548284,W/m^2 (Galerkin area-weighted thermal constraint),5.305379870804371e-12,-5.305379870804371e-12,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3346,Membrane_SiNx,TES,23,24,59549;59551;59559;59561;59571;85027;86271;86277;86278;86279;86750;87507;87514,26380;25319;26455;25315;25305;27121;26291;25902;25661;25336;25259;25107;24599,0.0051755290247437165,W/m^2 (Galerkin area-weighted thermal constraint),3.214719288256587e-13,-3.214719288256588e-13,-1.0097419586828951e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3347,Membrane_SiNx,TES,23,24,59535;59537;59549;59551;59561;85008;85009;85010;85027;85527;85528;86271;86278;86750;86751;87507;87514,26174;25327;26380;25319;25315;28558;28259;28006;27121;26252;25890;26291;25661;25259;25228;25107;24599,0.04975260080941167,W/m^2 (Galerkin area-weighted thermal constraint),2.701613246274405e-12,-2.7016132462744053e-12,-4.0389678347315804e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3348,Membrane_SiNx,TES,23,24,59517;59519;59521;59535;59537;59551;84168;85010;85515;85516;85527;85528;86271;86748;86749;86750;86751;87507;87887;87888,27863;26292;25329;26174;25327;25319;28474;28006;27059;26171;26252;25890;26291;25373;25272;25259;25228;25107;24324;24054,0.0295890444582696,W/m^2 (Galerkin area-weighted thermal constraint),2.519982847484451e-12,-2.5199828474844512e-12,-4.0389678347315804e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3349,Membrane_SiNx,TES,23,24,59497;59499;59519;59521;59537;85515;85516;85527;86736;86748;86749;86751;87886;87887;87888,26059;25339;26292;25329;25327;27059;26171;26252;25499;25373;25272;25228;24425;24324;24054,0.03432041734991126,W/m^2 (Galerkin area-weighted thermal constraint),1.7741524082300606e-12,-1.7741524082300608e-12,-2.0194839173657902e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3350,Membrane_SiNx,TES,23,24,59469;59471;59497;59499;59521;85503;85504;85515;85516;86736;86737;86748;86749;87886;87888,26534;25342;26059;25339;25329;27108;26029;27059;26171;25499;25157;25373;25272;24425;24054,0.017649478246329342,W/m^2 (Galerkin area-weighted thermal constraint),1.0002734823194374e-12,-1.0002734823194374e-12,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3351,Membrane_SiNx,TES,23,24,59439;59441;59469;59471;59499;84145;84175;85503;85504;85516;85540;85541;86736;86737;86749;86772;86779;87886,25969;25344;26534;25342;25339;28152;26780;27108;26029;26171;25896;25416;25499;25157;25272;24356;25024;24425,0.03408899144787388,W/m^2 (Galerkin area-weighted thermal constraint),1.7546471949752918e-12,-1.7546471949752922e-12,-4.0389678347315804e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3352,Membrane_SiNx,TES,23,24,59401;59403;59439;59441;59471;84174;84175;85504;85539;85540;85541;86736;86737;86772;86778;86779,26415;25353;25969;25344;25342;27799;26780;26029;26492;25896;25416;25499;25157;24356;25408;25024,0.031139544966235572,W/m^2 (Galerkin area-weighted thermal constraint),1.5558491997017134e-12,-1.5558491997017136e-12,-2.0194839173657902e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3353,Membrane_SiNx,TES,23,24,59361;59363;59401;59403;59441;84174;84175;85539;85540;85541;85543;86778;86779;86780;87927;87928,26256;25359;26415;25353;25344;27799;26780;26492;25896;25416;26577;25408;25024;25313;24866;24405,0.07115834922316598,W/m^2 (Galerkin area-weighted thermal constraint),4.011590981844119e-12,-4.01159098184412e-12,-8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3354,Membrane_SiNx,TES,23,24,59317;59319;59361;59363;59403;84187;84188;84189;85539;85540;85542;85543;86778;86779;86780;86781;87927;87928,27139;25380;26256;25359;25353;28880;28687;28456;26492;25896;26916;26577;25408;25024;25313;25326;24866;24405,0.002282204013404159,W/m^2 (Galerkin area-weighted thermal constraint),1.525659355216216e-13,-1.5256593552162157e-13,2.524354896707238e-29,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3355,Membrane_SiNx,TES,23,24,59267;59269;59317;59319;59363;84188;85542;85543;85569;86778;86780;86781;86802,26199;25383;27139;25380;25359;28687;26916;26577;25859;25408;25313;25326;24775,0.05931342925978305,W/m^2 (Galerkin area-weighted thermal constraint),3.7290007974478065e-12,-3.729000797447807e-12,-8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3356,Membrane_SiNx,TES,23,24,59217;59219;59267;59269;59319;84210;84216;85542;85543;85569;85575;86780;86781;86802,26981;25392;26199;25383;25380;27525;26624;26916;26577;25859;25366;25313;25326;24775,0.07370445730214961,W/m^2 (Galerkin area-weighted thermal constraint),4.451326652272585e-12,-4.451326652272585e-12,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3357,Membrane_SiNx,TES,23,24,59163;59165;59217;59219;59269;82839;84114;84210;84216;85479;85542;85569;85575;86694;86712;86781;86802,26532;25409;26981;25392;25383;28866;28437;27525;26624;26055;26916;25859;25366;25741;25170;25326;24775,0.014421160255120536,W/m^2 (Galerkin area-weighted thermal constraint),9.106577542698035e-13,-9.106577542698035e-13,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3358,Membrane_SiNx,TES,23,24,59103;59105;59107;59163;59165;59219;84114;84216;85461;85462;85479;85569;85575;86694;86695;86712;87837,27732;26605;25418;26532;25409;25392;28437;26624;27531;26844;26055;25859;25366;25741;25352;25170;24792,0.037079033672438574,W/m^2 (Galerkin area-weighted thermal constraint),3.122963934678426e-12,-3.1229639346784285e-12,-2.4233807008389483e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3359,Membrane_SiNx,TES,23,24,59039;59041;59105;59107;59165;85461;85462;85463;85479;86694;86695;86696;86712;87837,26213;25433;26605;25418;25409;27531;26844;26260;26055;25741;25352;25188;25170;24792,-0.04159382546721164,W/m^2 (Galerkin area-weighted thermal constraint),-2.05767429566694e-12,2.0576742956669393e-12,-8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3360,Membrane_SiNx,TES,23,24,58971;58973;59039;59041;59107;84103;84121;85462;85463;85486;86694;86695;86696;87837,26949;25441;26213;25433;25418;28549;28315;26844;26260;25793;25741;25352;25188;24792,-0.34555729893779413,W/m^2 (Galerkin area-weighted thermal constraint),-1.9088810347943912e-11,1.908881031026348e-11,-3.7680432427831626e-20,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3361,Membrane_SiNx,TES,23,24,58905;58907;58971;58973;59041;84121;84122;84123;85463;85486;85487;86695;86696;86718;86720,26650;25443;26949;25441;25433;28315;28130;26645;26260;25793;25425;25352;25188;24417;24687,0.4355493873850663,W/m^2 (Galerkin area-weighted thermal constraint),2.7885306153398084e-11,-2.7885306153398087e-11,-3.2311742677852644e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3362,Membrane_SiNx,TES,23,24,58827;58829;58905;58907;58973;84121;84122;84123;85463;85485;85486;85487;86696;86718;86719;86720,26603;25452;26650;25443;25441;28315;28130;26645;26260;25786;25793;25425;25188;24417;24843;24687,-0.024787529095462824,W/m^2 (Galerkin area-weighted thermal constraint),-1.3229079791647763e-12,1.3229079791647757e-12,-6.058451752097371e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3363,Membrane_SiNx,TES,23,24,58741;58743;58745;58827;58829;58907;82763;82929;84120;84122;84123;84300;85485;85486;85487;85653;86719;86720,27999;26568;25455;26603;25452;25443;29116;28969;27454;28130;26645;26462;25786;25793;25425;25196;24843;24687,0.1219186926603931,W/m^2 (Galerkin area-weighted thermal constraint),1.0037646333704573e-11,-1.0037646333704568e-11,4.8467614016778965e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3364,Membrane_SiNx,TES,23,24,58659;58661;58743;58745;58829;82929;84120;84288;84300;85485;85487;85647;85653;86719;86886,26850;25464;26568;25455;25452;28969;27454;28245;26462;25786;25425;25947;25196;24843;24809,0.1088260126699237,W/m^2 (Galerkin area-weighted thermal constraint),5.879250942266125e-12,-5.879250942266124e-12,8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3365,Membrane_SiNx,TES,23,24,58571;58573;58659;58661;58745;84288;84289;84300;85485;85612;85647;85653;86844;86845;86886,27235;25467;26850;25464;25455;28245;28170;26462;25786;26181;25947;25196;25390;25295;24809,0.5169282115181291,W/m^2 (Galerkin area-weighted thermal constraint),3.491022266405445e-11,-3.491022266405445e-11,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3366,Membrane_SiNx,TES,23,24,58481;58483;58571;58573;58661;84242;84289;85611;85612;85647;85653;86833;86844;86845;86886,27192;25475;27235;25467;25464;28874;28170;27096;26181;25947;25196;25463;25390;25295;24809,-0.13441669669546236,W/m^2 (Galerkin area-weighted thermal constraint),-9.649870145198279e-12,9.649870145198278e-12,-1.6155871338926322e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3367,Membrane_SiNx,TES,23,24,58383;58385;58481;58483;58573;84240;84241;84242;85605;85611;85612;86832;86833;86844;86845;87987,27693;25489;27192;25475;25467;29223;28620;28874;26666;27096;26181;25809;25463;25390;25295;24958,0.07963842497285538,W/m^2 (Galerkin area-weighted thermal constraint),6.410826155652127e-12,-6.41082615565213e-12,-3.2311742677852644e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3368,Membrane_SiNx,TES,23,24,58285;58287;58383;58385;58483;84241;85599;85605;85611;86816;86832;86833;86844;87970;87987,26771;25491;27693;25489;25475;28620;27393;26666;27096;26159;25809;25463;25390;25236;24958,-0.012646620233544507,W/m^2 (Galerkin area-weighted thermal constraint),-8.605961979001254e-13,8.605961979001248e-13,-6.058451752097371e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3369,Membrane_SiNx,TES,23,24,58171;58173;58285;58287;58385;85583;85599;85605;86814;86816;86832;86833;87969;87970;87987,27269;25501;26771;25491;25489;28329;27393;26666;27102;26159;25809;25463;25597;25236;24958,0.015508765794191606,W/m^2 (Galerkin area-weighted thermal constraint),9.709716449582437e-13,-9.709716449582435e-13,2.0194839173657902e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3370,Membrane_SiNx,TES,23,24,58059;58061;58171;58173;58287;85583;85599;86814;86815;86816;86832;86857;87969;87970;87971;89027,26536;25513;27269;25501;25491;28329;27393;27102;26878;26159;25809;25801;25597;25236;25092;24153,0.2103628685809963,W/m^2 (Galerkin area-weighted thermal constraint),1.2476404110793866e-11,-1.2476404110793866e-11,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3371,Membrane_SiNx,TES,23,24,57945;57947;58059;58061;58173;85581;85582;85623;86814;86815;86816;86856;86857;87969;87970;87971;88005;89027,27333;25555;26536;25513;25501;28760;28754;27970;27102;26878;26159;25958;25801;25597;25236;25092;24765;24153,-0.30540882125422497,W/m^2 (Galerkin area-weighted thermal constraint),-1.760483828419636e-11,1.760483828419637e-11,9.693522803355793e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3372,Membrane_SiNx,TES,23,24,57835;57837;57945;57947;58061;85582;85623;85629;86815;86856;86857;86868;87969;87971;88005,26979;25598;27333;25555;25513;28754;27970;27667;26878;25958;25801;25647;25597;25092;24765,0.3008129086478429,W/m^2 (Galerkin area-weighted thermal constraint),1.8941227923935327e-11,-1.894122792393532e-11,6.462348535570529e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3373,Membrane_SiNx,TES,23,24,57711;57713;57833;57835;57837;57947;84264;84265;85623;85629;85630;85631;86856;86857;86868;86869;88005;88006,26953;25600;28319;26979;25598;25555;29413;29419;27970;27667;27380;27276;25958;25801;25647;25379;24765;24138,-0.050848115201724095,W/m^2 (Galerkin area-weighted thermal constraint),-4.464305129292693e-12,4.464305129292694e-12,8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3374,Membrane_SiNx,TES,23,24,57585;57587;57711;57713;57837;85629;85630;85631;85703;86856;86868;86869;88005;88006,26383;25604;26953;25600;25598;27667;27380;27276;25399;25958;25647;25379;24765;24138,0.11230099958930609,W/m^2 (Galerkin area-weighted thermal constraint),5.304142214046854e-12,-5.304142214046852e-12,1.6155871338926322e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3375,Membrane_SiNx,TES,23,24,57453;57455;57585;57587;57713;84356;85630;85631;85701;85703;86869;87001,26987;25640;26383;25604;25600;28117;27380;27276;26036;25399;25379;24489,-1.02204209837368,W/m^2 (Galerkin area-weighted thermal constraint),-4.9612574709887736e-11,4.961257444567759e-11,-2.642101471964747e-19,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3376,Membrane_SiNx,TES,23,24,57323;57325;57453;57455;57587;84354;84355;84356;85631;85683;85701;85702;85703;86869;87001,26607;25649;26987;25640;25604;28427;26814;28117;27276;26403;26036;25440;25399;25379;24489,0.7898967270719238,W/m^2 (Galerkin area-weighted thermal constraint),4.239913308752438e-11,-4.239913308752439e-11,-6.462348535570529e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3377,Membrane_SiNx,TES,23,24,57189;57191;57323;57325;57455;84337;84354;84355;85683;85684;85701;85702;85703;86971;87001,27052;25653;26607;25649;25640;28666;28427;26814;26403;25488;26036;25440;25399;24872;24489,0.2164943956408623,W/m^2 (Galerkin area-weighted thermal constraint),1.080664835307043e-11,-1.0806648353070428e-11,1.6155871338926322e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3378,Membrane_SiNx,TES,23,24,57041;57043;57045;57189;57191;57325;84336;84337;84338;84355;85672;85683;85684;85702;86944;86971,28183;27023;25698;27052;25653;25649;28788;28666;27386;26814;26044;26403;25488;25440;25218;24872,0.10322001755100835,W/m^2 (Galerkin area-weighted thermal constraint),8.38523598919396e-12,-8.385235989193957e-12,3.2311742677852644e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3379,Membrane_SiNx,TES,23,24,56901;56903;57043;57045;57191;84325;84338;85671;85672;85683;85684;86943;86944;86971,27337;25709;27023;25698;25653;28239;27386;26923;26044;26403;25488;25302;25218;24872,0.06146281636363159,W/m^2 (Galerkin area-weighted thermal constraint),3.425138955472885e-12,-3.425138955472884e-12,8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3380,Membrane_SiNx,TES,23,24,56755;56757;56901;56903;57045;84324;84325;84338;85659;85671;85672;85684;86940;86941;86943;86944;88069,28223;25723;27337;25709;25698;28794;28239;27386;28626;26923;26044;25488;26023;25865;25302;25218;25139,0.0471146757236688,W/m^2 (Galerkin area-weighted thermal constraint),3.5252850719454855e-12,-3.525285071945486e-12,-4.0389678347315804e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3381,Membrane_SiNx,TES,23,24,56605;56607;56755;56757;56903;84324;85659;85660;85671;85672;85695;86940;86941;86942;86943;88069,26983;25731;28223;25723;25709;28794;28626;27213;26923;26044;26015;26023;25865;25431;25302;25139,0.02916375393685632,W/m^2 (Galerkin area-weighted thermal constraint),1.9662589537395886e-12,-1.9662589537395886e-12,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3382,Membrane_SiNx,TES,23,24,56447;56449;56605;56607;56757;84308;84393;85659;85660;85695;85783;85804;86940;86941;86942;86988;88069,27402;25736;26983;25731;25723;29234;28445;28626;27213;26015;27843;25554;26023;25865;25431;24931;25139,0.10647472934040056,W/m^2 (Galerkin area-weighted thermal constraint),6.002425283099945e-12,-6.002425283099944e-12,1.6155871338926322e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3383,Membrane_SiNx,TES,23,24,56297;56447;56449;56607;84393;85660;85695;85783;85804;86942;86988,28009;27402;25736;25731;28445;27213;26015;27843;25554;25431;24931,0.06800104497416663,W/m^2 (Galerkin area-weighted thermal constraint),2.9898226722310414e-12,-2.9898226722310406e-12,8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3384,Membrane_SiNx,TES,23,24,59401;59437;59439;59441;59469;59471;82809;84145;84174;84175;85503;85504;85540;85541;86736;86737;86772;86779,26415;27695;25969;25344;26534;25342;28492;28152;27799;26780;27108;26029;25896;25416;25499;25157;24356;25024,-0.009373342112238605,W/m^2 (Galerkin area-weighted thermal constraint),-7.780555204591765e-13,7.780555204591765e-13,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3385,Membrane_SiNx,TES,23,24,59467;59469;59495;59497;59499;59519;59521;84157;85503;85504;85515;85516;85527;86736;86748;86749;87888,28331;26534;27786;26059;25339;26292;25329;28600;27108;26029;27059;26171;26252;25499;25373;25272;24054,0.008794256876739981,W/m^2 (Galerkin area-weighted thermal constraint),8.904208866818648e-13,-8.904208749937216e-13,1.1688143238627759e-20,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3386,Membrane_SiNx,TES,23,24,59517;59533;59535;59537;59549;59551;83629;83630;84168;85008;85009;85010;85027;85527;85528;86271;86278;86750;86751;87507,27863;28513;26174;25327;26380;25319;29690;29646;28474;28558;28259;28006;27121;26252;25890;26291;25661;25259;25228;25107,-0.023529375857756177,W/m^2 (Galerkin area-weighted thermal constraint),-2.2142098219939877e-12,2.214209821993987e-12,-8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3387,Membrane_SiNx,TES,23,24,59217;59265;59267;59269;59317;59319;84186;84188;84210;84216;85542;85543;85569;86780;86781;86802,26981;28176;26199;25383;27139;25380;28892;28687;27525;26624;26916;26577;25859;25313;25326;24775,-0.10935408284886401,W/m^2 (Galerkin area-weighted thermal constraint),-9.921684349715264e-12,9.921684349715265e-12,1.6155871338926322e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3388,Membrane_SiNx,TES,23,24,58971;59037;59039;59041;59105;59107;84102;84103;84121;85461;85462;85463;85486;86694;86695;86696;87837,26949;28218;26213;25433;26605;25418;28803;28549;28315;27531;26844;26260;25793;25741;25352;25188;24792,0.44586437099429654,W/m^2 (Galerkin area-weighted thermal constraint),3.4299433037621986e-11,-3.4299433037621986e-11,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3389,Membrane_SiNx,TES,23,24,59315;59317;59359;59361;59363;59401;59403;84174;84175;84187;84188;84189;85539;85540;85542;85543;86778;86779;86780;86781;87927;87928,28442;27139;28145;26256;25359;26415;25353;27799;26780;28880;28687;28456;26492;25896;26916;26577;25408;25024;25313;25326;24866;24405,-0.044390617630690576,W/m^2 (Galerkin area-weighted thermal constraint),-4.810620083849782e-12,4.81062008384978e-12,-1.6155871338926322e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3390,Membrane_SiNx,TES,23,24,59493;59495;59497;59517;59519;59521;59537;84156;84157;84168;85010;85515;85516;85527;85528;86748;86749;86751;87887;87888,28306;27786;26059;27863;26292;25329;25327;28810;28600;28474;28006;27059;26171;26252;25890;25373;25272;25228;24324;24054,-0.026688660994455694,W/m^2 (Galerkin area-weighted thermal constraint),-2.6926685830449374e-12,2.692668583044938e-12,8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3391,Membrane_SiNx,TES,23,24,59557;59559;59567;59569;59571;59575;59577;84997;85026;85027;86259;86260;86271;86277;86278;86279;87489;87490;87491;87513;87514,28536;26455;28303;26378;25305;26463;25287;29397;27898;27121;28767;26498;26291;25902;25661;25336;26816;25719;24878;24381;24599,-0.04548729115136083,W/m^2 (Galerkin area-weighted thermal constraint),-4.944235914852406e-12,4.944235914852408e-12,1.6155871338926322e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3392,Membrane_SiNx,TES,23,24,59533;59535;59547;59549;59551;59559;59561;83628;83629;84997;85008;85009;85010;85027;85528;86271;86278;86750;87507;87514,28513;26174;28699;26380;25319;26455;25315;30162;29690;29397;28558;28259;28006;27121;25890;26291;25661;25259;25107;24599,0.005902110314464865,W/m^2 (Galerkin area-weighted thermal constraint),6.825636059683219e-13,-6.825636059683219e-13,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3393,Membrane_SiNx,TES,23,24,57453;57583;57585;57587;57711;57713;84266;84267;84356;85630;85631;85703;86868;86869,26987;28250;26383;25604;26953;25600;29838;28836;28117;27380;27276;25399;25647;25379,0.19255509545252136,W/m^2 (Galerkin area-weighted thermal constraint),1.4161315205287444e-11,-1.4161315205287441e-11,3.2311742677852644e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3394,Membrane_SiNx,TES,23,24,59359;59361;59399;59401;59403;59437;59439;59441;82809;82818;84145;84174;84175;84189;85504;85539;85540;85541;85543;86778;86779,28145;26256;28479;26415;25353;27695;25969;25344;28492;29508;28152;27799;26780;28456;26029;26492;25896;25416;26577;25408;25024,-0.02887488915287422,W/m^2 (Galerkin area-weighted thermal constraint),-3.528331904367231e-12,3.5283319043672273e-12,-3.6350710512584224e-27,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3395,Membrane_SiNx,TES,23,24,59547;59549;59557;59559;59561;59569;59571;83628;84997;85008;85026;85027;86260;86271;86277;86278;86279;87507;87514,28699;26380;28536;26455;25315;26378;25305;30162;29397;28558;27898;27121;26498;26291;25902;25661;25336;25107;24599,-0.00425381447026277,W/m^2 (Galerkin area-weighted thermal constraint),-5.354320419710409e-13,5.354320419710408e-13,-1.0097419586828951e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3396,Membrane_SiNx,TES,23,24,59565;59567;59569;59573;59575;59577;59579;85026;86259;86260;86277;86279;87483;87489;87490;87491;88619,28522;28303;26378;26846;26463;25287;25282;27898;28767;26498;25902;25336;28997;26816;25719;24878;25210,0.010661665461766261,W/m^2 (Galerkin area-weighted thermal constraint),1.1275513864165214e-12,-1.1275513864165206e-12,8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3397,Membrane_SiNx,TES,23,24,59103;59161;59163;59165;59217;59219;82839;84114;84210;84216;85461;85479;85569;85575;86694;86712,27732;28688;26532;25409;26981;25392;28866;28437;27525;26624;27531;26055;25859;25366;25741;25170,0.011337396640013762,W/m^2 (Galerkin area-weighted thermal constraint),1.1245028262114629e-12,-1.124502816532996e-12,9.678466944906656e-21,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3398,Membrane_SiNx,TES,23,24,59433;59435;59437;59439;59467;59469;59471;59497;59499;82780;82809;84144;84145;84157;84175;85503;85504;85515;85516;85541;86736;86737;86748;86749;87886,28858;28606;27695;25969;28331;26534;25342;26059;25339;29667;28492;28910;28152;28600;26780;27108;26029;27059;26171;25416;25499;25157;25373;25272;24425,-0.010066754178611182,W/m^2 (Galerkin area-weighted thermal constraint),-1.5058581546905484e-12,1.5058581546905488e-12,4.0389678347315804e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3399,Membrane_SiNx,TES,23,24,57945;58057;58059;58061;58171;58173;85581;85582;85583;85623;86814;86815;86816;86857;87969;87970;87971;89027,27333;28510;26536;25513;27269;25501;28760;28754;28329;27970;27102;26878;26159;25801;25597;25236;25092;24153,0.056093348844005395,W/m^2 (Galerkin area-weighted thermal constraint),5.0582139344357005e-12,-5.0582139344357e-12,8.077935669463161e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3400,Membrane_SiNx,TES,23,24,58657;58659;58741;58743;58745;58829;82763;82929;84120;84123;84288;84300;85485;85487;85647;85653;86719,28525;26850;27999;26568;25455;25452;29116;28969;27454;26645;28245;26462;25786;25425;25947;25196;24843,-0.21995982721767485,W/m^2 (Galerkin area-weighted thermal constraint),-1.9431946040849827e-11,1.9431946040849827e-11,0.0,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3401,Membrane_SiNx,TES,23,24,58741;58825;58827;58829;58905;58907;82763;82929;84120;84121;84122;84123;85485;85486;85487;86719;86720,27999;28420;26603;25452;26650;25443;29116;28969;27454;28315;28130;26645;25786;25793;25425;24843;24687,-0.027659666130171713,W/m^2 (Galerkin area-weighted thermal constraint),-2.4433746730115808e-12,2.443374664455089e-12,-8.556491965567765e-21,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
historical,TES_to_membrane,3402,Membrane_SiNx,TES,23,24,59035;59037;59039;59103;59105;59107;59165;84096;84102;84103;84114;85461;85462;85463;85479;86694;86695;86712;87837,28822;28218;26213;27732;26605;25418;25409;29350;28803;28549;28437;27531;26844;26260;26055;25741;25352;25170;24792,-0.0054483059905678505,W/m^2 (Galerkin area-weighted thermal constraint),-5.899412898526302e-13,5.899412898526304e-13,2.0194839173657902e-28,B=slave-master; C lambda is primal reaction; source_to_target=slave reaction
