case,target_Joule_power_W,operating_Joule_power_W,secant_G_eff_W_per_K,matched_power_TES_temperature_estimate_K,method,diagnostic_status
historical,3.203004762115138e-10,3.203004762115138e-10,1.7254647317566454e-08,0.16856314245759316,native bath flux secant projection; diagnostic frozen-power estimate,estimated_from_native_operating_point
Phase24,3.203004762115138e-10,4.232286181467137e-10,2.556939111860228e-08,0.16252671503696808,native bath flux secant projection; diagnostic frozen-power estimate,estimated_from_native_operating_point
