series,peak_uA,rise_time_10_90_us,fall_time_90_10_us,peak_error_pct,rise_time_error_pct,fall_time_error_pct
COMSOL,7.774843642397229,161.3827356665658,25955.52493027155,,,
"Elmer optimized single-pixel mesh (original time grid, serial MUMPS)",7.57396045863436,247.28954525283072,26188.468573798324,-2.5837585037392525,53.23172223561614,0.8974722882799246
