case,parent_element,element_type,face_area_m2,edge_min_m,edge_max_m,element_depth_m,element_volume_m3,element_aspect_ratio,face_node_count,K_ff_trace_W_K,K_fi_fro_W_K,K_ii_trace_W_K,K_condensed_trace_W_K,K_condensed_fro_W_K,condensation
phase24_h5um,211042,504,9.507359154718539e-12,4.510541339250797e-06,4.8685165346682015e-06,1.5625000000002074e-07,1.9806998238997084e-18,3.861396767191641,3,2.9534434836638134e-10,6.337642994384881e-11,1.3644657623358906e-11,9.747875243837063e-13,6.919401382776959e-13,solve
phase24_h5um,211973,504,8.436519803828996e-12,3.965099108160361e-06,4.788092383830157e-06,1.5625000000002074e-07,1.7576082924643818e-18,3.4460696575825165,3,2.013544020292063e-10,4.925359955279989e-11,1.2107823253823542e-11,9.949304667611437e-13,7.200396315169959e-13,solve
phase24_h5um,242687,504,1.017633894529813e-11,4.717102094687522e-06,4.998360615662514e-06,1.5624999999999363e-07,2.120070613603783e-18,2.153493017927659,3,7.619853407989032e-11,3.3145852288668294e-11,1.4604756011445746e-11,9.73208639245717e-13,6.897140659491836e-13,solve
phase24_h5um,283276,504,1.088510817376352e-11,4.881200110001797e-06,5.151617213731965e-06,1.5625000000002074e-07,2.267730869534081e-18,4.166928599786921,3,4.2353420015171173e-10,8.124798699546227e-11,1.5621958927525692e-11,9.728926076549743e-13,6.892680634523295e-13,solve
phase24_h5um,214709,504,8.811264979312537e-12,4.180773632845128e-06,5.402947164550875e-06,1.5625000000002074e-07,1.835680204023452e-18,2.730627269891047,3,7.399581835469681e-11,3.037490125079256e-11,1.2645645537829221e-11,1.0351598232399104e-12,7.746781892603321e-13,solve
phase24_h5um,251833,504,9.761187390700794e-12,4.460824419370596e-06,5.42066632603792e-06,1.5625000000002074e-07,2.0335807063960084e-18,3.3130456853231895,3,1.583406863700189e-10,4.694784279180391e-11,1.4008943785137848e-11,1.0054884700690785e-12,7.345593922260657e-13,solve
phase24_h5um,266036,504,9.32991620801279e-12,4.517897282414324e-06,4.845071672154365e-06,7.812499999999682e-08,9.718662716679586e-19,2.1963611655276223,3,8.810739026322198e-11,4.844031730737138e-11,2.6779994368843674e-11,4.873441750591473e-13,3.4590020855802933e-13,solve
phase24_h5um,214213,504,1.0225957472693122e-11,4.59870096680177e-06,5.038032467804248e-06,1.5625000000002074e-07,2.130407806811077e-18,2.6175145658497625,3,9.744072769629722e-11,3.762575802509382e-11,1.4675966934170472e-11,9.770552641453773e-13,6.95131229668053e-13,solve
phase24_h5um,210620,504,9.851438089688417e-12,4.323724374587805e-06,5.3230880917543235e-06,1.5625000000002074e-07,2.0523829353517597e-18,3.799141892675346,3,1.9987001459428667e-10,5.3025673350562006e-11,1.4138468700302615e-11,9.996776517632723e-13,7.265850567556287e-13,solve
phase24_h5um,262802,504,1.037247387649814e-11,4.795048156131792e-06,5.0530627098108105e-06,7.812499999999682e-08,1.080466028801848e-18,3.4427576007045966,3,6.446326544693336e-11,4.36434015299984e-11,2.9772485176773574e-11,4.865269986892823e-13,3.4474792206775205e-13,solve
phase24_h5um,210498,504,9.745199128871041e-12,4.635630166701506e-06,4.889414519215751e-06,1.5625000000002074e-07,2.030249818514808e-18,2.950492817014612,3,1.6726980212686266e-10,4.822683205456324e-11,1.3985997943384788e-11,9.729572800394529e-13,6.893593446435576e-13,solve
phase24_h5um,239572,504,9.80137311823298e-12,4.611810372697507e-06,4.997487399811364e-06,1.5625000000002074e-07,2.0419527329652147e-18,2.929050628273741,3,1.3540884270097743e-10,4.348582793313617e-11,1.4066617055349527e-11,9.758639976030016e-13,6.93455823454792e-13,solve
phase24_h5um,209703,504,9.252134088450345e-12,4.102008273080293e-06,5.435708726278986e-06,1.5625000000002074e-07,1.9275279350938303e-18,4.096400516128066,3,1.880611183242075e-10,4.983466364028172e-11,1.3278366775456587e-11,1.0280485094433528e-12,7.651497729427333e-13,solve
phase24_h5um,209694,504,8.211317289877792e-12,4.102008273080293e-06,4.878348830254425e-06,1.5625000000002074e-07,1.710691102057875e-18,4.730363092151752,3,3.9670710381104057e-10,6.828835463742222e-11,1.1784619812281814e-11,9.96469665142955e-13,7.221649609443454e-13,solve
phase24_h5um,211006,504,1.0790369179866452e-11,4.929576667823739e-06,5.089809399510883e-06,1.5625000000002074e-07,2.2479935791388484e-18,3.9179275805411304,3,3.3637925753516157e-10,7.207022909999797e-11,1.5485992555128085e-11,9.717656333140876e-13,6.876764379822346e-13,solve
phase24_h5um,255770,504,9.164133865881776e-12,4.359160936386273e-06,4.8621454475299375e-06,1.5625000000002074e-07,1.9091945553920376e-18,3.484221257870502,3,2.0813883264710628e-10,5.219755003133924e-11,1.3152071672028965e-11,9.787519224364384e-13,6.975139876294544e-13,solve
phase24_h5um,267147,504,1.0826015332446977e-11,4.412989565454593e-06,5.4051159894471085e-06,1.5625000000002074e-07,2.2554198609264646e-18,2.2164699229831446,3,6.347392942001697e-11,3.115513592980515e-11,1.5537150772636557e-11,1.0015682381911005e-12,7.291840460534424e-13,solve
phase24_h5um,284762,504,1.1132572698863906e-11,4.606713764200865e-06,5.562125239296467e-06,1.5624999999999363e-07,2.3192859789299897e-18,2.0811874243217274,3,6.702878593995786e-11,3.248145523661496e-11,1.5977112095083096e-11,9.940151998246703e-13,7.187744115841038e-13,solve
phase24_h5um,264667,504,9.853072586623788e-12,4.6311923378399715e-06,4.998360611252758e-06,1.5625000000002074e-07,2.052723455546618e-18,6.0555934444161545,3,1.970302211189056e-11,1.6273413608547602e-11,1.4140814477999586e-11,9.753886444634935e-13,6.927867240456896e-13,solve
phase24_h5um,285258,504,9.819484020528617e-12,4.387604992129981e-06,4.998360616070526e-06,1.5625000000002074e-07,2.0457258376101317e-18,2.4397046917691707,3,2.4533204406529738e-11,1.821725730291101e-11,1.4092609242774043e-11,9.840902628427305e-13,7.049851648704992e-13,solve
phase24_h5um,232190,504,7.89888623265119e-12,4.081086898192194e-06,4.437817239710168e-06,1.5625000000002074e-07,1.6456012984690035e-18,4.371839175506933,3,3.0010475947844555e-10,5.823226137978152e-11,1.1336228756743464e-11,9.756277214644427e-13,6.931232849612956e-13,solve
phase24_h5um,284859,504,8.123589860042824e-12,3.879110330047058e-06,4.7870691340286445e-06,1.5625000000002074e-07,1.6924145541755977e-18,2.3153899178227784,3,6.168591745764196e-11,2.6599319431396763e-11,1.1658716212257722e-11,9.996651008339086e-13,7.265677883658882e-13,solve
phase24_h5um,240620,504,1.0499732302196051e-11,4.872265401721316e-06,4.955694712919185e-06,1.5625000000002074e-07,2.187444229624186e-18,2.059295980333008,3,7.775613676320607e-11,3.401562174810954e-11,1.506887980867874e-11,9.712305458197937e-13,6.869200902572669e-13,solve
phase24_h5um,284870,504,8.262320393265027e-12,4.023227210754537e-06,4.700912999481824e-06,7.812499999999682e-08,8.606583742984019e-19,2.194925570631479,3,1.3601593757408375e-10,5.669218430142883e-11,2.3715635668324787e-11,4.933732280696392e-13,3.54344114516209e-13,solve
phase24_h5um,272333,504,9.692515839694985e-12,4.616119636946283e-06,4.935790514065528e-06,1.5625000000002074e-07,2.019274133269796e-18,2.6080236660495713,3,1.1219874040191394e-10,3.933410454657941e-11,1.391038857262423e-11,9.745447294733426e-13,6.915980530697751e-13,solve
phase24_h5um,272714,504,9.942893446733848e-12,4.723134912942153e-06,4.869822010158078e-06,1.5624999999999363e-07,2.0714361347362263e-18,1.9754982466098774,3,3.4547521605213975e-11,2.1888782023850964e-11,1.4269722502162106e-11,9.716214140878744e-13,6.874726246038752e-13,solve
phase24_h5um,258215,504,9.214700346953313e-12,3.86797018309264e-06,5.356717000564864e-06,1.5625000000002074e-07,1.9197292389486067e-18,2.2837901809410948,3,6.596713826106147e-11,2.9302542556103896e-11,1.3224643067536225e-11,1.0399416730445291e-12,7.810564131996372e-13,solve
phase24_h5um,214856,504,9.622435497787184e-12,4.459606611179238e-06,4.872344873346112e-06,7.812499999999682e-08,1.002337031019456e-18,2.427561052368471,3,2.0371462006016124e-11,2.343415420793243e-11,2.761962301697756e-11,4.885120068943604e-13,3.475436522170555e-13,solve
phase24_h5um,215232,504,1.0444556080029795e-11,4.475699363639286e-06,5.239506103474626e-06,7.812499999999682e-08,1.087974591669728e-18,2.6832399962859985,3,3.2357825772805814e-11,3.090716003772446e-11,2.997938532052968e-11,4.941790907852436e-13,3.5546530503799104e-13,solve
phase24_h5um,215203,504,1.122489271101031e-11,4.703511841225607e-06,5.4869736946536695e-06,1.5625000000002074e-07,2.3385193147938136e-18,2.85726055160932,3,1.8411540980942263e-10,5.431516115160081e-11,1.6109606822272125e-11,9.863760923679945e-13,7.08172459829378e-13,solve
phase24_h5um,215653,504,1.035417968144458e-11,4.472710784943821e-06,5.2539853341373705e-06,1.5625000000002074e-07,2.157120766967637e-18,2.7430176843137843,3,1.379177666922653e-10,4.51084504327334e-11,1.4859987345061042e-11,9.881547623698244e-13,7.106477831245015e-13,solve
phase24_h5um,235817,504,1.0038575213791487e-11,4.346342624356736e-06,5.376553257893778e-06,1.5625000000002074e-07,2.0913698362065738e-18,1.988910165846812,3,6.493616760362135e-11,3.0349959214926894e-11,1.4407041912426239e-11,1.0007650451510143e-12,7.280804302147636e-13,solve
phase24_h5um,222245,504,9.466212415513084e-12,4.259097623019608e-06,5.137995142924253e-06,1.5625000000002074e-07,1.9721275865652294e-18,2.4989876084177935,3,6.823108696270307e-11,3.0223469014395856e-11,1.3585605139947282e-11,9.938848024398736e-13,7.185940702417305e-13,solve
phase24_h5um,213229,504,8.234284437718366e-12,3.882866760093983e-06,4.699699695100294e-06,1.5625000000002074e-07,1.7154759245246673e-18,4.9778741725715205,3,2.727589226255071e-10,5.667064898800672e-11,1.1817581527912866e-11,9.97526341823486e-13,7.236223047262934e-13,solve
phase24_h5um,210276,504,1.0214589359862554e-11,4.577680024495374e-06,5.154976407506744e-06,7.812499999999682e-08,1.06401972498564e-18,2.419854442135713,3,8.356036109516089e-11,4.93514220693301e-11,2.931930356483166e-11,4.900775572324525e-13,3.4974079175775345e-13,solve
phase24_h5um,284165,504,7.514171565657452e-12,3.879763419101303e-06,4.3445724004385205e-06,1.5625000000002074e-07,1.5654524095119686e-18,3.6087777065951983,3,1.66061383804999e-10,4.219294336693037e-11,1.0784098577541548e-11,9.80875947583309e-13,7.004913003121853e-13,solve
phase24_h5um,254513,504,1.0261367816892762e-11,4.272431721594821e-06,5.652084685983683e-06,1.5625000000002074e-07,2.137784961852671e-18,2.6605413703795464,3,8.183283573650658e-11,3.449723940941072e-11,1.4726786727033636e-11,1.02365794854866e-12,7.592404315449072e-13,solve
phase24_h5um,253921,504,9.675592368799756e-12,4.258711655432434e-06,5.129623123791408e-06,1.5625000000002074e-07,2.0157484101666165e-18,3.4289633197085703,3,2.595955566906579e-10,5.992467380378988e-11,1.3886100548748758e-11,9.9404953001761e-13,7.188218871138373e-13,solve
phase24_h5um,285240,504,9.360422904998317e-12,4.387604994185991e-06,4.9730369732353e-06,7.812499999999682e-08,9.750440526039497e-19,3.2275315841390246,3,2.3147483289149455e-11,2.4672493906339017e-11,2.6867558839438966e-11,4.907187056556802e-13,3.506386421899382e-13,solve
phase24_h5um,210122,504,9.621455984431164e-12,4.35000722152805e-06,5.295392773643812e-06,1.5625000000002074e-07,2.004469996756504e-18,3.1463364554285285,3,1.3380175373599022e-10,4.28227707643671e-11,1.3808405742263867e-11,9.99333951583852e-13,7.261121015751348e-13,solve
phase24_h5um,212489,504,9.547750277850621e-12,4.562911561744657e-06,4.882207667809966e-06,1.5625000000002074e-07,1.9891146412188863e-18,2.999632845793037,3,1.7253484063081013e-10,4.848537124246218e-11,1.3702625670761634e-11,9.742010129935948e-13,6.911136310212123e-13,solve
phase24_h5um,234221,504,9.756103851686458e-12,4.489226633744293e-06,4.949381821160583e-06,1.5624999999999363e-07,2.032521635768018e-18,2.113011385529586,3,6.795999531796923e-11,3.0624589881807e-11,1.4001648052617122e-11,9.774871229018209e-13,6.95738106405344e-13,solve
phase24_h5um,271385,504,9.421562486854915e-12,4.182737734387314e-06,5.104882469903263e-06,7.812499999999682e-08,9.814127590473475e-19,2.8330693831708764,3,2.1770021972505791e-10,7.664069695682102e-11,2.7043049982261623e-11,4.985196993551838e-13,3.614754486290782e-13,solve
phase24_h5um,210195,504,9.150888904094064e-12,4.198189847620073e-06,4.9197861929502666e-06,1.5625000000002074e-07,1.906435188352933e-18,4.648342709929365,3,3.2196418586769046e-10,6.492610943992147e-11,1.3133062926706709e-11,9.880578669296411e-13,7.105130439809408e-13,solve
phase24_h5um,284487,504,9.541237638952011e-12,4.019825512900681e-06,5.1970423797833175e-06,1.5625000000002074e-07,1.9877578414483393e-18,2.3707307111171683,3,1.8380040539987513e-11,1.5418744156545755e-11,1.3693278939819408e-11,1.0184084276317242e-12,7.52147700080868e-13,solve
phase24_h5um,280323,504,1.0074964486719553e-11,4.640101443448643e-06,4.928659105898931e-06,1.5625000000002074e-07,2.098950934733258e-18,3.5377160698834573,3,2.4803844385279236e-10,5.97693199089458e-11,1.445926663247401e-11,9.739354527099757e-13,6.907392440791244e-13,solve
phase24_h5um,284841,504,1.1104016035897807e-11,4.600399251144447e-06,5.563668574538492e-06,1.5625000000002077e-07,2.313336674145382e-18,2.4851248549559855,3,1.1290569401374053e-10,4.223070125698205e-11,1.5936128486208666e-11,9.944396460394416e-13,7.193612770233805e-13,solve
phase24_h5um,256094,504,1.1782782636759844e-11,4.998360620641677e-06,5.706428125647393e-06,1.5625000000002074e-07,2.454746382658294e-18,3.495710692386241,3,2.2541964216131267e-10,6.160536981998435e-11,1.6910272591233833e-11,9.867378316417282e-13,7.086762206104116e-13,solve
phase24_h5um,275837,504,9.397090057266888e-12,4.443999713028644e-06,4.947538056510134e-06,1.5625000000002074e-07,1.957727095263932e-18,3.0905500527909058,3,1.7553698934494725e-10,4.85196954525748e-11,1.3486402943305832e-11,9.788913326726576e-13,6.9770959463608e-13,solve
phase24_h5um,212270,504,1.008239249121696e-11,4.4935394586780135e-06,5.171553339881031e-06,1.5625000000002074e-07,2.100498435670203e-18,2.413439922419362,3,1.121717975421567e-10,4.011087450726638e-11,1.446992706683658e-11,9.837973327398526e-13,7.045762053686326e-13,solve
phase24_h5um,227360,504,9.90381701609718e-12,4.217090536629667e-06,5.171347274809662e-06,1.5625000000002074e-07,2.063295211686911e-18,3.6137207890966985,3,1.9495215484832317e-10,5.25046472806321e-11,1.4213641259357962e-11,1.0019955780088879e-12,7.297709062541538e-13,solve
phase24_h5um,282281,504,9.491895367248853e-12,4.260694001485203e-06,5.16625741556489e-06,1.5625000000002074e-07,1.9774782015101888e-18,3.323227666293078,3,2.2244471607129358e-10,5.492437857227575e-11,1.3622464490421909e-11,9.95259280877457e-13,7.204939093693517e-13,solve
phase24_h5um,228237,504,9.830441356362338e-12,4.491113661369484e-06,4.944939769105969e-06,1.5625000000002074e-07,2.048008615908831e-18,2.022419327672081,3,6.820046104747912e-11,3.079607962473758e-11,1.4108334860528228e-11,9.778915785213881e-13,6.963062376631853e-13,solve
phase24_h5um,272529,504,9.465804346334834e-12,4.402663989666698e-06,4.87704979121155e-06,1.5624999999999363e-07,1.9720425721530953e-18,2.131053753526663,3,6.081422313114116e-11,2.8510905329520447e-11,1.3585019492121225e-11,9.783338134768796e-13,6.96927175433581e-13,solve
phase24_h5um,212475,504,9.217860691683966e-12,4.406904814044431e-06,4.815078953405074e-06,1.5625000000002074e-07,1.9203876441008246e-18,3.599131718517319,3,2.1920323933540405e-10,5.373049299258014e-11,1.3229178693160063e-11,9.760958228318133e-13,6.937820209657462e-13,solve
phase24_h5um,266664,504,9.051294673641153e-12,4.238070783033235e-06,4.950513545015842e-06,1.5625000000002074e-07,1.88568639034192e-18,3.4065944073651826,3,1.910636040126372e-10,4.969026760014984e-11,1.2990128474177656e-11,9.867545740245596e-13,7.086995319767111e-13,solve
phase24_h5um,264694,504,9.2822025579988e-12,4.142746549379053e-06,5.056037044125085e-06,1.5625000000002074e-07,1.933792199583094e-18,3.5246909423150443,3,1.6470881246723202e-10,4.669995664230611e-11,1.3321520080757558e-11,9.973187959144351e-13,7.23336172156313e-13,solve
phase24_h5um,280353,504,1.028201224238751e-11,4.469039175026259e-06,5.351517712571637e-06,1.5625000000002074e-07,2.1420858838307282e-18,3.5330663847527117,3,1.7189279439216885e-10,5.021830396629932e-11,1.4756414945880734e-11,9.923377093877407e-13,7.16452766578888e-13,solve
phase24_h5um,250816,504,1.1145871448460256e-11,4.802980539752491e-06,5.495580515989126e-06,1.5625000000002074e-07,2.322056551762559e-18,2.844181442916546,3,1.6287603109808478e-10,5.0888638579197255e-11,1.5996198034942557e-11,9.842158812907773e-13,7.051605053111525e-13,solve
phase24_h5um,284922,504,9.135438653997695e-12,4.238593946230149e-06,5.219581949603495e-06,1.5625000000002074e-07,1.903216386249529e-18,2.5301480749320406,3,1.1779017813502333e-10,3.913010802876809e-11,1.3110889222181782e-11,1.0044034712770826e-12,7.330735095330397e-13,solve
phase24_h5um,284872,504,1.0161942948732723e-11,4.23859394511084e-06,5.257146746145263e-06,1.5625000000002074e-07,2.1170714476526665e-18,3.759128663543093,3,1.8821125337186582e-10,5.2251512875278646e-11,1.4584095337848213e-11,1.0059084733020866e-12,7.351342013037392e-13,solve
phase24_h5um,279283,504,1.0206628611787319e-11,4.760528212960977e-06,4.994147071848312e-06,1.5625000000002074e-07,2.126380960789031e-18,3.4170400414904307,3,1.86859468389306e-11,1.6108023291973077e-11,1.4648226771521105e-11,9.72648265535881e-13,6.889231348383983e-13,solve
phase24_h5um,215893,504,1.0142682698237256e-11,4.671437861321027e-06,4.998360616893117e-06,1.5625000000002074e-07,2.1130588954660908e-18,3.9450889150020223,3,3.010237095767486e-10,6.608827384623294e-11,1.455645364266207e-11,9.739826862692982e-13,6.908058413316279e-13,solve
phase24_h5um,284345,504,1.0426004770169643e-11,4.69047458674145e-06,5.052611365647008e-06,1.5625000000002074e-07,2.17208432711868e-18,2.831676199185814,3,1.7487323298966418e-10,5.1010297354055485e-11,1.4963068413994193e-11,9.750481951874407e-13,6.923073163010124e-13,solve
phase24_h5um,285145,504,9.110576332970821e-12,4.223207183657011e-06,5.195380592393753e-06,7.812499999999682e-08,9.490183680177538e-19,1.7856843856951543,3,9.33120738015228e-11,4.9264928555812356e-11,2.615041522927655e-11,5.015710110307899e-13,3.656721050652687e-13,solve
phase24_h5um,284374,504,8.232904893806602e-12,4.123406449949095e-06,4.698452667789187e-06,1.5625000000002074e-07,1.715188519543049e-18,3.1410685378279934,3,1.6690448603261018e-10,4.427711775679583e-11,1.1815601650634042e-11,9.82917684546974e-13,7.033474332510398e-13,solve
phase24_h5um,209515,504,9.408875097330717e-12,4.078186793755851e-06,5.093361206068586e-06,1.5625000000002074e-07,1.9601823119439143e-18,2.9726155116615076,3,3.39634736069218e-11,2.109575279296583e-11,1.3503316455684539e-11,1.0063265710482933e-12,7.357061946615827e-13,solve
phase24_h5um,223577,504,9.776250523106981e-12,4.414587166088012e-06,5.194984933509749e-06,1.5625000000002074e-07,2.0367188589806293e-18,3.802498752614263,3,2.9887229573078415e-10,6.464882867760232e-11,1.4030561910747148e-11,9.889268412901829e-13,7.117209668752184e-13,solve
phase24_h5um,283483,504,8.795851017794042e-12,4.3110608511051385e-06,4.978212170202618e-06,1.5625000000002074e-07,1.8324689620404302e-18,3.4227858518629097,3,2.2195171969557712e-10,5.281393687886443e-11,1.2623523913503896e-11,9.902870752581847e-13,7.136097874111608e-13,solve
phase24_h5um,223950,504,9.985674765775423e-12,4.449313850049631e-06,5.021115814137135e-06,1.5625000000002074e-07,2.0803489095365575e-18,5.114969502148875,3,2.2135875526685814e-11,1.7411305714264577e-11,1.4331120882248975e-11,9.823614947806817e-13,7.025699564408985e-13,solve
phase24_h5um,260239,504,8.899899764911906e-12,3.999660809229557e-06,5.012043378111447e-06,1.5625000000002074e-07,1.8541457843566535e-18,4.197467134146964,3,3.095742895570228e-10,6.27798911367843e-11,1.2772851345812302e-11,1.0046033969560314e-12,7.333474091051952e-13,solve
phase24_h5um,284061,504,8.710018172862258e-12,3.809416542594308e-06,4.99836061556431e-06,7.812499999999682e-08,9.072935596731127e-19,3.4972582501017233,3,2.1406341400703745e-10,7.306801459153448e-11,2.500067872222718e-11,5.118214415906264e-13,3.796100596510785e-13,solve
phase24_h5um,280476,504,9.50986762151624e-12,4.240689465562007e-06,4.972832007443185e-06,1.5625000000002074e-07,1.981222421149221e-18,2.9111088772830063,3,1.2075391602066655e-10,4.042971794453444e-11,1.3648257694638443e-11,9.904905603802851e-13,7.138921399399631e-13,solve
phase24_h5um,213006,504,9.31112757842677e-12,4.2249625820707935e-06,5.114404252213421e-06,1.5625000000002074e-07,1.9398182455055796e-18,4.749248880834919,3,3.351348656789037e-10,6.682158006054179e-11,1.3363032344471873e-11,9.948706025194162e-13,7.199569105320935e-13,solve
phase24_h5um,278890,504,9.554951689023813e-12,4.512061749202469e-06,5.017288940181579e-06,1.5625000000002074e-07,1.990614935213306e-18,2.70488534861665,3,1.3980898538701411e-10,4.363210751866203e-11,1.37129609056326e-11,9.796822466460736e-13,6.988188189073977e-13,solve
phase24_h5um,284961,504,1.039985449400435e-11,4.700912999481824e-06,5.048309143526719e-06,7.812499999999682e-08,1.0833181764587418e-18,3.9399614222087975,3,4.80810412660007e-11,3.7692507950293717e-11,2.985107674889749e-11,4.87275468744246e-13,3.458034004406819e-13,solve
phase24_h5um,247667,504,9.35220304149667e-12,4.381417893180681e-06,4.895805596683692e-06,1.5625000000002074e-07,1.94837563364515e-18,3.0533522588491353,3,1.7500890666402187e-10,4.8330383061094246e-11,1.3421982534658706e-11,9.790328506373279e-13,6.979081314131881e-13,solve
phase24_h5um,232694,504,9.220622853970624e-12,4.23037294141255e-06,5.004267969874701e-06,1.5625000000002074e-07,1.9209630945772184e-18,3.1993302266226893,3,1.7887274873739782e-10,4.851759786453755e-11,1.3233142860086812e-11,9.892839072194755e-13,7.122170219455962e-13,solve
phase24_h5um,275092,504,8.251036053274533e-12,3.802566414179316e-06,4.916465804571856e-06,1.5625000000002074e-07,1.7189658444322057e-18,4.022473286011704,3,1.9207685675579766e-10,4.7565695169909405e-11,1.1841622910506542e-11,1.0139108998430818e-12,7.460467479228329e-13,solve
phase24_h5um,241444,504,7.379992735187737e-12,3.933638533932861e-06,4.469760639097587e-06,7.812499999999682e-08,7.68749243248694e-19,2.204370065777288,3,1.264908718659209e-10,5.16628025644322e-11,2.118305882754572e-11,4.918275097409868e-13,3.521887401017414e-13,solve
phase24_h5um,271764,504,9.140524665038805e-12,4.100135118869424e-06,5.221169120744602e-06,1.5625000000002074e-07,1.9042759718830792e-18,3.918467119850834,3,2.758046857810235e-10,6.004006657486663e-11,1.3118188502476438e-11,1.009915631630879e-12,7.406078721415276e-13,solve
phase24_h5um,216987,504,9.785895449300527e-12,4.5301411425713606e-06,4.909496780636158e-06,1.5625000000002074e-07,2.038728218604275e-18,3.1723598403126845,3,2.0258094241288252e-10,5.3211146464289995e-11,1.4044404000180647e-11,9.756547831830063e-13,6.93161376025471e-13,solve
phase24_h5um,267851,504,8.61895219323924e-12,3.7421949359832086e-06,4.978761742505205e-06,1.5625000000002074e-07,1.7956150402581742e-18,4.694311343921148,3,1.6246775290554465e-11,1.3718802091890359e-11,1.236964438126609e-11,1.0316627913225669e-12,7.699990599118211e-13,solve
phase24_h5um,260275,504,8.68981440159847e-12,3.883561646253872e-06,5.011725089347169e-06,1.5625000000002074e-07,1.8103780003330168e-18,4.3229505087607,3,1.886478335006051e-10,4.837401190595345e-11,1.2471343555112406e-11,1.0140779604439066e-12,7.462737749135589e-13,solve
phase24_h5um,243682,504,8.986281566551826e-12,3.959041100328994e-06,4.998360616461843e-06,1.5624999999999363e-07,1.872141993031634e-18,7.968056234935461,3,1.3696866510889181e-11,1.2791462925606775e-11,1.2896823743305009e-11,1.009903656014799e-12,7.405915417405673e-13,solve
phase24_h5um,261165,504,8.783989569697938e-12,3.894199876601342e-06,5.042461564878629e-06,1.5625000000002074e-07,1.8299978270204054e-18,3.0403347611063056,3,1.6655798844942384e-10,4.568274364611836e-11,1.2606500742764538e-11,1.0153759814283353e-12,7.480366441072253e-13,solve
phase24_h5um,217630,504,9.985829401097975e-12,4.66406827748124e-06,4.998360616960925e-06,1.5625000000002074e-07,2.0803811252287526e-18,4.5629257725831485,3,4.1084911241253786e-10,7.66423869592811e-11,1.4331342809914679e-11,9.743674756989573e-13,6.913482588143273e-13,solve
phase24_h5um,281736,504,9.385390512212794e-12,4.09686664636175e-06,5.03967968222989e-06,1.5625000000002074e-07,1.955289690044336e-18,3.6954153659876168,3,2.6840568037669808e-11,1.8655347534929497e-11,1.3469612130632167e-11,1.0030020948807465e-12,7.311522684097994e-13,solve
phase24_h5um,236747,504,9.580468445583962e-12,4.044789386985732e-06,5.457144186673491e-06,1.5624999999999363e-07,1.9959309261633274e-18,2.0131898218043762,3,6.396201971241778e-11,2.941593848069026e-11,1.3749581738111786e-11,1.029382692538197e-12,7.669414351583904e-13,solve
phase24_h5um,278289,504,9.321047622600129e-12,4.097729191937257e-06,5.095771002363582e-06,1.5625000000002074e-07,1.9418849213750267e-18,3.943864787481891,3,2.647398609000348e-10,5.939764012243004e-11,1.3377269274433337e-11,1.0029516896787934e-12,7.310831205103967e-13,solve
phase24_h5um,276989,504,1.0227190326550499e-11,4.421563638107494e-06,5.272024439281696e-06,1.5625000000002074e-07,2.1306646513646935e-18,3.0712932323834963,3,1.526318311016145e-10,4.7177764460493057e-11,1.4677736286574148e-11,9.911818874937088e-13,7.148510134015717e-13,solve
phase24_h5um,235501,504,1.0296025379901528e-11,4.435088491414066e-06,5.6268424687841056e-06,1.5625000000002074e-07,2.1450052874794906e-18,3.0295593435012784,3,1.7163792493996905e-10,5.021188807871908e-11,1.4776526152422604e-11,1.0136741233144014e-12,7.457249261912115e-13,solve
phase24_h5um,209686,504,8.836389229668269e-12,4.080572825988843e-06,4.882535981917369e-06,1.5625000000002074e-07,1.8409144228475613e-18,3.687809118915233,3,2.2252272521193175e-10,5.3003575901950315e-11,1.2681703057963548e-11,9.92616396645879e-13,7.168387183710359e-13,solve
phase24_h5um,257239,504,8.395038997921554e-12,3.7749923168645326e-06,4.922615852173337e-06,1.5624999999999363e-07,1.748966457900331e-18,1.9748597698740413,3,4.171610584947528e-11,2.2143402420500386e-11,1.2048291328568759e-11,1.0190262898569662e-12,7.529840746558226e-13,solve
phase24_h5um,230443,504,9.811684628375896e-12,4.622239864904556e-06,5.000543416146934e-06,1.5625000000002074e-07,2.0441009642449824e-18,2.943149746117427,3,1.6421532206163905e-10,4.79441682879994e-11,1.408141580473803e-11,9.758222341732428e-13,6.933970507382619e-13,solve
phase24_h5um,285069,504,7.790252840265437e-12,4.055468444409975e-06,4.377440944383338e-06,1.5625000000002074e-07,1.6229693417219665e-18,6.056702975854361,3,6.187743406437597e-10,8.310953131772083e-11,1.118032158825846e-11,9.750992422303403e-13,6.92379209294913e-13,solve
phase24_h5um,246592,504,9.740089655351439e-12,4.541120692351993e-06,4.899302075226924e-06,1.5625000000002074e-07,2.0291853448648817e-18,3.6723383224314734,3,3.110584068326e-10,6.583732114271263e-11,1.3978664990491877e-11,9.749433404147472e-13,6.921596306378646e-13,solve
phase24_h5um,222886,504,1.0145417034000654e-11,4.428163404344066e-06,5.51424143408584e-06,1.5625000000002074e-07,2.1136285487501387e-18,2.77634269385482,3,1.4915662966417264e-10,4.644481565104294e-11,1.4560377873854192e-11,1.0065665581274153e-12,7.360344239273569e-13,solve
