time_after_pulse_ms,reference_left_normalized,simulation_left_normalized,reference_right_normalized,simulation_right_normalized,left_residual,right_residual,region
0,0.156705213629,0.000510808159389,0.176704758825,0.177040882713,-0.15619440547,0.000336123887858,rise
0.01,0.157808811514,0.000545464659129,0.179289598413,0.197596087022,-0.157263346854,0.0183064886088,rise
0.02,0.158887459189,0.000587937146358,0.18191301232,0.219656199615,-0.158299522043,0.0377431872951,rise
0.03,0.159941545361,0.000639354792162,0.184568143065,0.24319746092,-0.159302190569,0.0586293178543,rise
0.04,0.160973810323,0.000700963490971,0.187247924663,0.26816412286,-0.160272846832,0.0809161981962,rise
0.05,0.161989209027,0.000774133536068,0.189945158384,0.294461643018,-0.161215075491,0.104516484634,rise
0.06,0.162994449274,0.000860369539507,0.19265274904,0.321948896694,-0.162134079734,0.129296147654,rise
0.07,0.16399752334,0.000961319899029,0.195363578346,0.350429926169,-0.163036203441,0.155066347823,rise
0.08,0.165007196502,0.00107878425915,0.198069705594,0.379648824317,-0.163928412243,0.181579118723,rise
0.09,0.166032395681,0.00121472361788,0.200761194376,0.409294619403,-0.164817672063,0.208533425027,rise
0.1,0.167081571516,0.00137127385039,0.203425201655,0.439018970504,-0.165710297666,0.235593768848,rise
0.11,0.168161944645,0.0015507573253,0.206045756298,0.468460502542,-0.166611187319,0.262414746243,rise
0.12,0.169278605707,0.00175569019883,0.208604339356,0.497267353405,-0.167522915509,0.288663014049,rise
0.13,0.170433823844,0.00198878571978,0.211081200481,0.525114146348,-0.168445038124,0.314032945867,rise
0.14,0.17162689208,0.00225295315976,0.213457160133,0.551712913761,-0.16937393892,0.338255753628,rise
0.15,0.172854462636,0.00255129177639,0.215715531408,0.576818303656,-0.17030317086,0.361102772248,rise
0.16,0.174111256789,0.00288707942014,0.217843842053,0.600228883227,-0.171224177369,0.382385041173,rise
0.17,0.175391081667,0.00326375556849,0.219835117911,0.62178714801,-0.172127326099,0.401952030099,rise
0.18,0.176687839001,0.00368489869241,0.221688593583,0.64137894043,-0.173002940309,0.419690346847,rise
0.19,0.177996123084,0.00415419760202,0.223409846395,0.658931598746,-0.173841925482,0.435521752351,rise
0.2,0.179311394183,0.00467541639841,0.22501040099,0.674410803141,-0.174635977785,0.449400402151,rise
0.21,0.180629921001,0.00525235401193,0.226506796912,0.687816585462,-0.175377566989,0.461309788551,rise
0.22,0.181948481447,0.00588880041955,0.227919146592,0.699178896058,-0.176059681028,0.471259749466,rise
0.23,0.183263892096,0.00658849061853,0.229269483259,0.708553028062,-0.176675401477,0.479283544803,rise
0.24,0.184572708527,0.00735505658631,0.230580295345,0.716015116699,-0.17721765194,0.485434821354,rise
0.25,0.185871235457,0.00819197796752,0.231873320057,0.721657863603,-0.177679257489,0.489784543545,rise
0.26,0.18715568838,0.0091025325966,0.233168441968,0.725586582682,-0.178053155783,0.492418140713,rise
0.27,0.188422422308,0.0100897483094,0.234482690683,0.727915623314,-0.178332673998,0.493432932631,rise
0.28,0.189668155267,0.0111563579524,0.235829479969,0.728765197621,-0.178511797314,0.492935717651,rise
0.29,0.190889965776,0.0123047596269,0.237218201511,0.728258618303,-0.178585206149,0.491040416792,rise
0.3,0.192085015647,0.0135369837333,0.238654270421,0.726519938086,-0.178548031914,0.487865667665,rise
0.31,0.193250271885,0.0148546664955,0.240139660273,0.723671970604,-0.17839560539,0.483532310331,rise
0.32,0.194382397046,0.0162590284388,0.241673788395,0.719834665622,-0.178123368607,0.478160877226,rise
0.33,0.195477730172,0.0177508580981,0.243254573552,0.715123807727,-0.177726872074,0.471869234175,rise
0.34,0.196532433026,0.0193305024894,0.244879620934,0.709650005774,-0.177201930536,0.46477038484,rise
0.35,0.197542977859,0.0209978643336,0.246547486128,0.703517939365,-0.176545113525,0.456970453237,rise
0.36,0.198506790381,0.0227524050886,0.248258796616,0.696825828537,-0.175754385292,0.448567031921,rise
0.37,0.199422745845,0.024593153712,0.250016944953,0.689665094695,-0.174829592133,0.439648149742,rise
0.38,0.200291567919,0.0265187211652,0.251828128021,0.682120184291,-0.173772846753,0.430292056271,rise
0.39,0.201116164376,0.0285273200677,0.253700585814,0.674268529748,-0.172588844308,0.420567943934,rise
0.4,0.201901687751,0.030616789262,0.25564316688,0.666180623514,-0.171284898489,0.410537456634,rise
0.41,0.202655257998,0.0327846226632,0.257663707846,0.657920182704,-0.169870635334,0.400256474858,rise
0.42,0.203385371703,0.0350280004031,0.259767688869,0.649544385045,-0.1683573713,0.389776696176,rise
