% Model:              0902gakkai715uA.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 13 2026, 23:25
% Table:              プローブテーブル 1 - 
% 時間 (ms)                                         温度 (K), 吸収体                                       温度 (K), StyCast                                   温度 (K), TES                                       アンペアメーターを通る電流 # (µA)                              TES R(T) (mΩ), TES R
15                                                0.1685845989345205                                0.16858454501546902                               0.16858416241990204                               143.04532002853836                                15.593834482415646
15.5                                              0.168584592858966                                 0.16858454118985824                               0.16858416086406727                               143.04537404623488                                15.593827121433996
16                                                0.16858458703609647                               0.1685845375233643                                0.16858415937294244                               143.04542581717516                                15.593820066617809
16.5                                              0.16858458145541655                               0.1685845340093697                                0.16858415794383821                               143.0454754348524                                 15.593813305232615
17                                                0.16858457610685157                               0.1685845306415305                                0.16858415657417458                               143.0455229888164                                 15.593806825073509
17.5                                              0.1685845709807523                                0.168584527413769                                 0.1685841552614775                                143.04556856489222                                15.59380061444327
18                                                0.16858456606786013                               0.1685845243202581                                0.1685841540033793                                143.04561224533776                                15.593794662132124
18.5                                              0.1685845613592926                                0.1685845213554122                                0.1685841527976081                                143.04565410904272                                15.59378895739407
19                                                0.16858455684658114                               0.1685845185138833                                0.16858415164198814                               143.04569423152583                                15.593783489932445
19.5                                              0.1685845525215587                                0.16858451579054026                               0.16858415053443274                               143.04573268522205                                15.593778249878687
20                                                0.1685845483764298                                0.16858451318046902                               0.16858414947294256                               143.04576953956283                                15.593773227773184
20.004                                            0.16858454834399159                               0.16858451316004297                               0.16858414946463698                               143.04576982794273                                15.593773188472275
20.008                                            0.16858454831156472                               0.16858451313962558                               0.1685841494563339                                143.04577011622868                                15.593773149187127
20.012                                            0.16858454827915384                               0.16858451311921646                               0.1685841494480324                                143.0457704044185                                 15.593773109916022
20.016                                            0.16858454824675145                               0.16858451309881814                               0.16858414943973637                               143.0457706924627                                 15.593773070664467
20.017                                            0.16858454823865054                               0.16858451309371666                               0.16858414943766248                               143.04577076446728                                15.59377306085239
20.0185                                           0.168584548226513                                 0.16858451308606928                               0.16858414943455244                               143.04577087246196                                15.593773046136562
20.018875                                         0.1685845482234757                                0.16858451308415698                               0.1685841494337741                                143.0457708994598                                 15.593773042457617
20.0194375                                        0.1685845482189133                                0.16858451308128877                               0.1685841494326086                                143.04577093995357                                15.5937730369392
20.019578125                                      0.1685845482177757                                0.16858451308057124                               0.16858414943231642                               143.04577095007693                                15.593773035559805
20.0197890625                                     0.16858454821606547                               0.16858451307949615                               0.16858414943187938                               143.04577096526185                                15.593773033490598
20.019841796875                                   0.16858454821563823                               0.16858451307922873                               0.16858414943176947                               143.04577096905803                                15.59377303297324
20.0199208984375                                  0.16858454821500066                               0.16858451307882405                               0.16858414943160605                               143.04577097475223                                15.59377303219725
20.019940673828124                                0.16858454821484078                               0.1685845130787233                                0.16858414943156513                               143.04577097617576                                15.5937730320033
20.019970336914064                                0.1685845482146026                                0.16858451307857364                               0.168584149431503                                 143.0457709783111                                 15.593773031712221
20.01997775268555                                 0.16858454821454305                               0.16858451307853545                               0.1685841494314877                                143.04577097884493                                15.593773031639426
20.019988876342772                                0.16858454821445237                               0.16858451307847802                               0.16858414943146466                               143.04577097964568                                15.593773031530283
