% Model:              0902gakkai715uA.mph
% Version:            COMSOL 6.2.0.415
% Date:               Aug 9 2026, 15:39
% Table:              プローブテーブル 1 - 
% Time (ms)              温度 (K), 吸収体              温度 (K), TES              アンペアメーターを通る電流 # (µA)
24.970000000000002       0.16922122896314398      0.1687467191981198       137.44711360343175
24.980000000000004       0.1692206879510122       0.16874658142312443      137.4518187746607
24.990000000000002       0.16922014739895033      0.16874644376472675      137.45652003259983
25                       0.1692196073065715       0.16874630622282843      137.46121738043558
25.01                    0.16921906767348233      0.16874616879733012      137.4659108213513
25.020000000000003       0.16921852849928926      0.16874603148813422      137.470600358527
25.03                    0.16921798978360553      0.16874589429514247      137.47528599514038
25.040000000000003       0.1692174515260387       0.16874575721825702      137.47996773436893
25.050000000000004       0.16921691372619665      0.16874562025737833      137.48464557938505
25.060000000000002       0.16921637638369275      0.16874548341240986      137.48931953336051
25.07                    0.16921583949813476      0.168745346683253        137.49398959946333
25.080000000000002       0.1692153030691365       0.16874521006980994      137.4986557808606
25.090000000000003       0.16921476709630573      0.16874507357198343      137.50331808071502
25.1                     0.16921423157925639      0.16874493718967534      137.5079765021871
25.11                    0.16921369651759866      0.1687448009227884       137.51263104843437
25.12                    0.16921316191094582      0.16874466477122452      137.517281722616
25.130000000000003       0.16921262775890847      0.1687445287348865       137.52192852788494
25.140000000000004       0.1692120940611023       0.16874439281367773      137.5265714673928
25.150000000000002       0.16921156081713715      0.16874425700749912      137.5312105442876
25.160000000000004       0.16921102802662924      0.16874412131625627      137.53584576171608
25.17                    0.16921049568919014      0.1687439857398498       137.54047712282153
25.18                    0.16920996380443595      0.16874385027818245      137.54510463074683
25.19                    0.16920943237197983      0.16874371493115906      137.5497282886301
25.200000000000003       0.1692089013914359       0.16874357969868223      137.55434809960775
25.21                    0.16920837086242144      0.16874344458065466      137.55896406681387
25.220000000000002       0.1692078407845485       0.16874330957697964      137.5635761933808
25.230000000000004       0.16920731115743656      0.1687431746875607       137.56818448243868
25.240000000000002       0.16920678198070124      0.16874303991230166      137.5727889371134
25.25                    0.16920625325395486      0.16874290525110616      137.57738956052913
25.26                    0.1692057249768181       0.16874277070387708      137.5819863558083
25.270000000000003       0.16920519714890625      0.16874263627051778      137.5865793260724
25.28                    0.1692046697698378       0.16874250195093454      137.59116847443482
25.290000000000003       0.16920414283923038      0.16874236774502877      137.59575380401216
25.3                     0.16920361635670092      0.16874223365270513      137.6003353179169
25.310000000000002       0.16920309032186903      0.1687420996738672       137.60491301925907
25.320000000000004       0.169202564734351        0.16874196580842019      137.60948691114507
25.330000000000002       0.16920203959376914      0.16874183205626747      137.61405699668018
25.340000000000003       0.16920151489974064      0.16874169841731354      137.61862327896878
25.35                    0.16920099065188612      0.16874156489146305      137.62318576111014
25.36                    0.16920046684982432      0.16874143147862         137.62774444620152
25.37                    0.1691999434931784       0.1687412981786892       137.63229933733766
25.380000000000003       0.16919942058156434      0.16874116499157543      137.6368504376129
25.39                    0.16919889811460753      0.16874103191718276      137.64139775011714
25.400000000000002       0.16919837609192684      0.16874089895541602      137.64594127793768
25.410000000000007       0.1691978545131448       0.1687407661061808       137.6504810241621
25.42                    0.1691973333778825       0.16874063336938133      137.655016991874
25.43                    0.1691968126857627       0.16874050074492297      137.6595491841521
25.44                    0.16919629243640835      0.1687403682327107       137.66407760407577
25.450000000000003       0.16919577262944144      0.16874023583264935      137.66860225472112
25.46                    0.1691952532644858       0.1687401035446449       137.67312313916167
25.470000000000002       0.1691947343411659       0.16873997136860183      137.67764026046913
25.480000000000004       0.16919421585910344      0.16873983930442674      137.68215362171313
25.490000000000002       0.16919369781792434      0.16873970735202373      137.68666322596056
25.500000000000004       0.1691931802172514       0.16873957551129887      137.6911690762745
25.51                    0.16919266305671227      0.168739443782158        137.69567117571574
25.520000000000003       0.16919214633592836      0.16873931216450713      137.70016952734338
25.53                    0.1691916300545281       0.16873918065825125      137.70466413421767
25.540000000000003       0.169191114212136        0.1687390492632975       137.7091549993913
25.55                    0.16919059880837864      0.16873891797955037      137.71364212591595
25.560000000000002       0.16919008384288234      0.16873878680691656      137.71812551684067
25.570000000000004       0.16918956931527246      0.16873865574530222      137.7226051752141
25.580000000000002       0.16918905522517907      0.1687385247946138       137.7270811040825
25.590000000000003       0.16918854157222568      0.1687383939547574       137.7315533064883
25.6                     0.16918802835604352      0.1687382632256391       137.73602178547003
25.61                    0.16918751557625922      0.16873813260716503      137.74048654406624
25.62                    0.16918700323249958      0.1687380020992432       137.74494758531367
25.630000000000003       0.1691864913243965       0.16873787170177884      137.74940491224373
25.64                    0.16918597985157666      0.16873774141467826      137.75385852788727
25.650000000000002       0.16918546881366966      0.16873761123784983      137.75830843527442
25.660000000000007       0.16918495821030496      0.16873748117119983      137.76275463743073
25.67                    0.169184448041113        0.16873735121463404      137.76719713738
25.68                    0.16918393830572312      0.1687372213680606       137.77163593814376
25.69                    0.16918342900376784      0.16873709163138623      137.77607104274014
25.700000000000003       0.16918292013487632      0.16873696200451785      137.78050245418692
25.71                    0.16918241169867898      0.16873683248736332      137.7849301754965
25.720000000000002       0.16918190369480884      0.16873670307982938      137.78935420968278
25.73                    0.16918139612289756      0.16873657378182375      137.79377455975452
25.740000000000002       0.16918088898257672      0.1687364445932535       137.79819122871874
25.750000000000004       0.1691803822734804       0.16873631551402674      137.80260421957942
25.76                    0.16917987599523776      0.16873618654404982      137.80701353534224
25.770000000000003       0.16917937014748527      0.16873605768323224      137.81141917900578
25.78                    0.16917886472985555      0.1687359289314806       137.81582115356775
25.790000000000003       0.16917835974198112      0.16873580028870297      137.82021946202283
25.8                     0.1691778551834972       0.16873567175480753      137.82461410736445
25.810000000000002       0.16917735105403714      0.1687355433297023       137.8290050925839
25.82                    0.16917684735323676      0.168735415013294        137.83339242066967
25.830000000000002       0.16917634408072899      0.16873528680549277      137.83777609460736
25.840000000000007       0.16917584123615176      0.16873515870620667      137.8421561173817
25.85                    0.16917533881913838      0.1687350307153428       137.8465324919742
25.86                    0.16917483682932452      0.16873490283281         137.8509052213635
25.87                    0.16917433526634887      0.16873477505851672      137.85527430852724
25.880000000000003       0.16917383412984738      0.16873464739237184      137.85963975643944
25.89                    0.16917333341945345      0.16873451983428356      137.86400156806988
25.900000000000002       0.16917283313480813      0.1687343923841614       137.86835974639
25.910000000000007       0.16917233327554773      0.1687342650419133       137.87271429436913
25.92                    0.16917183384130807      0.16873413780744836      137.87706521497066
