time_ms,left_signal,right_signal
-20,-0.00298161646636,0.0112066749537
-19.99,-0.00294173378033,0.0123049405898
-19.98,-0.00284979531478,0.0131546306691
-19.97,-0.00271251099814,0.0137361078742
-19.96,-0.00253855213405,0.0140372987103
-19.95,-0.00233807224504,0.0140564602709
-19.94,-0.00212212578421,0.0138045616587
-19.93,-0.00190219135871,0.0133060614224
-19.92,-0.00168974734948,0.0125973003496
-19.91,-0.00149601114424,0.0117225352361
-19.9,-0.00133191396634,0.0107285796144
-19.89,-0.0012078481161,0.00965948850077
-19.88,-0.00113282213867,0.00855228635371
-19.87,-0.00111351905006,0.0074339549065
-19.86,-0.0011538909552,0.00631964309283
-19.85,-0.00125520299971,0.00521214020579
-19.84,-0.00141623365017,0.0041025906495
-19.83,-0.0016335644514,0.00297242277274
-19.82,-0.001901778294,0.00179649587123
-19.81,-0.00221342615032,0.000547176941648
-19.8,-0.00255910692834,-0.000801296192277
-19.79,-0.00292804455716,-0.00226882265818
-19.78,-0.00330890429711,-0.00386634753483
-19.77,-0.00369048288041,-0.00559405623881
-19.76,-0.00406246276988,-0.00744095634854
-19.75,-0.00441626383406,-0.00938573550508
-19.74,-0.00474551598087,-0.0113988355252
-19.73,-0.00504604156398,-0.0134456570399
-19.72,-0.00531566946813,-0.0154904195157
-19.71,-0.00555391151541,-0.0174998704034
-19.7,-0.00576145482126,-0.019446101714
-19.69,-0.00593972704462,-0.0213079841718
-19.68,-0.00609050427295,-0.0230710772243
-19.67,-0.0062151275589,-0.0247262663269
-19.66,-0.0063134082282,-0.0262675856449
-19.65,-0.00638292914852,-0.0276897367691
-19.64,-0.00641909802895,-0.0289859036536
-19.63,-0.00641575906318,-0.0301464970485
-19.62,-0.00636632261069,-0.0311591721017
-19.61,-0.00626532541995,-0.0320098457412
-19.6,-0.00610974609691,-0.0326840285132
-19.59,-0.00589952182323,-0.0331680955826
-19.58,-0.00563734492467,-0.0334507014681
-19.57,-0.00532788941824,-0.0335245451278
-19.56,-0.00497669161403,-0.0333882114491
-19.55,-0.00458930245698,-0.0330474536219
-19.54,-0.0041711057038,-0.0325152705782
-19.53,-0.00372749567482,-0.0318105317507
-19.52,-0.00326401181895,-0.0309554669124
-19.51,-0.00278646337893,-0.0299726336382
-19.5,-0.00230113765031,-0.0288820515294
-19.49,-0.00181495427386,-0.0276992234469
-19.48,-0.00133564074935,-0.0264345501481
-19.47,-0.000872134625337,-0.0250940871146
-19.46,-0.000434905474244,-0.0236809484107
-19.45,-3.57906250022e-05,-0.0221964642723
-19.44,0.000312530481696,-0.0206407100577
-19.43,0.000597304493501,-0.0190126811275
-19.42,0.000806860297978,-0.0173107351886
-19.41,0.000931900448314,-0.0155340518874
-19.4,0.000966393635119,-0.0136854377239
-19.39,0.000908056741863,-0.0117746258474
-19.38,0.000758672554484,-0.00982027519408
-19.37,0.000524053574146,-0.00784934620923
-19.36,0.000213479008408,-0.00589408613064
-19.35,-0.000161056943755,-0.00398800702157
-19.34,-0.000585572044368,-0.00216245100362
-19.33,-0.00104499853253,-0.000444879604703
-19.32,-0.00152418138782,0.00114104292314
-19.31,-0.00200866664928,0.00257446326978
-19.3,-0.00248544935684,0.00383655395365
-19.29,-0.00294392885236,0.00491075053273
-19.28,-0.00337676919815,0.00578411481847
-19.27,-0.00378033249253,0.00644912624261
-19.26,-0.00415468447022,0.00690516176568
-19.25,-0.00450306653103,0.00715947059896
-19.24,-0.00483076080922,0.00722764974794
-19.23,-0.00514379417903,0.00713334045314
-19.22,-0.00544804483681,0.00690682265737
-19.21,-0.00574874049999,0.00658269834327
-19.2,-0.00605001360371,0.00619727646434
-19.19,-0.00635453768766,0.00578609503966
-19.18,-0.00666335435121,0.00538164643739
-19.17,-0.00697570153149,0.00501132767083
-19.16,-0.00728888194888,0.00469588936453
-19.15,-0.00759840678799,0.00444894227309
-19.14,-0.00789827352983,0.00427794626633
-19.13,-0.0081812347714,0.00418633219296
-19.12,-0.00843930537933,0.00417577909099
-19.11,-0.00866459213685,0.00424779643653
-19.1,-0.00885012181237,0.0044041790022
-19.09,-0.00899049220522,0.00464632207824
-19.08,-0.00908238606679,0.00497389036377
-19.07,-0.00912462748886,0.00538358078231
-19.06,-0.00911740614979,0.0058684262738
-19.05,-0.00906114996668,0.00641772561488
-19.04,-0.0089558646239,0.00701773319365
-19.03,-0.00880098056187,0.00765330318896
-19.02,-0.00859537978525,0.00831021290357
-19.01,-0.00833754730358,0.00897725370555
-19,-0.00802565938422,0.00964711701567
-18.99,-0.00765738273223,0.0103157208551
-18.98,-0.00722976286853,0.0109804822506
-18.97,-0.00673974412625,0.0116385850354
-18.96,-0.00618523264088,0.012286063657
-18.95,-0.00556627384194,0.0129177368508
-18.94,-0.00488607548434,0.0135274960951
-18.93,-0.00415149742325,0.0141085834201
-18.92,-0.00337251327128,0.0146538359322
-18.91,-0.00256085208787,0.0151558550076
-18.9,-0.00172866498964,0.0156069047091
-18.89,-0.000887624788587,0.0159984920858
-18.88,-4.84692781584e-05,0.0163207865232
-18.87,0.000778854713634,0.0165622138429
-18.86,0.0015846188402,0.016709782903
-18.85,0.00235892837302,0.0167504478812
-18.84,0.00309171182795,0.0166731121148
-18.83,0.00377275753526,0.0164706039046
-18.82,0.00439172592755,0.0161411917551
-18.81,0.00493835402944,0.0156893125125
-18.8,0.00540291837533,0.0151251720811
-18.79,0.00577704522185,0.0144632017839
-18.78,0.0060551016455,0.0137198289747
-18.77,0.00623586634376,0.0129112275886
-18.76,0.00632354151887,0.0120517611011
-18.75,0.00632766214535,0.0111537080671
-18.74,0.00626217425259,0.0102282527768
-18.73,0.00614378143969,0.00928703956535
-18.72,0.00598968335839,0.00834356991324
-18.71,0.00581537714867,0.00741409968253
-18.7,0.00563310540322,0.00651781876016
-18.69,0.00545107096017,0.00567610241121
-18.68,0.00527351921235,0.00491084626624
-18.67,0.00510164535198,0.00424218650472
-18.66,0.00493476832005,0.0036861825689
-18.65,0.00477121820357,0.00325329663327
-18.64,0.00460898841484,0.00294825108674
-18.63,0.00444633526328,0.00277094498823
-18.62,0.00428203288386,0.0027175288435
-18.61,0.00411510678377,0.00278113107984
-18.6,0.00394446490816,0.00295239144335
-18.59,0.00376871335591,0.00322015417821
-18.58,0.00358607977671,0.00357247707459
-18.57,0.00339455045231,0.00399767046659
-18.56,0.00319228406897,0.00448474773334
-18.55,0.00297792823357,0.00502302127078
-18.54,0.00275063976012,0.00560138296551
-18.53,0.00251014390562,0.00620810778998
-18.52,0.00225694985383,0.00683140869656
-18.51,0.00199239604181,0.00746023091415
-18.5,0.00171852126973,0.00808472994222
-18.49,0.00143807515882,0.0086961103639
-18.48,0.00115452358027,0.00928560645462
-18.47,0.000871741806851,0.00984290488314
-18.46,0.000593682379632,0.0103550625926
-18.45,0.000324364579741,0.0108070192275
-18.44,6.79799164168e-05,0.0111840772043
-18.43,-0.000171150543921,0.0114756592879
-18.42,-0.000388847718942,0.0116786073584
-18.41,-0.000581742904857,0.0117981540196
-18.4,-0.000748298863228,0.0118460310065
-18.39,-0.000889633727249,0.0118368161221
-18.38,-0.00100962680681,0.0117842478944
-18.37,-0.00111431697167,0.0116989884004
-18.36,-0.00121080151521,0.0115885856764
-18.35,-0.00130570488993,0.0114592421207
-18.34,-0.00140361417484,0.0113180725613
-18.33,-0.00150617507937,0.011174677002
-18.32,-0.00161196316385,0.011041708341
-18.31,-0.00171684906631,0.0109346034366
-18.3,-0.00181485920729,0.0108707937737
-18.29,-0.00189937467998,0.0108689315561
-18.28,-0.00196415908083,0.0109485239916
-18.27,-0.00200403337335,0.0111298701077
-18.26,-0.00201531685732,0.0114339133949
-18.25,-0.00199589847197,0.0118815744456
-18.24,-0.00194484756212,0.0124922050759
-18.23,-0.00186204634009,0.0132811628462
-18.22,-0.00174829844444,0.0142569674186
