time_ms,left_signal,right_signal
-20,0.000649275733631,0.00342306458422
-19.99,0.000814405230493,0.00314750808105
-19.98,0.000989893973265,0.00286898267914
-19.97,0.00117480114575,0.00259890455937
-19.96,0.00136755016012,0.00234786751895
-19.95,0.00156591881816,0.00212519970841
-19.94,0.00176707161894,0.00193879311645
-19.93,0.00196769771348,0.00179516090113
-19.92,0.00216423126159,0.00169958285077
-19.91,0.00235313468766,0.00165615815513
-19.9,0.00253122087173,0.0016676477754
-19.89,0.00269590525566,0.00173510706043
-19.88,0.00284526894007,0.0018574092201
-19.87,0.00297796694024,0.00203081906974
-19.86,0.00309311217936,0.00224878791643
-19.85,0.00319018832014,0.0025020809373
-19.84,0.00326900567348,0.00277925558204
-19.83,0.00332972517248,0.00306743720321
-19.82,0.00337288492131,0.00335327196175
-19.81,0.00339932719235,0.00362389975041
-19.8,0.00341004694473,0.00386780280964
-19.79,0.00340604144082,0.00407541397046
-19.78,0.00338817285802,0.00423943275524
-19.77,0.00335703944545,0.00435488647884
-19.76,0.00331289595313,0.00441902542582
-19.75,0.00325565561215,0.00443114452152
-19.74,0.00318494081983,0.00439239661174
-19.73,0.00310013572869,0.00430565884343
-19.72,0.00300044137329,0.00417549794406
-19.71,0.00288492826122,0.00400817124823
-19.7,0.0027525871687,0.00381152072891
-19.69,0.00260246919367,0.00359467586792
-19.68,0.00243396776507,0.00336757715116
-19.67,0.00224713114175,0.00314037999141
-19.66,0.00204289403905,0.00292280155136
-19.65,0.00182320937375,0.00272345116033
-19.64,0.00159103463752,0.00254918189462
-19.63,0.00135012050476,0.00240455505365
-19.62,0.00110465654422,0.00229155194675
-19.61,0.000858869717426,0.00220960345718
-19.6,0.000616623159715,0.00215592307099
-19.59,0.000381114422911,0.00212610533113
-19.58,0.000154835869618,0.00211489751593
-19.57,-6.01984024838e-05,0.00211696087586
-19.56,-0.000262131835515,0.00212746637064
-19.55,-0.00044896539067,0.00214252017503
-19.54,-0.000618336109357,0.00215946793373
-19.53,-0.000767501357956,0.00217704367813
-19.52,-0.000893572078813,0.00219528371696
-19.51,-0.000993851612253,0.00221517887649
